arm,repeat,run_id,scenario,count,renderer,isolate,present_mode,present_mode_purity,frames,span_s,mean_ms,median_ms,p95_ms,p99_ms,drift_ms,gpu_ms,dropped,path
after,1,dx11_avtank_fourteam_fire_080_400_facing,fourteam_fire,80,DX11,none,Hardware: Independent Flip,1.0,2844,15.1490927,5.328772116736991,5.2165,6.0737,7.1781,0.28129804830586114,1.9175731715893107,0,reverse_engineering/snapshots/phase2_followups\after_r1\20260823_183409\dx11_avtank_fourteam_fire_080_400_facing\presentmon.csv
after,3,dx11_avtank_fourteam_fire_080_400_facing,fourteam_fire,80,DX11,none,Hardware: Independent Flip,1.0,2858,15.0789117,5.278093317004899,5.1782,5.9728,7.1559,0.28477899237221393,1.9652615815255423,0,reverse_engineering/snapshots/phase2_followups\after_r3\20260823_183610\dx11_avtank_fourteam_fire_080_400_facing\presentmon.csv
followups,1,dx11_avtank_fourteam_fire_080_400_facing,fourteam_fire,80,DX11,none,Hardware: Independent Flip,1.0,2821,14.813950400000001,5.2531311237149945,5.17,5.8982,7.1383,0.2526529106814994,1.9850602268699042,0,reverse_engineering/snapshots/phase2_followups\followups_r1\20260823_183452\dx11_avtank_fourteam_fire_080_400_facing\presentmon.csv
followups,2,dx11_avtank_fourteam_fire_080_400_facing,fourteam_fire,80,DX11,none,Hardware: Independent Flip,1.0,2830,14.8590769,5.252620070671378,5.1699,5.8813,6.8373,0.295245693438666,1.9175451236749117,0,reverse_engineering/snapshots/phase2_followups\followups_r2\20260823_183534\dx11_avtank_fourteam_fire_080_400_facing\presentmon.csv
followups,3,dx11_avtank_fourteam_fire_080_400_facing,fourteam_fire,80,DX11,none,Hardware: Independent Flip,1.0,2800,14.822045800000001,5.295476678571428,5.19775,6.0024,7.1191,0.2891189937247871,1.9728106785714286,0,reverse_engineering/snapshots/phase2_followups\followups_r3\20260823_183647\dx11_avtank_fourteam_fire_080_400_facing\presentmon.csv
