legacy_va,legacy_name,legacy_namespace,target_rva,target_va,target_name,similarity,significance
0x44e840,Clean,ContainerNeighbor,0x422ab0,0x822ab0,FUN_00822ab0,0.5872,10.93
0x44e840,Clean,ContainerNeighbor,0x1d4ee0,0x5d4ee0,FUN_005d4ee0,0.6107,9.67
0x44e790,Unlink,ContainerNeighbor,0x18c1b0,0x58c1b0,FUN_0058c1b0,0.5151,16.24
0x4c4907,AltCommand,ControlPanel,0xa72a0,0x4a72a0,FUN_004a72a0,0.8525,23.03
0x4c479c,Cleanup,ControlPanel,0x2ba840,0x6ba840,FUN_006ba840,0.5937,13.83
0x4c479c,Cleanup,ControlPanel,0x3efe70,0x7efe70,FUN_007efe70,0.5295,12.67
0x4c479c,Cleanup,ControlPanel,0x27a800,0x67a800,FUN_0067a800,0.5337,12.67
0x4c479c,Cleanup,ControlPanel,0x9d0b0,0x49d0b0,FUN_0049d0b0,0.5295,12.67
0x4c479c,Cleanup,ControlPanel,0x22f2d0,0x62f2d0,FUN_0062f2d0,0.5376,11.69
0x4c3de9,GetCurrentMode,ControlPanel,0xa7370,0x4a7370,FUN_004a7370,0.6833,11.27
0x4c3de9,GetCurrentMode,ControlPanel,0x38ac0,0x438ac0,FUN_00438ac0,0.5010,6.82
0x4c3dfa,Load,ControlPanel,0xa73a0,0x4a73a0,FUN_004a73a0,0.8781,24.76
0x4c3dfa,Load,ControlPanel,0x78040,0x478040,FUN_00478040,0.6072,18.06
0x4c3dfa,Load,ControlPanel,0xe6dc0,0x4e6dc0,FUN_004e6dc0,0.6072,18.06
0x4c3dfa,Load,ControlPanel,0x1f6c50,0x5f6c50,FUN_005f6c50,0.5626,16.62
0x4c3dfa,Load,ControlPanel,0x182ca0,0x582ca0,FUN_00582ca0,0.5181,14.75
0x4c3e3c,Save,ControlPanel,0xa7440,0x4a7440,FUN_004a7440,0.8781,24.76
0x4c3e3c,Save,ControlPanel,0x617b0,0x4617b0,FUN_004617b0,0.7079,20.12
0x4c3e3c,Save,ControlPanel,0x19ca70,0x59ca70,FUN_0059ca70,0.6072,18.06
0x4c3e3c,Save,ControlPanel,0x781c0,0x4781c0,FUN_004781c0,0.6072,18.06
0x4c3e3c,Save,ControlPanel,0xe6f10,0x4e6f10,FUN_004e6f10,0.6072,18.06
0x4c4549,SelectAdd,ControlPanel,0xa6c70,0x4a6c70,FUN_004a6c70,0.7636,27.21
0x4c4549,SelectAdd,ControlPanel,0xa6cd0,0x4a6cd0,FUN_004a6cd0,0.6100,20.77
0x4c483a,SelectOne,ControlPanel,0xa6cd0,0x4a6cd0,FUN_004a6cd0,0.7178,28.75
0x4c483a,SelectOne,ControlPanel,0xa6c70,0x4a6c70,FUN_004a6c70,0.6269,22.85
0x4c4889,SetCommand,ControlPanel,0xa71e0,0x4a71e0,FUN_004a71e0,0.8006,17.50
0x4c48bc,SetCommand,ControlPanel,0xa7230,0x4a7230,FUN_004a7230,0.8942,31.37
0x4c4138,`scalar_deleting_destructor',ControlPanel,0x41daf0,0x81daf0,FUN_0081daf0,0.5011,9.15
0x4c4138,`scalar_deleting_destructor',ControlPanel,0x165f0,0x4165f0,FUN_004165f0,0.5011,9.15
0x4c4138,`scalar_deleting_destructor',ControlPanel,0x166d0,0x4166d0,FUN_004166d0,0.5011,9.15
0x4c4138,`scalar_deleting_destructor',ControlPanel,0x16910,0x416910,FUN_00416910,0.5011,9.15
0x4c4138,`scalar_deleting_destructor',ControlPanel,0x18ec0,0x418ec0,FUN_00418ec0,0.5011,9.15
0x47894d,ControlWeapons,Global,0x217fa0,0x617fa0,FUN_00617fa0,0.5862,31.56
0x480ddd,ConvertFileGPI,Global,0x3b040,0x43b040,FUN_0043b040,0.6493,31.10
0x480e45,ConvertUserGPI,Global,0x3b110,0x43b110,FUN_0043b110,0.9076,64.65
0x4813b1,CountCopies,Global,0x3c120,0x43c120,FUN_0043c120,0.8793,43.02
0x4813b1,CountCopies,Global,0x3c070,0x43c070,FUN_0043c070,0.7603,37.67
0x543ad6,CountFlushes,Global,0x3a660,0x43a660,FUN_0043a660,0.8381,13.52
0x543ad6,CountFlushes,Global,0x170440,0x570440,FUN_00570440,0.8381,13.52
0x543ad6,CountFlushes,Global,0x2854f0,0x6854f0,FUN_006854f0,0.6016,10.27
0x543ad6,CountFlushes,Global,0xafe80,0x4afe80,FUN_004afe80,0.6004,10.27
0x543ad6,CountFlushes,Global,0x1d4ee0,0x5d4ee0,FUN_005d4ee0,0.6000,10.27
0x4860a4,AddHealth,Craft,0xa8800,0x4a8800,FUN_004a8800,0.7187,12.70
0x4866c9,BuildPilot,Craft,0xadb00,0x4adb00,FUN_004adb00,0.5098,42.27
0x485e3d,Cleanup,Craft,0xdb780,0x4db780,FUN_004db780,0.6775,18.66
0x485e3d,Cleanup,Craft,0x198340,0x598340,FUN_00598340,0.5011,10.64
0x485e3d,Cleanup,Craft,0x201200,0x601200,FUN_00601200,0.5011,10.64
0x486797,Deploy,Craft,0xae2b0,0x4ae2b0,FUN_004ae2b0,0.5569,13.36
0x486797,Deploy,Craft,0xae330,0x4ae330,FUN_004ae330,0.5569,13.36
0x486797,Deploy,Craft,0x9deb0,0x49deb0,FUN_0049deb0,0.5117,11.73
0x485dd6,FindSmokeSource,Craft,0x1aba30,0x5aba30,FUN_005aba30,0.9757,43.20
0x485dd6,FindSmokeSource,Craft,0xa79a0,0x4a79a0,FUN_004a79a0,0.9757,43.20
0x485dd6,FindSmokeSource,Craft,0x1ca920,0x5ca920,FUN_005ca920,0.7943,31.13
0x485dd6,FindSmokeSource,Craft,0x1ca980,0x5ca980,FUN_005ca980,0.7926,31.13
0x485dd6,FindSmokeSource,Craft,0x1f2130,0x5f2130,FUN_005f2130,0.5645,26.69
0x488ec4,GetCommand,Craft,0xae110,0x4ae110,FUN_004ae110,0.6750,59.35
0x488ec4,GetCommand,Craft,0xf0dd0,0x4f0dd0,FUN_004f0dd0,0.5790,54.96
0x488ec4,GetCommand,Craft,0x1aeb30,0x5aeb30,FUN_005aeb30,0.6138,54.48
0x488ec4,GetCommand,Craft,0x70d10,0x470d10,FUN_00470d10,0.5899,51.04
0x488ec4,GetCommand,Craft,0x1c20c0,0x5c20c0,FUN_005c20c0,0.5864,50.47
0x488f77,GetCommand,Craft,0x28fa90,0x68fa90,FUN_0068fa90,0.7363,16.10
0x488f77,GetCommand,Craft,0x28fa20,0x68fa20,FUN_0068fa20,0.6697,14.61
0x488f77,GetCommand,Craft,0xae270,0x4ae270,FUN_004ae270,0.6376,13.72
0x488f77,GetCommand,Craft,0x2217c0,0x6217c0,FUN_006217c0,0.6303,13.68
0x488f77,GetCommand,Craft,0x353810,0x753810,FUN_00753810,0.5735,11.91
0x485e1b,Init,Craft,0xa7fc0,0x4a7fc0,FUN_004a7fc0,0.5891,11.07
0x485e1b,Init,Craft,0x421ec0,0x821ec0,FUN_00821ec0,0.5499,8.87
0x486b0b,Init,Craft,0xa84b0,0x4a84b0,FUN_004a84b0,0.5082,17.02
0x485e42,Load,Craft,0xa7ff0,0x4a7ff0,FUN_004a7ff0,0.5636,64.60
0x4867d2,Packup,Craft,0xae2b0,0x4ae2b0,FUN_004ae2b0,0.5569,13.36
0x4867d2,Packup,Craft,0xae330,0x4ae330,FUN_004ae330,0.5569,13.36
0x4867d2,Packup,Craft,0x9deb0,0x49deb0,FUN_0049deb0,0.5117,11.73
0x485fc4,PostLoad,Craft,0xa82e0,0x4a82e0,FUN_004a82e0,0.5996,14.67
0x486c3f,RegCollision,Craft,0xa88b0,0x4a88b0,FUN_004a88b0,0.6485,72.78
0x486039,Remove,Craft,0xe2e60,0x4e2e60,FUN_004e2e60,0.5739,11.32
0x486039,Remove,Craft,0x43b57b,0x83b57b,FUN_0083b57b,0.5390,10.49
0x486039,Remove,Craft,0x3ed9a0,0x7ed9a0,FUN_007ed9a0,0.5501,10.46
0x486039,Remove,Craft,0xa8520,0x4a8520,FUN_004a8520,0.5989,9.91
0x486039,Remove,Craft,0x9a240,0x49a240,FUN_0049a240,0.5216,9.64
0x488c00,RemovePilot,Craft,0xada30,0x4ada30,FUN_004ada30,0.5579,23.36
0x488c00,RemovePilot,Craft,0x1b6a90,0x5b6a90,FUN_005b6a90,0.5033,12.91
0x488c00,RemovePilot,Craft,0x1ef5f0,0x5ef5f0,FUN_005ef5f0,0.5033,12.91
0x488c00,RemovePilot,Craft,0x1c5360,0x5c5360,FUN_005c5360,0.5033,12.91
0x488c00,RemovePilot,Craft,0x1fbff0,0x5fbff0,FUN_005fbff0,0.5033,12.91
0x485fff,Save,Craft,0xe4b00,0x4e4b00,FUN_004e4b00,0.5924,15.93
0x485fff,Save,Craft,0xe7460,0x4e7460,FUN_004e7460,0.5924,15.93
0x485fff,Save,Craft,0xf1860,0x4f1860,FUN_004f1860,0.5924,15.93
0x485fff,Save,Craft,0xa7440,0x4a7440,FUN_004a7440,0.5790,15.27
0x48605a,SetActiveMode,Craft,0x2a07e0,0x6a07e0,FUN_006a07e0,0.5666,10.63
0x489749,`scalar_deleting_destructor',Craft,0x404f30,0x804f30,FUN_00804f30,0.6490,12.30
0x489749,`scalar_deleting_destructor',Craft,0x10d030,0x50d030,FUN_0050d030,0.6490,12.30
0x489749,`scalar_deleting_destructor',Craft,0x41bae0,0x81bae0,FUN_0081bae0,0.6490,12.30
0x489749,`scalar_deleting_destructor',Craft,0x30270,0x430270,FUN_00430270,0.6490,12.30
0x489749,`scalar_deleting_destructor',Craft,0x8e920,0x48e920,FUN_0048e920,0.6490,12.30
0x489a90,Build,CraftClass,0x3fe2a0,0x7fe2a0,FUN_007fe2a0,0.5717,11.73
0x489a90,Build,CraftClass,0x43d8ce,0x83d8ce,Facet_Register,0.5218,11.33
0x489a90,Build,CraftClass,0xdfa20,0x4dfa20,FUN_004dfa20,0.5369,10.95
0x489a90,Build,CraftClass,0x1c5870,0x5c5870,FUN_005c5870,0.5177,10.45
0x489a90,Build,CraftClass,0x9b2d0,0x49b2d0,FUN_0049b2d0,0.5005,10.00
0x489e81,BuildClass,CraftClass,0xdfa20,0x4dfa20,FUN_004dfa20,0.5131,11.20
0x489e81,BuildClass,CraftClass,0x3fe2a0,0x7fe2a0,FUN_007fe2a0,0.5464,10.94
0x4899b0,CraftClass,CraftClass,0xaf0a0,0x4af0a0,FUN_004af0a0,0.8132,24.83
0x4899b0,CraftClass,CraftClass,0x138fc0,0x538fc0,FUN_00538fc0,0.7361,20.26
0x4899b0,CraftClass,CraftClass,0x1eacd0,0x5eacd0,FUN_005eacd0,0.6821,19.04
0x4899b0,CraftClass,CraftClass,0x15cf50,0x55cf50,FUN_0055cf50,0.6848,18.00
0x4899b0,CraftClass,CraftClass,0x1f9350,0x5f9350,FUN_005f9350,0.7638,17.60
0x489ab6,`scalar_deleting_destructor',CraftClass,0x41daf0,0x81daf0,FUN_0081daf0,0.5011,9.15
0x489ab6,`scalar_deleting_destructor',CraftClass,0x165f0,0x4165f0,FUN_004165f0,0.5011,9.15
0x489ab6,`scalar_deleting_destructor',CraftClass,0x166d0,0x4166d0,FUN_004166d0,0.5011,9.15
0x489ab6,`scalar_deleting_destructor',CraftClass,0x16910,0x416910,FUN_00416910,0.5011,9.15
0x489ab6,`scalar_deleting_destructor',CraftClass,0x18ec0,0x418ec0,FUN_00418ec0,0.5011,9.15
0x486ace,Craft_ControlForward,Global,0x79f30,0x479f30,FUN_00479f30,0.5551,8.98
0x486ace,Craft_ControlForward,Global,0x183d90,0x583d90,FUN_00583d90,0.5551,8.98
0x486a4b,Craft_ControlSpeed,Global,0x79f30,0x479f30,FUN_00479f30,0.5799,9.53
0x486a4b,Craft_ControlSpeed,Global,0x183d90,0x583d90,FUN_00583d90,0.5799,9.53
0x485db1,Craft_Delete,Global,0x75050,0x475050,FUN_00475050,0.7483,15.62
0x485db1,Craft_Delete,Global,0x71860,0x471860,FUN_00471860,0.7483,15.62
0x485db1,Craft_Delete,Global,0x1b4980,0x5b4980,FUN_005b4980,0.7483,15.62
0x485db1,Craft_Delete,Global,0x1fb720,0x5fb720,FUN_005fb720,0.7112,14.12
0x485db1,Craft_Delete,Global,0x9ee10,0x49ee10,FUN_0049ee10,0.5831,12.01
0x486a31,Craft_Explode,Global,0x79f30,0x479f30,FUN_00479f30,0.5674,8.98
0x486a31,Craft_Explode,Global,0x183d90,0x583d90,FUN_00583d90,0.5674,8.98
0x486ab4,Craft_MaxTurningSpeed,Global,0x79f30,0x479f30,FUN_00479f30,0.5807,9.53
0x486ab4,Craft_MaxTurningSpeed,Global,0x183d90,0x583d90,FUN_00583d90,0.5807,9.53
0x485dac,Craft_New,Global,0x22f430,0x62f430,FUN_0062f430,0.6871,27.70
0x485dac,Craft_New,Global,0x2a8850,0x6a8850,FUN_006a8850,0.5320,9.71
0x486aec,Craft_SetTeam,Global,0x79f30,0x479f30,FUN_00479f30,0.5667,8.98
0x486aec,Craft_SetTeam,Global,0x183d90,0x583d90,FUN_00583d90,0.5667,8.98
0x489ef1,Crater,Crater,0x9c940,0x49c940,FUN_0049c940,0.6388,11.87
0x489ef1,Crater,Crater,0x1a3a60,0x5a3a60,FUN_005a3a60,0.7033,11.78
0x489ef1,Crater,Crater,0x1c3220,0x5c3220,FUN_005c3220,0.5980,11.57
0x489ef1,Crater,Crater,0xbc140,0x4bc140,FUN_004bc140,0.6472,11.23
0x489ef1,Crater,Crater,0x2f7400,0x6f7400,CManualAccessor,0.6270,10.83
0x489f1e,PackPermState,Crater,0x7fa00,0x47fa00,FUN_0047fa00,0.6878,11.03
0x489f1e,PackPermState,Crater,0x795e0,0x4795e0,FUN_004795e0,0.5761,10.20
0x489f1e,PackPermState,Crater,0x560b0,0x4560b0,FUN_004560b0,0.5761,10.20
0x489f1e,PackPermState,Crater,0x4094e0,0x8094e0,FUN_008094e0,0.5251,8.53
0x489f1e,PackPermState,Crater,0x170470,0x570470,FUN_00570470,0.5251,8.53
0x489fd9,Crater_Create,Global,0x172380,0x572380,FUN_00572380,0.5266,11.85
0x4733f9,CreateBBoxe,Global,0x429d0,0x4429d0,FUN_004429d0,0.8958,38.01
0x473452,CreateMovingBBoxe,Global,0x42a90,0x442a90,FUN_00442a90,0.5570,45.50
0x44f050,CreateStrip,Global,0x1912f0,0x5912f0,FUN_005912f0,0.7713,55.74
0x41bb6f,CrossProduct,Global,0x100a80,0x500a80,FUN_00500a80,0.8540,30.64
0x4175bc,Cross_Product,Global,0x440d0,0x4440d0,FUN_004440d0,0.8945,30.47
0x4175bc,Cross_Product,Global,0x3816d0,0x7816d0,FUN_007816d0,0.5127,16.66
0x54045b,D3DAppGetViewport,Global,0x3c6c0,0x43c6c0,FUN_0043c6c0,0.5085,5.86
0x54045b,D3DAppGetViewport,Global,0x285560,0x685560,FUN_00685560,0.5101,5.86
0x54045b,D3DAppGetViewport,Global,0x285580,0x685580,FUN_00685580,0.5085,5.86
0x54045b,D3DAppGetViewport,Global,0x286230,0x686230,FUN_00686230,0.5101,5.86
0x544e30,D3DAppISetDefaults,Global,0x1f0cb0,0x5f0cb0,FUN_005f0cb0,0.5911,6.65
0x53fd6f,D3DAppISetErrorString,Global,0x2ba660,0x6ba660,FUN_006ba660,0.5448,7.94
0x53fd6f,D3DAppISetErrorString,Global,0x2ef8c0,0x6ef8c0,FUN_006ef8c0,0.5352,7.94
0x53fd6f,D3DAppISetErrorString,Global,0x30ead0,0x70ead0,FUN_0070ead0,0.5352,7.94
0x53fd6f,D3DAppISetErrorString,Global,0x2e7ea0,0x6e7ea0,FUN_006e7ea0,0.5352,7.94
0x53fd6f,D3DAppISetErrorString,Global,0x2e7c70,0x6e7c70,FUN_006e7c70,0.5352,7.94
0x542fcd,D3D_Clear,Global,0x3c6c0,0x43c6c0,FUN_0043c6c0,0.6601,10.89
0x542fcd,D3D_Clear,Global,0x285560,0x685560,FUN_00685560,0.6622,10.89
0x542fcd,D3D_Clear,Global,0x285580,0x685580,FUN_00685580,0.6601,10.89
0x542fcd,D3D_Clear,Global,0x286230,0x686230,FUN_00686230,0.6622,10.89
0x542fcd,D3D_Clear,Global,0x3c710,0x43c710,FUN_0043c710,0.6123,9.33
0x54068d,D3D_DEBUG_systemWarning,Global,0x16fcb0,0x56fcb0,FUN_0056fcb0,0.5216,8.53
0x54068d,D3D_DEBUG_systemWarning,Global,0x16b2d0,0x56b2d0,FUN_0056b2d0,0.5423,7.36
0x542afd,D3D_Get_DC,Global,0x3c6e0,0x43c6e0,FUN_0043c6e0,0.5493,10.80
0x542afd,D3D_Get_DC,Global,0x1d4f60,0x5d4f60,FUN_005d4f60,0.5493,10.80
0x542afd,D3D_Get_DC,Global,0x2864f0,0x6864f0,FUN_006864f0,0.5493,10.80
0x542afd,D3D_Get_DC,Global,0x364f30,0x764f30,FUN_00764f30,0.5493,10.80
0x542fae,D3D_Unlock_Buffer,Global,0x1d4ee0,0x5d4ee0,FUN_005d4ee0,0.5338,8.10
0x542fae,D3D_Unlock_Buffer,Global,0xdfbb0,0x4dfbb0,FUN_004dfbb0,0.5338,8.10
0x542fae,D3D_Unlock_Buffer,Global,0x9b380,0x49b380,FUN_0049b380,0.5338,8.10
0x542fae,D3D_Unlock_Buffer,Global,0x1c5a10,0x5c5a10,FUN_005c5a10,0.5338,8.10
0x542fae,D3D_Unlock_Buffer,Global,0xafe80,0x4afe80,FUN_004afe80,0.5329,8.09
0x54747c,DEBUG_monoMessage,Global,0x3cf980,0x7cf980,FUN_007cf980,0.5016,16.47
0x54747c,DEBUG_monoMessage,Global,0x30830,0x430830,FUN_00430830,0.5303,15.27
0x54747c,DEBUG_monoMessage,Global,0x307f0,0x4307f0,FUN_004307f0,0.5849,13.50
0x54747c,DEBUG_monoMessage,Global,0x42b858,0x82b858,FUN_0082b858,0.5814,13.50
0x54747c,DEBUG_monoMessage,Global,0x2be280,0x6be280,length,0.6122,13.43
0x547573,DEBUG_printf,Global,0x3d6370,0x7d6370,FUN_007d6370,0.6050,27.05
0x4dc7f2,DMessage,Global,0x16fcb0,0x56fcb0,FUN_0056fcb0,0.5639,10.03
0x5081a4,DR_AI_Init,Global,0x28f7b0,0x68f7b0,FUN_0068f7b0,0.5710,39.85
0x480a9d,DSDisable,Global,0x4dca0,0x44dca0,FUN_0044dca0,0.7204,15.53
0x480a9d,DSDisable,Global,0x49c60,0x449c60,FUN_00449c60,0.7204,15.53
0x480a9d,DSDisable,Global,0x4dc60,0x44dc60,FUN_0044dc60,0.6855,14.67
0x480a9d,DSDisable,Global,0x2ac570,0x6ac570,FUN_006ac570,0.5885,11.00
0x480a9d,DSDisable,Global,0x285ea0,0x685ea0,FUN_00685ea0,0.5609,10.96
0x480f7e,DSParseWaveResource,Global,0x3c9d0,0x43c9d0,FUN_0043c9d0,0.7576,84.09
0x418318,Damage,Global,0x3173a0,0x7173a0,FUN_007173a0,0.8473,14.08
0x418318,Damage,Global,0x328510,0x728510,FUN_00728510,0.8473,14.08
0x45f93d,Damage,Global,0x1cb1c0,0x5cb1c0,FUN_005cb1c0,0.5375,15.84
0x45f93d,Damage,Global,0x1cab80,0x5cab80,FUN_005cab80,0.5867,13.49
0x45f93d,Damage,Global,0x1ce150,0x5ce150,FUN_005ce150,0.6198,11.93
0x52d029,Simulate,DayWrecker,0xb0460,0x4b0460,FUN_004b0460,0.6092,40.26
0x52d10f,`scalar_deleting_destructor',DayWrecker,0x404f30,0x804f30,FUN_00804f30,0.6490,12.30
0x52d10f,`scalar_deleting_destructor',DayWrecker,0x10d030,0x50d030,FUN_0050d030,0.6490,12.30
0x52d10f,`scalar_deleting_destructor',DayWrecker,0x41bae0,0x81bae0,FUN_0081bae0,0.6490,12.30
0x52d10f,`scalar_deleting_destructor',DayWrecker,0x30270,0x430270,FUN_00430270,0.6490,12.30
0x52d10f,`scalar_deleting_destructor',DayWrecker,0x8e920,0x48e920,FUN_0048e920,0.6490,12.30
0x52d595,Build,DayWreckerClass,0x3fe2a0,0x7fe2a0,FUN_007fe2a0,0.5717,11.73
0x52d595,Build,DayWreckerClass,0x43d8ce,0x83d8ce,Facet_Register,0.5218,11.33
0x52d595,Build,DayWreckerClass,0xdfa20,0x4dfa20,FUN_004dfa20,0.5369,10.95
0x52d595,Build,DayWreckerClass,0x1c5870,0x5c5870,FUN_005c5870,0.5177,10.45
0x52d595,Build,DayWreckerClass,0x9b2d0,0x49b2d0,FUN_0049b2d0,0.5005,10.00
0x52d5bb,BuildClass,DayWreckerClass,0xdfa20,0x4dfa20,FUN_004dfa20,0.5131,11.20
0x52d5bb,BuildClass,DayWreckerClass,0x3fe2a0,0x7fe2a0,FUN_007fe2a0,0.5464,10.94
0x52d3a9,DayWreckerClass,DayWreckerClass,0xb0a00,0x4b0a00,FUN_004b0a00,0.7543,16.45
0x52d3a9,DayWreckerClass,DayWreckerClass,0x81220,0x481220,FUN_00481220,0.7394,15.18
0x52d3a9,DayWreckerClass,DayWreckerClass,0xe7f60,0x4e7f60,FUN_004e7f60,0.6871,14.15
0x52d3a9,DayWreckerClass,DayWreckerClass,0x2f7400,0x6f7400,CManualAccessor,0.7515,13.03
0x52d3a9,DayWreckerClass,DayWreckerClass,0x79f50,0x479f50,FUN_00479f50,0.7116,12.58
0x52d3ec,`scalar_deleting_destructor',DayWreckerClass,0x404f30,0x804f30,FUN_00804f30,0.6490,12.30
0x52d3ec,`scalar_deleting_destructor',DayWreckerClass,0x10d030,0x50d030,FUN_0050d030,0.6490,12.30
0x52d3ec,`scalar_deleting_destructor',DayWreckerClass,0x41bae0,0x81bae0,FUN_0081bae0,0.6490,12.30
0x52d3ec,`scalar_deleting_destructor',DayWreckerClass,0x30270,0x430270,FUN_00430270,0.6490,12.30
0x52d3ec,`scalar_deleting_destructor',DayWreckerClass,0x8e920,0x48e920,FUN_0048e920,0.6490,12.30
0x4168c5,DebugPrint,Global,0x41e710,0x81e710,FUN_0081e710,0.5934,19.22
0x4168c5,DebugPrint,Global,0x3d6c70,0x7d6c70,FUN_007d6c70,0.5325,16.87
0x4168c5,DebugPrint,Global,0x3d6b70,0x7d6b70,FUN_007d6b70,0.5325,16.87
0x4168c5,DebugPrint,Global,0x3d6a70,0x7d6a70,FUN_007d6a70,0.5325,16.87
0x4168c5,DebugPrint,Global,0x41e0c0,0x81e0c0,FUN_0081e0c0,0.5069,15.68
0x50e93c,Debug_Fclose,Global,0x1cd130,0x5cd130,FUN_005cd130,0.5225,11.06
0x50e93c,Debug_Fclose,Global,0x433fb5,0x833fb5,FUN_00833fb5,0.5058,8.02
0x50e9df,Debug_Strdup,Global,0x307f0,0x4307f0,FUN_004307f0,0.5650,13.74
0x50e9df,Debug_Strdup,Global,0x2be280,0x6be280,length,0.5309,11.78
0x50e9df,Debug_Strdup,Global,0x42b858,0x82b858,FUN_0082b858,0.5042,11.74
0x47bc91,DecVar,Global,0x364f30,0x764f30,FUN_00764f30,0.5522,10.80
0x47bc91,DecVar,Global,0x3c6e0,0x43c6e0,FUN_0043c6e0,0.5522,10.80
0x47bc91,DecVar,Global,0x1d4f60,0x5d4f60,FUN_005d4f60,0.5522,10.80
0x47bc91,DecVar,Global,0x2864f0,0x6864f0,FUN_006864f0,0.5522,10.80
0x47bc91,DecVar,Global,0x286230,0x686230,FUN_00686230,0.5274,5.95
0x45fed5,Defend,Global,0x1ce5d0,0x5ce5d0,FUN_005ce5d0,0.7570,14.78
0x45fed5,Defend,Global,0x1cbd40,0x5cbd40,FUN_005cbd40,0.7570,14.78
0x45fed5,Defend,Global,0x1cbc80,0x5cbc80,FUN_005cbc80,0.7570,14.78
0x45fed5,Defend,Global,0x1cdb20,0x5cdb20,FUN_005cdb20,0.7570,14.78
0x45fed5,Defend,Global,0x1757d0,0x5757d0,FUN_005757d0,0.7479,14.30
0x45ff0d,Defend2,Global,0x1ce680,0x5ce680,FUN_005ce680,0.7570,14.78
0x45ff0d,Defend2,Global,0x1cbce0,0x5cbce0,FUN_005cbce0,0.7570,14.78
0x45ff0d,Defend2,Global,0x1cc280,0x5cc280,FUN_005cc280,0.7570,14.78
0x45ff0d,Defend2,Global,0x1cbc20,0x5cbc20,FUN_005cbc20,0.7570,14.78
0x45ff0d,Defend2,Global,0x1cb820,0x5cb820,FUN_005cb820,0.7570,14.78
0x410e41,`scalar_deleting_destructor',DefendTask,0x404f30,0x804f30,FUN_00804f30,0.6490,12.30
0x410e41,`scalar_deleting_destructor',DefendTask,0x10d030,0x50d030,FUN_0050d030,0.6490,12.30
0x410e41,`scalar_deleting_destructor',DefendTask,0x41bae0,0x81bae0,FUN_0081bae0,0.6490,12.30
0x410e41,`scalar_deleting_destructor',DefendTask,0x30270,0x430270,FUN_00430270,0.6490,12.30
0x410e41,`scalar_deleting_destructor',DefendTask,0x8e920,0x48e920,FUN_0048e920,0.6490,12.30
0x4716da,DeleteCBQueueItem,Global,0x22e710,0x62e710,FUN_0062e710,0.5373,10.67
0x4716da,DeleteCBQueueItem,Global,0x175810,0x575810,FUN_00575810,0.5152,10.50
0x4716da,DeleteCBQueueItem,Global,0x3d540,0x43d540,FUN_0043d540,0.5341,10.43
0x4716da,DeleteCBQueueItem,Global,0x306420,0x706420,FUN_00706420,0.5117,10.30
0x4716da,DeleteCBQueueItem,Global,0x3388e0,0x7388e0,FUN_007388e0,0.5117,10.30
0x474951,DeleteCollisionEntity,Global,0x42d30,0x442d30,FUN_00442d30,0.7058,49.74
0x473542,DeleteCollisionHandler,Global,0x42e10,0x442e10,FUN_00442e10,0.8981,22.96
0x47574c,DeleteFloorHandler,Global,0x44eb0,0x444eb0,FUN_00444eb0,1.0000,20.36
0x47574c,DeleteFloorHandler,Global,0x421a80,0x821a80,FUN_00821a80,0.6297,9.51
0x47574c,DeleteFloorHandler,Global,0x424030,0x824030,FUN_00824030,0.6297,9.51
0x4e9ab1,DeleteFromObjlist,Global,0x22c100,0x62c100,FUN_0062c100,1.0000,33.86
0x4e9ab1,DeleteFromObjlist,Global,0x44f20,0x444f20,FUN_00444f20,0.6470,18.60
0x4e9ab1,DeleteFromObjlist,Global,0x22bb50,0x62bb50,FUN_0062bb50,0.5039,11.58
0x481f38,DeleteGASObject,Global,0x3bbf0,0x43bbf0,FUN_0043bbf0,0.7313,23.00
0x583252,DeleteWrapper,Global,0x4245a0,0x8245a0,FUN_008245a0,0.9768,29.66
0x41114d,Setup,DemoMission,0xb1ec0,0x4b1ec0,FUN_004b1ec0,0.8570,19.90
0x41114d,Setup,DemoMission,0x1491b0,0x5491b0,FUN_005491b0,0.7593,14.58
0x41114d,Setup,DemoMission,0x15cf50,0x55cf50,FUN_0055cf50,0.7220,12.95
0x41114d,Setup,DemoMission,0x18760,0x418760,FUN_00418760,0.6277,12.80
0x41114d,Setup,DemoMission,0x18c930,0x58c930,FUN_0058c930,0.6013,12.11
0x4111c1,`scalar_deleting_destructor',DemoMission,0x41daf0,0x81daf0,FUN_0081daf0,0.5011,9.15
0x4111c1,`scalar_deleting_destructor',DemoMission,0x165f0,0x4165f0,FUN_004165f0,0.5011,9.15
0x4111c1,`scalar_deleting_destructor',DemoMission,0x166d0,0x4166d0,FUN_004166d0,0.5011,9.15
0x4111c1,`scalar_deleting_destructor',DemoMission,0x16910,0x416910,FUN_00416910,0.5011,9.15
0x4111c1,`scalar_deleting_destructor',DemoMission,0x18ec0,0x418ec0,FUN_00418ec0,0.5011,9.15
0x410fcf,Matches,DemoMissionClass,0xb1740,0x4b1740,FUN_004b1740,0.6067,51.51
0x410fcf,Matches,DemoMissionClass,0x5c5e0,0x45c5e0,FUN_0045c5e0,0.6679,41.95
0x410fcf,Matches,DemoMissionClass,0x2998c0,0x6998c0,FUN_006998c0,0.5332,36.03
0x410fcf,Matches,DemoMissionClass,0x184d0,0x4184d0,FUN_004184d0,0.5240,35.26
