legacy_va,legacy_name,legacy_namespace,target_rva,target_va,target_name,similarity,significance
0x4598ed,RecyclerEnemy,RecyclerEnemy,0x1b4de0,0x5b4de0,FUN_005b4de0,0.5554,11.37
0x4598ed,RecyclerEnemy,RecyclerEnemy,0x9bc40,0x49bc40,FUN_0049bc40,0.5554,11.37
0x4598ed,RecyclerEnemy,RecyclerEnemy,0x1e2480,0x5e2480,FUN_005e2480,0.5554,11.37
0x4598ed,RecyclerEnemy,RecyclerEnemy,0x79ba0,0x479ba0,FUN_00479ba0,0.5554,11.37
0x45913a,Save,RecyclerEnemy,0x1b4f40,0x5b4f40,FUN_005b4f40,0.7252,33.18
0x45913a,Save,RecyclerEnemy,0x5c2a0,0x45c2a0,FUN_0045c2a0,0.7432,31.48
0x45913a,Save,RecyclerEnemy,0x6f940,0x46f940,FUN_0046f940,0.6085,26.48
0x45913a,Save,RecyclerEnemy,0x208fe0,0x608fe0,FUN_00608fe0,0.5540,20.07
0x45913a,Save,RecyclerEnemy,0x617b0,0x4617b0,FUN_004617b0,0.5120,16.81
0x4599db,`scalar_deleting_destructor',RecyclerEnemy,0x404f30,0x804f30,FUN_00804f30,0.6490,12.30
0x4599db,`scalar_deleting_destructor',RecyclerEnemy,0x10d030,0x50d030,FUN_0050d030,0.6490,12.30
0x4599db,`scalar_deleting_destructor',RecyclerEnemy,0x41bae0,0x81bae0,FUN_0081bae0,0.6490,12.30
0x4599db,`scalar_deleting_destructor',RecyclerEnemy,0x30270,0x430270,FUN_00430270,0.6490,12.30
0x4599db,`scalar_deleting_destructor',RecyclerEnemy,0x8e920,0x48e920,FUN_0048e920,0.6490,12.30
0x458fa7,Load,RecyclerFriend,0x1b4b80,0x5b4b80,FUN_005b4b80,0.7438,36.35
0x458fa7,Load,RecyclerFriend,0x1b4e50,0x5b4e50,FUN_005b4e50,0.7438,36.35
0x458fa7,Load,RecyclerFriend,0x5c160,0x45c160,FUN_0045c160,0.5336,28.02
0x458fa7,Load,RecyclerFriend,0x6f840,0x46f840,FUN_0046f840,0.5528,23.67
0x459025,Save,RecyclerFriend,0x1b4f40,0x5b4f40,FUN_005b4f40,0.7252,33.18
0x459025,Save,RecyclerFriend,0x5c2a0,0x45c2a0,FUN_0045c2a0,0.7432,31.48
0x459025,Save,RecyclerFriend,0x6f940,0x46f940,FUN_0046f940,0.6085,26.48
0x459025,Save,RecyclerFriend,0x208fe0,0x608fe0,FUN_00608fe0,0.5540,20.07
0x459025,Save,RecyclerFriend,0x617b0,0x4617b0,FUN_004617b0,0.5120,16.81
0x4599a9,`scalar_deleting_destructor',RecyclerFriend,0x404f30,0x804f30,FUN_00804f30,0.6490,12.30
0x4599a9,`scalar_deleting_destructor',RecyclerFriend,0x10d030,0x50d030,FUN_0050d030,0.6490,12.30
0x4599a9,`scalar_deleting_destructor',RecyclerFriend,0x41bae0,0x81bae0,FUN_0081bae0,0.6490,12.30
0x4599a9,`scalar_deleting_destructor',RecyclerFriend,0x30270,0x430270,FUN_00430270,0.6490,12.30
0x4599a9,`scalar_deleting_destructor',RecyclerFriend,0x8e920,0x48e920,FUN_0048e920,0.6490,12.30
0x458f59,CleanWait,RecyclerProcess,0x71860,0x471860,FUN_00471860,1.0000,20.34
0x458f59,CleanWait,RecyclerProcess,0x75050,0x475050,FUN_00475050,1.0000,20.34
0x458f59,CleanWait,RecyclerProcess,0x1b4980,0x5b4980,FUN_005b4980,1.0000,20.34
0x458f59,CleanWait,RecyclerProcess,0x1fb720,0x5fb720,FUN_005fb720,0.9504,18.81
0x458f59,CleanWait,RecyclerProcess,0x9ee10,0x49ee10,FUN_0049ee10,0.8143,16.71
0x4595bc,DoState,RecyclerProcess,0x74860,0x474860,FUN_00474860,0.5318,89.68
0x4595bc,DoState,RecyclerProcess,0x1b41d0,0x5b41d0,FUN_005b41d0,0.5055,85.85
0x458f6f,DoWait,RecyclerProcess,0x750a0,0x4750a0,FUN_004750a0,0.5776,20.13
0x458f6f,DoWait,RecyclerProcess,0x1b49d0,0x5b49d0,FUN_005b49d0,0.5776,20.13
0x458f6f,DoWait,RecyclerProcess,0x1fb450,0x5fb450,FUN_005fb450,0.5776,20.13
0x458af5,Init,RecyclerProcess,0x1b32e0,0x5b32e0,FUN_005b32e0,0.6794,17.83
0x458af5,Init,RecyclerProcess,0x1da1e0,0x5da1e0,FUN_005da1e0,0.5115,11.89
0x458af5,Init,RecyclerProcess,0x18760,0x418760,FUN_00418760,0.5648,11.38
0x458af5,Init,RecyclerProcess,0x182b60,0x582b60,FUN_00582b60,0.5097,11.36
0x458af5,Init,RecyclerProcess,0x29d940,0x69d940,FUN_0069d940,0.5393,10.02
0x459408,InitState,RecyclerProcess,0x1b3cb0,0x5b3cb0,FUN_005b3cb0,0.5862,81.32
0x458b3a,Load,RecyclerProcess,0x1b4b80,0x5b4b80,FUN_005b4b80,0.5236,29.43
0x458b3a,Load,RecyclerProcess,0x1b4e50,0x5b4e50,FUN_005b4e50,0.5236,29.43
0x458c58,PostLoad,RecyclerProcess,0x73e20,0x473e20,FUN_00473e20,0.5591,11.68
0x458c58,PostLoad,RecyclerProcess,0xdce20,0x4dce20,FUN_004dce20,0.5344,9.30
0x458ab9,RecyclerProcess,RecyclerProcess,0x1b31c0,0x5b31c0,FUN_005b31c0,0.7539,18.21
0x458ab9,RecyclerProcess,RecyclerProcess,0x1f9350,0x5f9350,FUN_005f9350,0.7096,17.14
0x458ab9,RecyclerProcess,RecyclerProcess,0x73960,0x473960,FUN_00473960,0.7872,17.09
0x458ab9,RecyclerProcess,RecyclerProcess,0x1da1e0,0x5da1e0,FUN_005da1e0,0.6762,15.65
0x458ab9,RecyclerProcess,RecyclerProcess,0x182b60,0x582b60,FUN_00582b60,0.6816,15.20
0x458c75,Save,RecyclerProcess,0xcdb40,0x4cdb40,FUN_004cdb40,0.5691,32.34
0x458c75,Save,RecyclerProcess,0x1aff90,0x5aff90,FUN_005aff90,0.5387,31.58
0x458c75,Save,RecyclerProcess,0x6f940,0x46f940,FUN_0046f940,0.5024,21.84
0x45991a,`scalar_deleting_destructor',RecyclerProcess,0x404f30,0x804f30,FUN_00804f30,0.6490,12.30
0x45991a,`scalar_deleting_destructor',RecyclerProcess,0x10d030,0x50d030,FUN_0050d030,0.6490,12.30
0x45991a,`scalar_deleting_destructor',RecyclerProcess,0x41bae0,0x81bae0,FUN_0081bae0,0.6490,12.30
0x45991a,`scalar_deleting_destructor',RecyclerProcess,0x30270,0x430270,FUN_00430270,0.6490,12.30
0x45991a,`scalar_deleting_destructor',RecyclerProcess,0x8e920,0x48e920,FUN_0048e920,0.6490,12.30
0x475229,ReferenceFrame,Global,0x4b8d0,0x44b8d0,FUN_0044b8d0,0.5517,28.33
0x4b2b8c,ReleaseSelection,Global,0x16f860,0x56f860,FUN_0056f860,0.5104,8.96
0x4b2b8c,ReleaseSelection,Global,0x1982c0,0x5982c0,FUN_005982c0,0.5104,8.96
0x4b2b8c,ReleaseSelection,Global,0xee890,0x4ee890,FUN_004ee890,0.5091,7.72
0x544f14,ReleaseTLExecuteBuffer,Global,0x3c790,0x43c790,FUN_0043c790,0.5200,19.83
0x537920,RemoteDetonator,RemoteDetonator,0x1ab2c0,0x5ab2c0,FUN_005ab2c0,0.7127,14.54
0x537920,RemoteDetonator,RemoteDetonator,0x260c60,0x660c60,FUN_00660c60,0.7646,14.26
0x537920,RemoteDetonator,RemoteDetonator,0xe7320,0x4e7320,FUN_004e7320,0.7427,13.16
0x537920,RemoteDetonator,RemoteDetonator,0x7ff00,0x47ff00,FUN_0047ff00,0.7427,13.16
0x537920,RemoteDetonator,RemoteDetonator,0xe7370,0x4e7370,FUN_004e7370,0.7337,13.16
0x537b3e,Simulate,RemoteDetonator,0x1b8ff0,0x5b8ff0,FUN_005b8ff0,0.5440,97.03
0x537d74,`scalar_deleting_destructor',RemoteDetonator,0x404f30,0x804f30,FUN_00804f30,0.6490,12.30
0x537d74,`scalar_deleting_destructor',RemoteDetonator,0x10d030,0x50d030,FUN_0050d030,0.6490,12.30
0x537d74,`scalar_deleting_destructor',RemoteDetonator,0x41bae0,0x81bae0,FUN_0081bae0,0.6490,12.30
0x537d74,`scalar_deleting_destructor',RemoteDetonator,0x30270,0x430270,FUN_00430270,0.6490,12.30
0x537d74,`scalar_deleting_destructor',RemoteDetonator,0x8e920,0x48e920,FUN_0048e920,0.6490,12.30
0x537b02,Build,RemoteDetonatorClass,0x3fe2a0,0x7fe2a0,FUN_007fe2a0,0.5717,11.73
0x537b02,Build,RemoteDetonatorClass,0x43d8ce,0x83d8ce,Facet_Register,0.5218,11.33
0x537b02,Build,RemoteDetonatorClass,0xdfa20,0x4dfa20,FUN_004dfa20,0.5369,10.95
0x537b02,Build,RemoteDetonatorClass,0x1c5870,0x5c5870,FUN_005c5870,0.5177,10.45
0x537b02,Build,RemoteDetonatorClass,0x9b2d0,0x49b2d0,FUN_0049b2d0,0.5005,10.00
0x537ad8,BuildClass,RemoteDetonatorClass,0xdfa20,0x4dfa20,FUN_004dfa20,0.5131,11.20
0x537ad8,BuildClass,RemoteDetonatorClass,0x3fe2a0,0x7fe2a0,FUN_007fe2a0,0.5464,10.94
0x5378ec,RemoteDetonatorClass,RemoteDetonatorClass,0x1c3220,0x5c3220,FUN_005c3220,0.7073,13.19
0x5378ec,RemoteDetonatorClass,RemoteDetonatorClass,0x2a2900,0x6a2900,FUN_006a2900,0.6671,11.95
0x5378ec,RemoteDetonatorClass,RemoteDetonatorClass,0x2143d0,0x6143d0,FUN_006143d0,0.5884,11.25
0x5378ec,RemoteDetonatorClass,RemoteDetonatorClass,0x9d850,0x49d850,FUN_0049d850,0.5944,11.25
0x5378ec,RemoteDetonatorClass,RemoteDetonatorClass,0xf1310,0x4f1310,FUN_004f1310,0.5944,11.25
0x537a2f,`scalar_deleting_destructor',RemoteDetonatorClass,0x41daf0,0x81daf0,FUN_0081daf0,0.5011,9.15
0x537a2f,`scalar_deleting_destructor',RemoteDetonatorClass,0x165f0,0x4165f0,FUN_004165f0,0.5011,9.15
0x537a2f,`scalar_deleting_destructor',RemoteDetonatorClass,0x166d0,0x4166d0,FUN_004166d0,0.5011,9.15
0x537a2f,`scalar_deleting_destructor',RemoteDetonatorClass,0x16910,0x416910,FUN_00416910,0.5011,9.15
0x537a2f,`scalar_deleting_destructor',RemoteDetonatorClass,0x18ec0,0x418ec0,FUN_00418ec0,0.5011,9.15
0x45eca9,RemoveObject,Global,0x1cab80,0x5cab80,FUN_005cab80,0.5727,13.25
0x45eca9,RemoveObject,Global,0x1ce150,0x5ce150,FUN_005ce150,0.5939,11.96
0x45eca9,RemoveObject,Global,0x1c9cc0,0x5c9cc0,FUN_005c9cc0,0.5154,11.49
0x45eca9,RemoveObject,Global,0x1cd980,0x5cd980,FUN_005cd980,0.5154,11.49
0x45eca9,RemoveObject,Global,0x1c9ec0,0x5c9ec0,FUN_005c9ec0,0.5154,11.49
0x4606bd,RemovePilotAI,Global,0x1ccdd0,0x5ccdd0,FUN_005ccdd0,0.7908,29.19
0x4606bd,RemovePilotAI,Global,0x1ccd70,0x5ccd70,FUN_005ccd70,0.7908,29.19
0x4606bd,RemovePilotAI,Global,0x1caec0,0x5caec0,FUN_005caec0,0.7361,27.93
0x4606bd,RemovePilotAI,Global,0x1caf20,0x5caf20,FUN_005caf20,0.6642,23.32
0x4606bd,RemovePilotAI,Global,0x1ccd00,0x5ccd00,FUN_005ccd00,0.6642,23.32
0x4f896b,Remove_Light_Source,Global,0x28a2d0,0x68a2d0,FUN_0068a2d0,0.5432,23.48
0x4f896b,Remove_Light_Source,Global,0x21a000,0x61a000,FUN_0061a000,0.6099,22.83
0x524115,Render_Single_Entity,Global,0x22c240,0x62c240,FUN_0062c240,0.5598,12.64
0x524115,Render_Single_Entity,Global,0x9deb0,0x49deb0,FUN_0049deb0,0.5027,10.65
0x4acf94,`scalar_deleting_destructor',RepairDepot,0x404f30,0x804f30,FUN_00804f30,0.6490,12.30
0x4acf94,`scalar_deleting_destructor',RepairDepot,0x10d030,0x50d030,FUN_0050d030,0.6490,12.30
0x4acf94,`scalar_deleting_destructor',RepairDepot,0x41bae0,0x81bae0,FUN_0081bae0,0.6490,12.30
0x4acf94,`scalar_deleting_destructor',RepairDepot,0x30270,0x430270,FUN_00430270,0.6490,12.30
0x4acf94,`scalar_deleting_destructor',RepairDepot,0x8e920,0x48e920,FUN_0048e920,0.6490,12.30
0x4ad18e,Build,RepairDepotClass,0x3fe2a0,0x7fe2a0,FUN_007fe2a0,0.5717,11.73
0x4ad18e,Build,RepairDepotClass,0x43d8ce,0x83d8ce,Facet_Register,0.5218,11.33
0x4ad18e,Build,RepairDepotClass,0xdfa20,0x4dfa20,FUN_004dfa20,0.5369,10.95
0x4ad18e,Build,RepairDepotClass,0x1c5870,0x5c5870,FUN_005c5870,0.5177,10.45
0x4ad18e,Build,RepairDepotClass,0x9b2d0,0x49b2d0,FUN_0049b2d0,0.5005,10.00
0x4ad2fb,BuildClass,RepairDepotClass,0xdfa20,0x4dfa20,FUN_004dfa20,0.5131,11.20
0x4ad2fb,BuildClass,RepairDepotClass,0x3fe2a0,0x7fe2a0,FUN_007fe2a0,0.5464,10.94
0x4ad1b4,RepairDepotClass,RepairDepotClass,0x1dd850,0x5dd850,FUN_005dd850,0.7698,16.92
0x4ad1b4,RepairDepotClass,RepairDepotClass,0x1b9830,0x5b9830,FUN_005b9830,0.7698,16.92
0x4ad1b4,RepairDepotClass,RepairDepotClass,0x8f860,0x48f860,FUN_0048f860,0.7105,15.86
0x4ad1b4,RepairDepotClass,RepairDepotClass,0x908a0,0x4908a0,FUN_004908a0,0.6387,13.85
0x4ad1b4,RepairDepotClass,RepairDepotClass,0x1edab0,0x5edab0,FUN_005edab0,0.6161,13.11
0x4ad21f,`scalar_deleting_destructor',RepairDepotClass,0x41daf0,0x81daf0,FUN_0081daf0,0.5011,9.15
0x4ad21f,`scalar_deleting_destructor',RepairDepotClass,0x165f0,0x4165f0,FUN_004165f0,0.5011,9.15
0x4ad21f,`scalar_deleting_destructor',RepairDepotClass,0x166d0,0x4166d0,FUN_004166d0,0.5011,9.15
0x4ad21f,`scalar_deleting_destructor',RepairDepotClass,0x16910,0x416910,FUN_00416910,0.5011,9.15
0x4ad21f,`scalar_deleting_destructor',RepairDepotClass,0x18ec0,0x418ec0,FUN_00418ec0,0.5011,9.15
0x45b5e7,InitState,RescueTask,0x1b9d40,0x5b9d40,FUN_005b9d40,0.5792,15.17
0x45b5b4,RescueTask,RescueTask,0x2143d0,0x6143d0,FUN_006143d0,0.5013,10.05
0x45b5b4,RescueTask,RescueTask,0x9d850,0x49d850,FUN_0049d850,0.5065,10.05
0x45b5b4,RescueTask,RescueTask,0x1b2fd0,0x5b2fd0,FUN_005b2fd0,0.5065,10.05
0x45b5b4,RescueTask,RescueTask,0xcbce0,0x4cbce0,FUN_004cbce0,0.5065,10.05
0x45b5b4,RescueTask,RescueTask,0xf1310,0x4f1310,FUN_004f1310,0.5065,10.05
0x45b938,`scalar_deleting_destructor',RescueTask,0x404f30,0x804f30,FUN_00804f30,0.6490,12.30
0x45b938,`scalar_deleting_destructor',RescueTask,0x10d030,0x50d030,FUN_0050d030,0.6490,12.30
0x45b938,`scalar_deleting_destructor',RescueTask,0x41bae0,0x81bae0,FUN_0081bae0,0.6490,12.30
0x45b938,`scalar_deleting_destructor',RescueTask,0x30270,0x430270,FUN_00430270,0.6490,12.30
0x45b938,`scalar_deleting_destructor',RescueTask,0x8e920,0x48e920,FUN_0048e920,0.6490,12.30
0x582052,Resume,Global,0x422ab0,0x822ab0,FUN_00822ab0,1.0000,21.46
0x582052,Resume,Global,0x18c220,0x58c220,FUN_0058c220,0.5872,10.93
0x582052,Resume,Global,0xafe80,0x4afe80,FUN_004afe80,0.6782,10.13
0x582052,Resume,Global,0x34470,0x434470,FUN_00434470,0.6782,10.13
0x582052,Resume,Global,0x1c5a10,0x5c5a10,FUN_005c5a10,0.5596,8.16
0x4d88b4,DeleteObject,Reticle,0x358ac0,0x758ac0,FUN_00758ac0,0.9693,15.68
0x4d88b4,DeleteObject,Reticle,0x1ac90,0x41ac90,FUN_0041ac90,0.9693,15.68
0x4d88b4,DeleteObject,Reticle,0x1ba530,0x5ba530,FUN_005ba530,0.9693,15.68
0x4d88b4,DeleteObject,Reticle,0x187750,0x587750,FUN_00587750,0.9104,13.96
0x4d88b4,DeleteObject,Reticle,0x1ddd50,0x5ddd50,FUN_005ddd50,0.8646,12.72
0x4d886a,PreLoad,Reticle,0x1ba190,0x5ba190,FUN_005ba190,1.0000,24.62
0x4d886a,PreLoad,Reticle,0x9c390,0x49c390,FUN_0049c390,0.7430,16.89
0x4d886a,PreLoad,Reticle,0x231aa0,0x631aa0,FUN_00631aa0,0.6316,15.03
0x4d886a,PreLoad,Reticle,0x1c6c60,0x5c6c60,FUN_005c6c60,0.6329,14.55
0x4d886a,PreLoad,Reticle,0x979a0,0x4979a0,FUN_004979a0,0.6970,13.51
0x418a67,Retreat,Global,0x104860,0x504860,FUN_00504860,1.0000,33.32
0x418a67,Retreat,Global,0x1049b0,0x5049b0,FUN_005049b0,0.5554,17.15
0x418a67,Retreat,Global,0x105290,0x505290,FUN_00505290,0.5263,16.34
0x410b4c,`scalar_deleting_destructor',RigEnemy,0x404f30,0x804f30,FUN_00804f30,0.6490,12.30
0x410b4c,`scalar_deleting_destructor',RigEnemy,0x10d030,0x50d030,FUN_0050d030,0.6490,12.30
0x410b4c,`scalar_deleting_destructor',RigEnemy,0x41bae0,0x81bae0,FUN_0081bae0,0.6490,12.30
0x410b4c,`scalar_deleting_destructor',RigEnemy,0x30270,0x430270,FUN_00430270,0.6490,12.30
0x410b4c,`scalar_deleting_destructor',RigEnemy,0x8e920,0x48e920,FUN_0048e920,0.6490,12.30
0x410b1a,`scalar_deleting_destructor',RigFriend,0x404f30,0x804f30,FUN_00804f30,0.6490,12.30
0x410b1a,`scalar_deleting_destructor',RigFriend,0x10d030,0x50d030,FUN_0050d030,0.6490,12.30
0x410b1a,`scalar_deleting_destructor',RigFriend,0x41bae0,0x81bae0,FUN_0081bae0,0.6490,12.30
0x410b1a,`scalar_deleting_destructor',RigFriend,0x30270,0x430270,FUN_00430270,0.6490,12.30
0x410b1a,`scalar_deleting_destructor',RigFriend,0x8e920,0x48e920,FUN_0048e920,0.6490,12.30
0x4103b4,ChangeState,RigProcess,0x9deb0,0x49deb0,FUN_0049deb0,0.5238,14.64
0x410587,CleanUState1,RigProcess,0x9e9f0,0x49e9f0,FUN_0049e9f0,0.5772,15.30
0x410587,CleanUState1,RigProcess,0x1fb720,0x5fb720,FUN_005fb720,0.6714,14.35
0x410587,CleanUState1,RigProcess,0x3c990,0x43c990,FUN_0043c990,0.5688,13.40
0x410587,CleanUState1,RigProcess,0x75050,0x475050,FUN_00475050,0.6828,13.18
0x410587,CleanUState1,RigProcess,0x1b4980,0x5b4980,FUN_005b4980,0.6828,13.18
0x410695,CleanUState2,RigProcess,0x3ba270,0x7ba270,FUN_007ba270,1.0000,23.70
0x410695,CleanUState2,RigProcess,0x3c18b0,0x7c18b0,FUN_007c18b0,1.0000,23.70
0x410695,CleanUState2,RigProcess,0x38e5f0,0x78e5f0,FUN_0078e5f0,0.7559,17.93
0x410695,CleanUState2,RigProcess,0x9ee10,0x49ee10,FUN_0049ee10,0.7891,17.06
0x410695,CleanUState2,RigProcess,0x1fb720,0x5fb720,FUN_005fb720,0.7697,16.76
0x4105a4,DoUState1,RigProcess,0x9ea50,0x49ea50,FUN_0049ea50,0.6422,28.07
0x4106b3,DoUState2,RigProcess,0x1b6e60,0x5b6e60,FUN_005b6e60,0.6660,20.55
0x4106b3,DoUState2,RigProcess,0x9ee70,0x49ee70,FUN_0049ee70,0.6660,20.55
0x4106b3,DoUState2,RigProcess,0x1f7910,0x5f7910,FUN_005f7910,0.6916,19.46
0x4106b3,DoUState2,RigProcess,0x1fc8f0,0x5fc8f0,FUN_005fc8f0,0.5803,17.13
0x4106b3,DoUState2,RigProcess,0x71800,0x471800,FUN_00471800,0.5803,17.13
0x410798,`scalar_deleting_destructor',RigProcess,0x404f30,0x804f30,FUN_00804f30,0.6490,12.30
0x410798,`scalar_deleting_destructor',RigProcess,0x10d030,0x50d030,FUN_0050d030,0.6490,12.30
0x410798,`scalar_deleting_destructor',RigProcess,0x41bae0,0x81bae0,FUN_0081bae0,0.6490,12.30
0x410798,`scalar_deleting_destructor',RigProcess,0x30270,0x430270,FUN_00430270,0.6490,12.30
0x410798,`scalar_deleting_destructor',RigProcess,0x8e920,0x48e920,FUN_0048e920,0.6490,12.30
0x4049d2,RightVector,Global,0xfef60,0x4fef60,FUN_004fef60,1.0000,17.52
0x4049d2,RightVector,Global,0x3d7110,0x7d7110,FUN_007d7110,0.8650,15.47
0x4049d2,RightVector,Global,0x33a740,0x73a740,FUN_0073a740,0.8650,15.47
0x4049d2,RightVector,Global,0x2dcb0,0x42dcb0,FUN_0042dcb0,0.8650,15.47
0x4049d2,RightVector,Global,0x39d80,0x439d80,FUN_00439d80,0.7473,13.09
0x537e76,Cleanup,Rocket,0x1bd010,0x5bd010,FUN_005bd010,0.6521,9.19
0x537e76,Cleanup,Rocket,0x1b1d60,0x5b1d60,FUN_005b1d60,0.5814,8.44
0x537e53,Init,Rocket,0x1bcfc0,0x5bcfc0,FUN_005bcfc0,0.6952,11.80
0x537e53,Init,Rocket,0xd2730,0x4d2730,FUN_004d2730,0.5311,10.25
0x537e8d,`scalar_deleting_destructor',Rocket,0x41daf0,0x81daf0,FUN_0081daf0,0.5011,9.15
0x537e8d,`scalar_deleting_destructor',Rocket,0x165f0,0x4165f0,FUN_004165f0,0.5011,9.15
0x537e8d,`scalar_deleting_destructor',Rocket,0x166d0,0x4166d0,FUN_004166d0,0.5011,9.15
0x537e8d,`scalar_deleting_destructor',Rocket,0x16910,0x416910,FUN_00416910,0.5011,9.15
0x537e8d,`scalar_deleting_destructor',Rocket,0x18ec0,0x418ec0,FUN_00418ec0,0.5011,9.15
0x538546,Build,RocketClass,0x3fe2a0,0x7fe2a0,FUN_007fe2a0,0.5717,11.73
0x538546,Build,RocketClass,0x43d8ce,0x83d8ce,Facet_Register,0.5218,11.33
0x538546,Build,RocketClass,0xdfa20,0x4dfa20,FUN_004dfa20,0.5369,10.95
0x538546,Build,RocketClass,0x1c5870,0x5c5870,FUN_005c5870,0.5177,10.45
0x538546,Build,RocketClass,0x9b2d0,0x49b2d0,FUN_0049b2d0,0.5005,10.00
0x5387e1,BuildClass,RocketClass,0xdfa20,0x4dfa20,FUN_004dfa20,0.5131,11.20
0x5387e1,BuildClass,RocketClass,0x3fe2a0,0x7fe2a0,FUN_007fe2a0,0.5464,10.94
0x5384ae,RocketClass,RocketClass,0x1ce870,0x5ce870,FUN_005ce870,0.5288,14.23
0x5384ae,RocketClass,RocketClass,0x1be1b0,0x5be1b0,FUN_005be1b0,0.5583,13.13
0x5384ae,RocketClass,RocketClass,0x1d15b0,0x5d15b0,FUN_005d15b0,0.6142,13.09
0x5384ae,RocketClass,RocketClass,0x208b80,0x608b80,FUN_00608b80,0.6097,12.82
0x5384ae,RocketClass,RocketClass,0x2aa230,0x6aa230,FUN_006aa230,0.5941,12.39
0x53856c,`scalar_deleting_destructor',RocketClass,0x41daf0,0x81daf0,FUN_0081daf0,0.5011,9.15
0x53856c,`scalar_deleting_destructor',RocketClass,0x165f0,0x4165f0,FUN_004165f0,0.5011,9.15
0x53856c,`scalar_deleting_destructor',RocketClass,0x166d0,0x4166d0,FUN_004166d0,0.5011,9.15
0x53856c,`scalar_deleting_destructor',RocketClass,0x16910,0x416910,FUN_00416910,0.5011,9.15
0x53856c,`scalar_deleting_destructor',RocketClass,0x18ec0,0x418ec0,FUN_00418ec0,0.5011,9.15
0x47057d,InitState,RocketTankAttack,0x1b9d40,0x5b9d40,FUN_005b9d40,0.5034,12.32
0x470533,RocketTankAttack,RocketTankAttack,0x366140,0x766140,FUN_00766140,0.7076,13.79
0x470533,RocketTankAttack,RocketTankAttack,0x111690,0x511690,FUN_00511690,0.7076,13.79
0x470533,RocketTankAttack,RocketTankAttack,0x214c60,0x614c60,FUN_00614c60,0.7008,13.79
0x470533,RocketTankAttack,RocketTankAttack,0xf2720,0x4f2720,FUN_004f2720,0.7076,13.79
0x470533,RocketTankAttack,RocketTankAttack,0x6d500,0x46d500,FUN_0046d500,0.7076,13.79
0x470e19,`scalar_deleting_destructor',RocketTankAttack,0x404f30,0x804f30,FUN_00804f30,0.6490,12.30
0x470e19,`scalar_deleting_destructor',RocketTankAttack,0x10d030,0x50d030,FUN_0050d030,0.6490,12.30
0x470e19,`scalar_deleting_destructor',RocketTankAttack,0x41bae0,0x81bae0,FUN_0081bae0,0.6490,12.30
0x470e19,`scalar_deleting_destructor',RocketTankAttack,0x30270,0x430270,FUN_00430270,0.6490,12.30
0x470e19,`scalar_deleting_destructor',RocketTankAttack,0x8e920,0x48e920,FUN_0048e920,0.6490,12.30
0x470b57,`scalar_deleting_destructor',RocketTankEnemy,0x404f30,0x804f30,FUN_00804f30,0.6490,12.30
0x470b57,`scalar_deleting_destructor',RocketTankEnemy,0x10d030,0x50d030,FUN_0050d030,0.6490,12.30
0x470b57,`scalar_deleting_destructor',RocketTankEnemy,0x41bae0,0x81bae0,FUN_0081bae0,0.6490,12.30
0x470b57,`scalar_deleting_destructor',RocketTankEnemy,0x30270,0x430270,FUN_00430270,0.6490,12.30
0x470b57,`scalar_deleting_destructor',RocketTankEnemy,0x8e920,0x48e920,FUN_0048e920,0.6490,12.30
0x470b25,`scalar_deleting_destructor',RocketTankFriend,0x404f30,0x804f30,FUN_00804f30,0.6490,12.30
0x470b25,`scalar_deleting_destructor',RocketTankFriend,0x10d030,0x50d030,FUN_0050d030,0.6490,12.30
0x470b25,`scalar_deleting_destructor',RocketTankFriend,0x41bae0,0x81bae0,FUN_0081bae0,0.6490,12.30
0x470b25,`scalar_deleting_destructor',RocketTankFriend,0x30270,0x430270,FUN_00430270,0.6490,12.30
0x470b25,`scalar_deleting_destructor',RocketTankFriend,0x8e920,0x48e920,FUN_0048e920,0.6490,12.30
0x47049a,CleanAttack,RocketTankProcess,0x71860,0x471860,FUN_00471860,1.0000,20.34
0x47049a,CleanAttack,RocketTankProcess,0x75050,0x475050,FUN_00475050,1.0000,20.34
0x47049a,CleanAttack,RocketTankProcess,0x1b4980,0x5b4980,FUN_005b4980,1.0000,20.34
0x47049a,CleanAttack,RocketTankProcess,0x1fb720,0x5fb720,FUN_005fb720,0.9504,18.81
0x47049a,CleanAttack,RocketTankProcess,0x9ee10,0x49ee10,FUN_0049ee10,0.8143,16.71
0x4704cd,`scalar_deleting_destructor',RocketTankProcess,0x404f30,0x804f30,FUN_00804f30,0.6490,12.30
0x4704cd,`scalar_deleting_destructor',RocketTankProcess,0x10d030,0x50d030,FUN_0050d030,0.6490,12.30
0x4704cd,`scalar_deleting_destructor',RocketTankProcess,0x41bae0,0x81bae0,FUN_0081bae0,0.6490,12.30
0x4704cd,`scalar_deleting_destructor',RocketTankProcess,0x30270,0x430270,FUN_00430270,0.6490,12.30
0x4704cd,`scalar_deleting_destructor',RocketTankProcess,0x8e920,0x48e920,FUN_0048e920,0.6490,12.30
0x4f8a37,Rotate_Sunlight,Global,0x28a150,0x68a150,FUN_0068a150,0.5383,24.11
0x4b0eef,CreateObject,RtimeClass,0x172c00,0x572c00,FUN_00572c00,0.6744,10.70
0x4b0eef,CreateObject,RtimeClass,0x2aad90,0x6aad90,FUN_006aad90,0.6744,10.70
0x4b0eef,CreateObject,RtimeClass,0x3550e0,0x7550e0,FUN_007550e0,0.6744,10.70
