legacy_name,legacy_namespace,legacy_entry_va,legacy_entry_rva,legacy_signature,redux_current_name,redux_entry_va,redux_entry_rva,redux_signature,score,next_score,margin,confidence,methods,redux_static_prologue,legacy_body_size,redux_body_size,shared_strings,shared_constants,string_score,constant_score,identifier_score,shingle_score,body_size_score,text_size_score,legacy_decomp,redux_decomp,bsim_agreement,combined_confidence,bsim_redux_rva,bsim_redux_va,bsim_target_name,bsim_similarity,bsim_significance,bsim_rank2_rva,bsim_rank2_similarity,bsim_target_fanin
ScavengerProcess,ScavengerProcess,0x0045c9b8,,,FUN_004bc140,,0xbc140,,0.7514,,,,bsim,,,,,,,,,,,,,,bsim_only,low,0xbc140,0x4bc140,FUN_004bc140,0.7514,12.04,0x2f7400,0.7279,0
FlagDisplay,FlagDisplay,0x004ce5c0,,,FUN_004bc140,,0xbc140,,0.7514,,,,bsim,,,,,,,,,,,,,,bsim_only,low,0xbc140,0x4bc140,FUN_004bc140,0.7514,12.04,0x2f7400,0.7279,0
"pair<std::_Tree<std::_Tmap_traits<GameObject_*,Area,std::less<GameObject_*>,std::allocator<std::pair<GameObject_*_const,Area>_>,0>_>::iterator,bool>","std::pair<std::_Tree<std::_Tmap_traits<GameObject_*,Area,std::less<GameObject_*>,std::allocator<std::pair<GameObject_*_const,Area>_>,0>_>::iterator,bool>",0x00405fac,,,FUN_00721260,,0x321260,,0.6281,,,,bsim,,,,,,,,,,,,,,bsim_only,low,0x321260,0x721260,FUN_00721260,0.6281,12.03,0x31d2a0,0.6692,0
"pair<std::_Tree<std::_Tset_traits<ShortPath::OpenList::OpenNode,ShortPath::OpenList::OpenNodeLT,std::allocator<ShortPath::OpenList::OpenNode>,1>_>::iterator,bool>","std::pair<std::_Tree<std::_Tset_traits<ShortPath::OpenList::OpenNode,ShortPath::OpenList::OpenNodeLT,std::allocator<ShortPath::OpenList::OpenNode>,1>_>::iterator,bool>",0x00461d9c,,,FUN_00721260,,0x321260,,0.6281,,,,bsim,,,,,,,,,,,,,,bsim_only,low,0x321260,0x721260,FUN_00721260,0.6281,12.03,0x31d2a0,0.6692,0
"pair<std::list<std::pair<unsigned_long_const_,unsigned_long>,std::allocator<std::pair<unsigned_long_const_,unsigned_long>_>_>::_Iterator<1>,bool>","std::pair<std::list<std::pair<unsigned_long_const_,unsigned_long>,std::allocator<std::pair<unsigned_long_const_,unsigned_long>_>_>::_Iterator<1>,bool>",0x0048a80a,,,FUN_00721260,,0x321260,,0.6281,,,,bsim,,,,,,,,,,,,,,bsim_only,low,0x321260,0x721260,FUN_00721260,0.6281,12.03,0x31d2a0,0.6692,0
"pair<std::list<std::pair<unsigned_long_const_,float>,std::allocator<std::pair<unsigned_long_const_,float>_>_>::_Iterator<1>,bool>","std::pair<std::list<std::pair<unsigned_long_const_,float>,std::allocator<std::pair<unsigned_long_const_,float>_>_>::_Iterator<1>,bool>",0x0048a826,,,FUN_00721260,,0x321260,,0.6281,,,,bsim,,,,,,,,,,,,,,bsim_only,low,0x321260,0x721260,FUN_00721260,0.6281,12.03,0x31d2a0,0.6692,0
"pair<std::_Tree<std::_Tmap_traits<unsigned_long,DistributedObject_*,std::less<unsigned_long>,std::allocator<std::pair<unsigned_long_const_,DistributedObject_*>_>,0>_>::iterator,bool>","std::pair<std::_Tree<std::_Tmap_traits<unsigned_long,DistributedObject_*,std::less<unsigned_long>,std::allocator<std::pair<unsigned_long_const_,DistributedObject_*>_>,0>_>::iterator,bool>",0x0048a842,,,FUN_00721260,,0x321260,,0.6281,,,,bsim,,,,,,,,,,,,,,bsim_only,low,0x321260,0x721260,FUN_00721260,0.6281,12.03,0x31d2a0,0.6692,0
Cleanup,DistributedObject,0x0048f59a,,,FUN_00788f40,,0x388f40,,0.7356,,,,bsim,,,,,,,,,,,,,,bsim_only,low,0x388f40,0x788f40,FUN_00788f40,0.7356,12.03,,,0
"pair<std::list<std::pair<unsigned_int_const_,ParameterDB::FileData_*>,std::allocator<std::pair<unsigned_int_const_,ParameterDB::FileData_*>_>_>::_Iterator<1>,bool>","std::pair<std::list<std::pair<unsigned_int_const_,ParameterDB::FileData_*>,std::allocator<std::pair<unsigned_int_const_,ParameterDB::FileData_*>_>_>::_Iterator<1>,bool>",0x004a0816,,,FUN_00721260,,0x321260,,0.6281,,,,bsim,,,,,,,,,,,,,,bsim_only,low,0x321260,0x721260,FUN_00721260,0.6281,12.03,0x31d2a0,0.6692,0
"pair<std::list<std::pair<unsigned_int_const_,stdext::hash_map<unsigned_int,char_const_*,stdext::hash_compare<unsigned_int,std::less<unsigned_int>_>,std::allocator<std::pair<unsigned_int_const_,char_const_*>_>_>_>,std::allocator<std::pair<unsigned_int_const_,stdext::hash_map<unsigned_int,char_const_*,stdext::hash_compare<unsigned_int,std::less<unsigned_int>_>,std::allocator<std::pair<unsigned_int_const_,char_const_*>_>_>_>_>_>::_Iterator<1>,bool>","std::pair<std::list<std::pair<unsigned_int_const_,stdext::hash_map<unsigned_int,char_const_*,stdext::hash_compare<unsigned_int,std::less<unsigned_int>_>,std::allocator<std::pair<unsigned_int_const_,char_const_*>_>_>_>,std::allocator<std::pair<unsigned_int_const_,stdext::hash_map<unsigned_int,char_const_*,stdext::hash_compare<unsigned_int,std::less<unsigned_int>_>,std::allocator<std::pair<unsigned_int_const_,char_const_*>_>_>_>_>_>::_Iterator<1>,bool>",0x004a0832,,,FUN_00721260,,0x321260,,0.6281,,,,bsim,,,,,,,,,,,,,,bsim_only,low,0x321260,0x721260,FUN_00721260,0.6281,12.03,0x31d2a0,0.6692,0
"pair<std::list<std::pair<unsigned_int_const_,char_const_*>,std::allocator<std::pair<unsigned_int_const_,char_const_*>_>_>::_Iterator<1>,bool>","std::pair<std::list<std::pair<unsigned_int_const_,char_const_*>,std::allocator<std::pair<unsigned_int_const_,char_const_*>_>_>::_Iterator<1>,bool>",0x004a084e,,,FUN_00721260,,0x321260,,0.6281,,,,bsim,,,,,,,,,,,,,,bsim_only,low,0x321260,0x721260,FUN_00721260,0.6281,12.03,0x31d2a0,0.6692,0
"pair<std::_Tree<std::_Tmap_traits<unsigned_short,NetPlayer_*,std::less<unsigned_short>,std::allocator<std::pair<unsigned_short_const_,NetPlayer_*>_>,0>_>::iterator,bool>","std::pair<std::_Tree<std::_Tmap_traits<unsigned_short,NetPlayer_*,std::less<unsigned_short>,std::allocator<std::pair<unsigned_short_const_,NetPlayer_*>_>,0>_>::iterator,bool>",0x004e1088,,,FUN_00721260,,0x321260,,0.6281,,,,bsim,,,,,,,,,,,,,,bsim_only,low,0x321260,0x721260,FUN_00721260,0.6281,12.03,0x31d2a0,0.6692,0
"pair<std::_Tree<std::_Tmap_traits<std::pair<unsigned_short,unsigned_short>,Ordnance_*,std::less<std::pair<unsigned_short,unsigned_short>_>,std::allocator<std::pair<std::pair<unsigned_short,unsigned_short>_const_,Ordnance_*>_>,0>_>::iterator,bool>","std::pair<std::_Tree<std::_Tmap_traits<std::pair<unsigned_short,unsigned_short>,Ordnance_*,std::less<std::pair<unsigned_short,unsigned_short>_>,std::allocator<std::pair<std::pair<unsigned_short,unsigned_short>_const_,Ordnance_*>_>,0>_>::iterator,bool>",0x00532e81,,,FUN_00721260,,0x321260,,0.6281,,,,bsim,,,,,,,,,,,,,,bsim_only,low,0x321260,0x721260,FUN_00721260,0.6281,12.03,0x31d2a0,0.6692,0
VehicleSelectionUp,MapList,0x00556b6b,,,FUN_0043d540,,0x3d540,,0.7988,,,,bsim,,,,,,,,,,,,,,bsim_only,low,0x3d540,0x43d540,FUN_0043d540,0.7988,12.03,0x43b57b,0.6936,0
VehicleSelectionDown,MapList,0x00556b82,,,FUN_0043d540,,0x3d540,,0.7988,,,,bsim,,,,,,,,,,,,,,bsim_only,low,0x3d540,0x43d540,FUN_0043d540,0.7988,12.03,0x43b57b,0.6936,0
test_then_block,Global,0x005c4f27,,,FUN_0083b690,,0x43b690,,0.6953,,,,bsim,,,,,,,,,,,,,,bsim_only,low,0x43b690,0x83b690,FUN_0083b690,0.6953,11.99,0x2f5bf0,0.5058,0
Apply_2D_View,Global,0x0047b48e,,,FUN_006a6090,,0x2a6090,,0.6035,,,,bsim,,,,,,,,,,,,,,bsim_only,low,0x2a6090,0x6a6090,FUN_006a6090,0.6035,11.98,0x2a6030,0.6035,0
funcname,Global,0x005c50f1,,,FUN_0083a68b,,0x43a68b,,0.5028,,,,bsim,,,,,,,,,,,,,,bsim_only,low,0x43a68b,0x83a68b,FUN_0083a68b,0.5028,11.97,,,0
IsFull,Scavenger,0x004599fe,,,FUN_0046ff40,,0x6ff40,,0.7807,,,,bsim,,,,,,,,,,,,,,bsim_only,low,0x6ff40,0x46ff40,FUN_0046ff40,0.7807,11.96,,,1
GetHandle,GameObject,0x004059f1,,,FUN_00462380,,0x62380,,0.6123,,,,bsim,,,,,,,,,,,,,,bsim_only,low,0x62380,0x462380,FUN_00462380,0.6123,11.87,0x42b7d7,0.5825,0
GetCurAmmo,Global,0x00460806,,,FUN_005ce150,,0x1ce150,,0.5613,,,,bsim,,,,,,,,,,,,,,bsim_only,low,0x1ce150,0x5ce150,FUN_005ce150,0.5613,11.87,,,0
GetMaxAmmo,Global,0x00460826,,,FUN_005ce150,,0x1ce150,,0.5613,,,,bsim,,,,,,,,,,,,,,bsim_only,low,0x1ce150,0x5ce150,FUN_005ce150,0.5613,11.87,,,0
Crater,Crater,0x00489ef1,,,FUN_0049c940,,0x9c940,,0.6388,,,,bsim,,,,,,,,,,,,,,bsim_only,low,0x9c940,0x49c940,FUN_0049c940,0.6388,11.87,0x1a3a60,0.7033,0
NetUtil_ReduceVector,Global,0x004e32dc,,,FUN_006259c0,,0x2259c0,,0.5311,,,,bsim,,,,,,,,,,,,,,bsim_only,low,0x2259c0,0x6259c0,FUN_006259c0,0.5311,11.87,,,0
BuildingVehicle,Global,0x0051632b,,,FUN_006a07e0,,0x2a07e0,,0.5839,,,,bsim,,,,,,,,,,,,,,bsim_only,low,0x2a07e0,0x6a07e0,FUN_006a07e0,0.5839,11.87,0x299180,0.5329,0
pop_back,"std::vector<Strip_*,std::allocator<Strip_*>_>",0x00451510,,,FUN_0049b7f0,,0x9b7f0,,0.5472,,,,bsim,,,,,,,,,,,,,,bsim_only,low,0x9b7f0,0x49b7f0,FUN_0049b7f0,0.5472,11.86,0x3cb500,0.5755,0
pop_back,"std::vector<GameObjectClass_*,std::allocator<GameObjectClass_*>_>",0x004997d5,,,FUN_0049b7f0,,0x9b7f0,,0.5472,,,,bsim,,,,,,,,,,,,,,bsim_only,low,0x9b7f0,0x49b7f0,FUN_0049b7f0,0.5472,11.86,0x3cb500,0.5755,0
pop_back,"std::vector<ScorePlayer_*,std::allocator<ScorePlayer_*>_>",0x004e4c73,,,FUN_0049b7f0,,0x9b7f0,,0.5472,,,,bsim,,,,,,,,,,,,,,bsim_only,low,0x9b7f0,0x49b7f0,FUN_0049b7f0,0.5472,11.86,0x3cb500,0.5755,0
pop_back,"std::vector<ObjectClassInfo_*,std::allocator<ObjectClassInfo_*>_>",0x00518e14,,,FUN_0049b7f0,,0x9b7f0,,0.5472,,,,bsim,,,,,,,,,,,,,,bsim_only,low,0x9b7f0,0x49b7f0,FUN_0049b7f0,0.5472,11.86,0x3cb500,0.5755,0
pop_back,"std::vector<GridPoint,std::allocator<GridPoint>_>",0x0051994d,,,FUN_0049b7f0,,0x9b7f0,,0.5472,,,,bsim,,,,,,,,,,,,,,bsim_only,low,0x9b7f0,0x49b7f0,FUN_0049b7f0,0.5472,11.86,0x3cb500,0.5755,0
pop_back,"std::vector<ExplosionClass_*,std::allocator<ExplosionClass_*>_>",0x0052eddf,,,FUN_0049b7f0,,0x9b7f0,,0.5472,,,,bsim,,,,,,,,,,,,,,bsim_only,low,0x9b7f0,0x49b7f0,FUN_0049b7f0,0.5472,11.86,0x3cb500,0.5755,0
pop_back,"std::vector<OrdnanceClass_*,std::allocator<OrdnanceClass_*>_>",0x00535418,,,FUN_0049b7f0,,0x9b7f0,,0.5472,,,,bsim,,,,,,,,,,,,,,bsim_only,low,0x9b7f0,0x49b7f0,FUN_0049b7f0,0.5472,11.86,0x3cb500,0.5755,0
pop_back,"std::vector<WeaponClass_*,std::allocator<WeaponClass_*>_>",0x0053ee1c,,,FUN_0049b7f0,,0x9b7f0,,0.5472,,,,bsim,,,,,,,,,,,,,,bsim_only,low,0x9b7f0,0x49b7f0,FUN_0049b7f0,0.5472,11.86,0x3cb500,0.5755,0
pop_back,"std::vector<Session_*,std::allocator<Session_*>_>",0x0055825f,,,FUN_0049b7f0,,0x9b7f0,,0.5472,,,,bsim,,,,,,,,,,,,,,bsim_only,low,0x9b7f0,0x49b7f0,FUN_0049b7f0,0.5472,11.86,0x3cb500,0.5755,0
pop_back,"std::vector<Player_*,std::allocator<Player_*>_>",0x005582d6,,,FUN_0049b7f0,,0x9b7f0,,0.5472,,,,bsim,,,,,,,,,,,,,,bsim_only,low,0x9b7f0,0x49b7f0,FUN_0049b7f0,0.5472,11.86,0x3cb500,0.5755,0
pop_back,"std::vector<PortData_*,std::allocator<PortData_*>_>",0x00558325,,,FUN_0049b7f0,,0x9b7f0,,0.5472,,,,bsim,,,,,,,,,,,,,,bsim_only,low,0x9b7f0,0x49b7f0,FUN_0049b7f0,0.5472,11.86,0x3cb500,0.5755,0
pop_back,"std::vector<Server_*,std::allocator<Server_*>_>",0x00558536,,,FUN_0049b7f0,,0x9b7f0,,0.5472,,,,bsim,,,,,,,,,,,,,,bsim_only,low,0x9b7f0,0x49b7f0,FUN_0049b7f0,0.5472,11.86,0x3cb500,0.5755,0
Crater_Create,Global,0x00489fd9,,,FUN_00572380,,0x172380,,0.5266,,,,bsim,,,,,,,,,,,,,,bsim_only,low,0x172380,0x572380,FUN_00572380,0.5266,11.85,,,0
TurretAttack,TurretAttack,0x004675d2,,,FUN_005c1d90,,0x1c1d90,,0.5578,,,,bsim,,,,,,,,,,,,,,bsim_only,low,0x1c1d90,0x5c1d90,FUN_005c1d90,0.5578,11.83,0x6fcf0,0.5295,0
StopSteam,Geizer,0x0049a43b,,,FUN_005b1d30,,0x1b1d30,,0.7149,,,,bsim,,,,,,,,,,,,,,bsim_only,low,0x1b1d30,0x5b1d30,FUN_005b1d30,0.7149,11.81,,,0
IsBuilding,Global,0x0040ed47,,,FUN_00614520,,0x214520,,0.5088,,,,bsim,,,,,,,,,,,,,,bsim_only,low,0x214520,0x614520,FUN_00614520,0.5088,11.80,0x1b9d40,0.5023,0
InitialFrames,Global,0x0047a511,,,FUN_006aa170,,0x2aa170,,0.5994,,,,bsim,,,,,,,,,,,,,,bsim_only,low,0x2aa170,0x6aa170,FUN_006aa170,0.5994,11.80,,,0
Init,BounceBomb,0x0052b594,,,FUN_005bcfc0,,0x1bcfc0,,0.6952,,,,bsim,,,,,,,,,,,,,,bsim_only,low,0x1bcfc0,0x5bcfc0,FUN_005bcfc0,0.6952,11.80,0xd2730,0.5311,0
Init,Grenade,0x0052fddc,,,FUN_005bcfc0,,0x1bcfc0,,0.6952,,,,bsim,,,,,,,,,,,,,,bsim_only,low,0x1bcfc0,0x5bcfc0,FUN_005bcfc0,0.6952,11.80,0xd2730,0.5311,0
Init,Rocket,0x00537e53,,,FUN_005bcfc0,,0x1bcfc0,,0.6952,,,,bsim,,,,,,,,,,,,,,bsim_only,low,0x1bcfc0,0x5bcfc0,FUN_005bcfc0,0.6952,11.80,0xd2730,0.5311,0
IsEnabled,ModeList,0x004c3e97,,,FUN_0049f230,,0x9f230,,0.7402,,,,bsim,,,,,,,,,,,,,,bsim_only,low,0x9f230,0x49f230,FUN_0049f230,0.7402,11.78,0x1a3870,0.5213,0
CreateWorldMap,EditTerrain,0x004ccc8c,,,FUN_004c1c10,,0xc1c10,,0.6897,,,,bsim,,,,,,,,,,,,,,bsim_only,low,0xc1c10,0x4c1c10,FUN_004c1c10,0.6897,11.78,0x43a00,0.6110,0
Scores_Show,Global,0x004e3e92,,,FUN_00627d90,,0x227d90,,0.5119,,,,bsim,,,,,,,,,,,,,,bsim_only,low,0x227d90,0x627d90,FUN_00627d90,0.5119,11.78,,,0
Mono_PageDown,Global,0x0054d5fd,,,FUN_0058c220,,0x18c220,,0.6149,,,,bsim,,,,,,,,,,,,,,bsim_only,low,0x18c220,0x58c220,FUN_0058c220,0.6149,11.78,0x422ab0,0.5634,1
_vi_gpsy_free,Global,0x005a2c60,,,FUN_0067d090,,0x27d090,,0.6895,,,,bsim,,,,,,,,,,,,,,bsim_only,low,0x27d090,0x67d090,FUN_0067d090,0.6895,11.78,0x267000,0.5264,0
_vi_psy_free,Global,0x005a2c90,,,FUN_0067d090,,0x27d090,,0.6895,,,,bsim,,,,,,,,,,,,,,bsim_only,low,0x27d090,0x67d090,FUN_0067d090,0.6895,11.78,0x267000,0.5264,0
mapping0_free_info,Global,0x005b01c0,,,FUN_0067d090,,0x27d090,,0.6895,,,,bsim,,,,,,,,,,,,,,bsim_only,low,0x27d090,0x67d090,FUN_0067d090,0.6895,11.78,0x267000,0.5264,0
res0_free_info,Global,0x005b14b0,,,FUN_0067d090,,0x27d090,,0.6895,,,,bsim,,,,,,,,,,,,,,bsim_only,low,0x27d090,0x67d090,FUN_0067d090,0.6895,11.78,0x267000,0.5264,0
floor1_free_info,Global,0x005b28e0,,,FUN_0067d090,,0x27d090,,0.6895,,,,bsim,,,,,,,,,,,,,,bsim_only,low,0x27d090,0x67d090,FUN_0067d090,0.6895,11.78,0x267000,0.5264,0
floor1_free_look,Global,0x005b2910,,,FUN_0067d090,,0x27d090,,0.6895,,,,bsim,,,,,,,,,,,,,,bsim_only,low,0x27d090,0x67d090,FUN_0067d090,0.6895,11.78,0x267000,0.5264,0
floor0_free_info,Global,0x005b4b70,,,FUN_0067d090,,0x27d090,,0.6895,,,,bsim,,,,,,,,,,,,,,bsim_only,low,0x27d090,0x67d090,FUN_0067d090,0.6895,11.78,0x267000,0.5264,0
getthread,Global,0x005bea80,,,FUN_008376b6,,0x4376b6,,0.5069,,,,bsim,,,,,,,,,,,,,,bsim_only,low,0x4376b6,0x8376b6,FUN_008376b6,0.5069,11.77,,,0
Change,PhoneNumberList,0x0055289b,,,FUN_004a8520,,0xa8520,,0.6264,,,,bsim,,,,,,,,,,,,,,bsim_only,low,0xa8520,0x4a8520,FUN_004a8520,0.6264,11.76,0x2e0f70,0.7279,0
~HoverCraft,HoverCraft,0x0049c3b1,,,FUN_005fb720,,0x1fb720,,0.5334,,,,bsim,,,,,,,,,,,,,,bsim_only,low,0x1fb720,0x5fb720,FUN_005fb720,0.5334,11.75,0x71860,0.5613,0
~SAV,SAV,0x004ad367,,,FUN_005fb720,,0x1fb720,,0.5334,,,,bsim,,,,,,,,,,,,,,bsim_only,low,0x1fb720,0x5fb720,FUN_005fb720,0.5334,11.75,0x71860,0.5613,0
~Wingman,Wingman,0x004b957c,,,FUN_005fb720,,0x1fb720,,0.5334,,,,bsim,,,,,,,,,,,,,,bsim_only,low,0x1fb720,0x5fb720,FUN_005fb720,0.5334,11.75,0x71860,0.5613,0
Build,AmmoPowerupClass,0x0047be74,,,FUN_007fe2a0,,0x3fe2a0,,0.5717,,,,bsim,,,,,,,,,,,,,,bsim_only,low,0x3fe2a0,0x7fe2a0,FUN_007fe2a0,0.5717,11.73,0x43d8ce,0.5218,0
Build,AnimBuildingClass,0x0047bf65,,,FUN_007fe2a0,,0x3fe2a0,,0.5717,,,,bsim,,,,,,,,,,,,,,bsim_only,low,0x3fe2a0,0x7fe2a0,FUN_007fe2a0,0.5717,11.73,0x43d8ce,0.5218,0
Build,APCClass,0x0047e78e,,,FUN_007fe2a0,,0x3fe2a0,,0.5717,,,,bsim,,,,,,,,,,,,,,bsim_only,low,0x3fe2a0,0x7fe2a0,FUN_007fe2a0,0.5717,11.73,0x43d8ce,0.5218,0
Build,ArmoryClass,0x0047f0a6,,,FUN_007fe2a0,,0x3fe2a0,,0.5717,,,,bsim,,,,,,,,,,,,,,bsim_only,low,0x3fe2a0,0x7fe2a0,FUN_007fe2a0,0.5717,11.73,0x43d8ce,0.5218,0
Build,ArtifactClass,0x0047f3ac,,,FUN_007fe2a0,,0x3fe2a0,,0.5717,,,,bsim,,,,,,,,,,,,,,bsim_only,low,0x3fe2a0,0x7fe2a0,FUN_007fe2a0,0.5717,11.73,0x43d8ce,0.5218,0
Build,BarracksClass,0x00482972,,,FUN_007fe2a0,,0x3fe2a0,,0.5717,,,,bsim,,,,,,,,,,,,,,bsim_only,low,0x3fe2a0,0x7fe2a0,FUN_007fe2a0,0.5717,11.73,0x43d8ce,0.5218,0
Build,BuildingClass,0x004835ce,,,FUN_007fe2a0,,0x3fe2a0,,0.5717,,,,bsim,,,,,,,,,,,,,,bsim_only,low,0x3fe2a0,0x7fe2a0,FUN_007fe2a0,0.5717,11.73,0x43d8ce,0.5218,0
Build,CameraPodClass,0x00484bdd,,,FUN_007fe2a0,,0x3fe2a0,,0.5717,,,,bsim,,,,,,,,,,,,,,bsim_only,low,0x3fe2a0,0x7fe2a0,FUN_007fe2a0,0.5717,11.73,0x43d8ce,0.5218,0
Build,CommTowerClass,0x004851db,,,FUN_007fe2a0,,0x3fe2a0,,0.5717,,,,bsim,,,,,,,,,,,,,,bsim_only,low,0x3fe2a0,0x7fe2a0,FUN_007fe2a0,0.5717,11.73,0x43d8ce,0.5218,0
Build,ConstructionRigClass,0x00485cac,,,FUN_007fe2a0,,0x3fe2a0,,0.5717,,,,bsim,,,,,,,,,,,,,,bsim_only,low,0x3fe2a0,0x7fe2a0,FUN_007fe2a0,0.5717,11.73,0x43d8ce,0.5218,0
Build,CraftClass,0x00489a90,,,FUN_007fe2a0,,0x3fe2a0,,0.5717,,,,bsim,,,,,,,,,,,,,,bsim_only,low,0x3fe2a0,0x7fe2a0,FUN_007fe2a0,0.5717,11.73,0x43d8ce,0.5218,0
Build,FactoryClass,0x00491abf,,,FUN_007fe2a0,,0x3fe2a0,,0.5717,,,,bsim,,,,,,,,,,,,,,bsim_only,low,0x3fe2a0,0x7fe2a0,FUN_007fe2a0,0.5717,11.73,0x43d8ce,0.5218,0
Build,GeizerClass,0x0049afac,,,FUN_007fe2a0,,0x3fe2a0,,0.5717,,,,bsim,,,,,,,,,,,,,,bsim_only,low,0x3fe2a0,0x7fe2a0,FUN_007fe2a0,0.5717,11.73,0x43d8ce,0.5218,0
Build,HealthPowerupClass,0x0049c2bd,,,FUN_007fe2a0,,0x3fe2a0,,0.5717,,,,bsim,,,,,,,,,,,,,,bsim_only,low,0x3fe2a0,0x7fe2a0,FUN_007fe2a0,0.5717,11.73,0x43d8ce,0.5218,0
Build,HoverCraftClass,0x0049f14d,,,FUN_007fe2a0,,0x3fe2a0,,0.5717,,,,bsim,,,,,,,,,,,,,,bsim_only,low,0x3fe2a0,0x7fe2a0,FUN_007fe2a0,0.5717,11.73,0x43d8ce,0.5218,0
Build,HowitzerClass,0x0049f987,,,FUN_007fe2a0,,0x3fe2a0,,0.5717,,,,bsim,,,,,,,,,,,,,,bsim_only,low,0x3fe2a0,0x7fe2a0,FUN_007fe2a0,0.5717,11.73,0x43d8ce,0.5218,0
Build,MinelayerClass,0x0049fd1e,,,FUN_007fe2a0,,0x3fe2a0,,0.5717,,,,bsim,,,,,,,,,,,,,,bsim_only,low,0x3fe2a0,0x7fe2a0,FUN_007fe2a0,0.5717,11.73,0x43d8ce,0.5218,0
Build,PersonClass,0x004a792d,,,FUN_007fe2a0,,0x3fe2a0,,0.5717,,,,bsim,,,,,,,,,,,,,,bsim_only,low,0x3fe2a0,0x7fe2a0,FUN_007fe2a0,0.5717,11.73,0x43d8ce,0.5218,0
Build,PowerPlantClass,0x004a8ab1,,,FUN_007fe2a0,,0x3fe2a0,,0.5717,,,,bsim,,,,,,,,,,,,,,bsim_only,low,0x3fe2a0,0x7fe2a0,FUN_007fe2a0,0.5717,11.73,0x43d8ce,0.5218,0
Build,PowerUpClass,0x004aa3c4,,,FUN_007fe2a0,,0x3fe2a0,,0.5717,,,,bsim,,,,,,,,,,,,,,bsim_only,low,0x3fe2a0,0x7fe2a0,FUN_007fe2a0,0.5717,11.73,0x43d8ce,0.5218,0
Build,ProducerClass,0x004aca29,,,FUN_007fe2a0,,0x3fe2a0,,0.5717,,,,bsim,,,,,,,,,,,,,,bsim_only,low,0x3fe2a0,0x7fe2a0,FUN_007fe2a0,0.5717,11.73,0x43d8ce,0.5218,0
Build,RecyclerClass,0x004acefa,,,FUN_007fe2a0,,0x3fe2a0,,0.5717,,,,bsim,,,,,,,,,,,,,,bsim_only,low,0x3fe2a0,0x7fe2a0,FUN_007fe2a0,0.5717,11.73,0x43d8ce,0.5218,0
Build,RepairDepotClass,0x004ad18e,,,FUN_007fe2a0,,0x3fe2a0,,0.5717,,,,bsim,,,,,,,,,,,,,,bsim_only,low,0x3fe2a0,0x7fe2a0,FUN_007fe2a0,0.5717,11.73,0x43d8ce,0.5218,0
Build,SAVClass,0x004ada06,,,FUN_007fe2a0,,0x3fe2a0,,0.5717,,,,bsim,,,,,,,,,,,,,,bsim_only,low,0x3fe2a0,0x7fe2a0,FUN_007fe2a0,0.5717,11.73,0x43d8ce,0.5218,0
Build,ScavengerClass,0x004af022,,,FUN_007fe2a0,,0x3fe2a0,,0.5717,,,,bsim,,,,,,,,,,,,,,bsim_only,low,0x3fe2a0,0x7fe2a0,FUN_007fe2a0,0.5717,11.73,0x43d8ce,0.5218,0
Build,ScrapClass,0x004af73b,,,FUN_007fe2a0,,0x3fe2a0,,0.5717,,,,bsim,,,,,,,,,,,,,,bsim_only,low,0x3fe2a0,0x7fe2a0,FUN_007fe2a0,0.5717,11.73,0x43d8ce,0.5218,0
Build,ScrapDropoffClass,0x004afa7e,,,FUN_007fe2a0,,0x3fe2a0,,0.5717,,,,bsim,,,,,,,,,,,,,,bsim_only,low,0x3fe2a0,0x7fe2a0,FUN_007fe2a0,0.5717,11.73,0x43d8ce,0.5218,0
Build,ScrapFieldClass,0x004afdfc,,,FUN_007fe2a0,,0x3fe2a0,,0.5717,,,,bsim,,,,,,,,,,,,,,bsim_only,low,0x3fe2a0,0x7fe2a0,FUN_007fe2a0,0.5717,11.73,0x43d8ce,0.5218,0
Build,ShieldTowerClass,0x004b05ce,,,FUN_007fe2a0,,0x3fe2a0,,0.5717,,,,bsim,,,,,,,,,,,,,,bsim_only,low,0x3fe2a0,0x7fe2a0,FUN_007fe2a0,0.5717,11.73,0x43d8ce,0.5218,0
Build,ScrapSiloClass,0x004b0975,,,FUN_007fe2a0,,0x3fe2a0,,0.5717,,,,bsim,,,,,,,,,,,,,,bsim_only,low,0x3fe2a0,0x7fe2a0,FUN_007fe2a0,0.5717,11.73,0x43d8ce,0.5218,0
Build,SpawnBuoyClass,0x004b144c,,,FUN_007fe2a0,,0x3fe2a0,,0.5717,,,,bsim,,,,,,,,,,,,,,bsim_only,low,0x3fe2a0,0x7fe2a0,FUN_007fe2a0,0.5717,11.73,0x43d8ce,0.5218,0
Build,SupplyDepotClass,0x004b1a58,,,FUN_007fe2a0,,0x3fe2a0,,0.5717,,,,bsim,,,,,,,,,,,,,,bsim_only,low,0x3fe2a0,0x7fe2a0,FUN_007fe2a0,0.5717,11.73,0x43d8ce,0.5218,0
Build,TugClass,0x004b3a81,,,FUN_007fe2a0,,0x3fe2a0,,0.5717,,,,bsim,,,,,,,,,,,,,,bsim_only,low,0x3fe2a0,0x7fe2a0,FUN_007fe2a0,0.5717,11.73,0x43d8ce,0.5218,0
Build,TurretCraftClass,0x004b4a47,,,FUN_007fe2a0,,0x3fe2a0,,0.5717,,,,bsim,,,,,,,,,,,,,,bsim_only,low,0x3fe2a0,0x7fe2a0,FUN_007fe2a0,0.5717,11.73,0x43d8ce,0.5218,0
