legacy_name,legacy_namespace,legacy_entry_va,legacy_entry_rva,legacy_signature,redux_current_name,redux_entry_va,redux_entry_rva,redux_signature,score,next_score,margin,confidence,methods,redux_static_prologue,legacy_body_size,redux_body_size,shared_strings,shared_constants,string_score,constant_score,identifier_score,shingle_score,body_size_score,text_size_score,legacy_decomp,redux_decomp,bsim_agreement,combined_confidence,bsim_redux_rva,bsim_redux_va,bsim_target_name,bsim_similarity,bsim_significance,bsim_rank2_rva,bsim_rank2_similarity,bsim_target_fanin
luaV_execute,Global,0x005bb3ae,0x001bb3ae,"void __cdecl luaV_execute(lua_State * param_1, int param_2)",FUN_00832183,0x00832183,0x00432183,undefined FUN_00832183(void),0.6797,0.0000,0.6797,medium,shared_strings;same_string_set;shared_constants;similar_body_size,,3381,3784,\'for\' initial value must be a number | \'for\' limit must be a number | \'for\' step must be a number | get length of,0x11 | 0x12 | 0x13 | 0x14 | 0x15 | 0x16 | 0x17 | 0x18 | 0x19 | 0x1a | 0x1b | 0x1c,1.0000,0.8810,0.2664,0.1273,0.8935,0.9988,reverse_engineering\decompilation_from_1.5_exe-pdb\clean_pdb_c\functions\005b\005bb3ae_luaV_execute.c,reverse_engineering\workshop\global_decompile\bzr_gog_best_effort\ghidrecomp\results\bins\battlezone98redux.exe-6777ca\decomps\FUN_00832183-00832183.c,exact,very_high,0x432183,0x832183,FUN_00832183,0.6170,585.68,,,0
Execute,Misn13Mission,0x00436963,0x00036963,void __thiscall Execute(Misn13Mission * this),FUN_005424c0,0x005424c0,0x001424c0,undefined FUN_005424c0(void),0.4903,0.0000,0.4903,low,shared_strings;same_string_set;shared_constants,,6191,10869,Drop Zone | artil_path1 | artil_point1 | artil_point2 | artil_point3 | artil_point4 | choke_point1 | misn13.aip,0x12c | 0x14 | 0x190 | 0x28 | 0x32 | 0x384 | 0x3c | 0x5 | 0x5f | 0x64 | 0x78 | 0x9,1.0000,0.1371,0.0943,0.0340,0.5696,0.9296,reverse_engineering\decompilation_from_1.5_exe-pdb\clean_pdb_c\functions\0043\00436963_Misn13Mission_Execute.c,reverse_engineering\workshop\global_decompile\bzr_gog_best_effort\ghidrecomp\results\bins\battlezone98redux.exe-6777ca\decomps\FUN_005424c0-005424c0.c,exact,very_high,0x1424c0,0x5424c0,FUN_005424c0,0.6772,534.47,,,0
Execute,Misn10Mission,0x0042f887,0x0002f887,void __thiscall Execute(Misn10Mission * this),FUN_00535270,0x00535270,0x00135270,undefined FUN_00535270(void),0.4924,0.0000,0.4924,low,shared_strings;same_string_set;shared_constants,,8260,15522,Alien Relic | CCA Base | Drop Zone | Relic Site | artil1_path | artil2_path | attack_path_central | attack_path_north,0x13 | 0x14 | 0x15 | 0x16 | 0x17 | 0x1e | 0x28 | 0x32 | 0x64 | 0x96 | 0xa | 0xc8,1.0000,0.1300,0.1180,0.0400,0.5321,0.9645,reverse_engineering\decompilation_from_1.5_exe-pdb\clean_pdb_c\functions\0042\0042f887_Misn10Mission_Execute.c,reverse_engineering\workshop\global_decompile\bzr_gog_best_effort\ghidrecomp\results\bins\battlezone98redux.exe-6777ca\decomps\FUN_00535270-00535270.c,exact,very_high,0x135270,0x535270,FUN_00535270,0.6763,427.49,,,0
Execute,Misns3Mission,0x00442ff2,0x00042ff2,void __thiscall Execute(Misns3Mission * this),FUN_00559e00,0x00559e00,0x00159e00,undefined FUN_00559e00(void),0.5270,0.0000,0.5270,medium,shared_strings;same_string_set;shared_constants,,4075,6431,Black Dog Outpost | Home Base | avfigh | avrecy | avrecy1_recycler | avtank | basenav | bdpath1,0x118 | 0x17c | 0x19a | 0x258 | 0x32 | 0x64 | 0x78 | 0xb4 | 0xc8,1.0000,0.1268,0.3475,0.0559,0.6336,0.9745,reverse_engineering\decompilation_from_1.5_exe-pdb\clean_pdb_c\functions\0044\00442ff2_Misns3Mission_Execute.c,reverse_engineering\workshop\global_decompile\bzr_gog_best_effort\ghidrecomp\results\bins\battlezone98redux.exe-6777ca\decomps\FUN_00559e00-00559e00.c,exact,very_high,0x159e00,0x559e00,FUN_00559e00,0.6629,332.26,,,0
llex,Global,0x005be041,0x001be041,"int __cdecl llex(LexState * param_1, SemInfo * param_2)",FUN_008389c5,0x008389c5,0x004389c5,undefined FUN_008389c5(void),0.7029,0.0000,0.7029,medium,shared_strings;same_string_set;shared_constants;similar_body_size,,1245,1267,invalid long string delimiter,0x116 | 0x118 | 0x119 | 0x11a | 0x11b | 0x11c | 0x11d | 0x11e | 0x11f | 0x22 | 0x27 | 0x2d,1.0000,0.8400,0.3766,0.1695,0.9826,0.9488,reverse_engineering\decompilation_from_1.5_exe-pdb\clean_pdb_c\functions\005b\005be041_llex.c,reverse_engineering\workshop\global_decompile\bzr_gog_best_effort\ghidrecomp\results\bins\battlezone98redux.exe-6777ca\decomps\FUN_008389c5-008389c5.c,exact,very_high,0x4389c5,0x8389c5,FUN_008389c5,0.9228,303.72,,,0
Execute,Tran05Mission,0x00465639,0x00065639,void __thiscall Execute(Tran05Mission * this),FUN_005eaf60,0x005eaf60,0x001eaf60,undefined FUN_005eaf60(void),0.5350,0.0000,0.5350,medium,shared_strings;same_string_set;shared_constants,,1685,2644,abcomm1_i76building | apbase-1_camerapod | apscrap-1_camerapod | avland0_wingman | avrecy-1_recycler | avscav | fake_player | fixcam,0x12c | 0x19 | 0x1e | 0x2d | 0x320 | 0x4b | 0x4b0 | 0x5 | 0xa | 0xc | 0xc8 | 0xfa,1.0000,0.2727,0.2400,0.0395,0.6373,0.9959,reverse_engineering\decompilation_from_1.5_exe-pdb\clean_pdb_c\functions\0046\00465639_Tran05Mission_Execute.c,reverse_engineering\workshop\global_decompile\bzr_gog_best_effort\ghidrecomp\results\bins\battlezone98redux.exe-6777ca\decomps\FUN_005eaf60-005eaf60.c,exact,very_high,0x1eaf60,0x5eaf60,FUN_005eaf60,0.6347,237.17,,,0
Execute,Misns5Mission,0x00444aef,0x00044aef,void __thiscall Execute(Misns5Mission * this),FUN_0055d0f0,0x0055d0f0,0x0015d0f0,undefined FUN_0055d0f0(void),0.5468,0.0000,0.5468,medium,shared_strings;same_string_set;shared_constants,,1543,2384,avapc | avartl | avfigh | avrecy | avscav | avwalk | bvhraz | bvltnk,0x11 | 0x1388 | 0x1e | 0x32 | 0x46 | 0x64 | 0x78 | 0x9c4 | 0xa | 0xb4,1.0000,0.2381,0.2857,0.0735,0.6472,0.9922,reverse_engineering\decompilation_from_1.5_exe-pdb\clean_pdb_c\functions\0044\00444aef_Misns5Mission_Execute.c,reverse_engineering\workshop\global_decompile\bzr_gog_best_effort\ghidrecomp\results\bins\battlezone98redux.exe-6777ca\decomps\FUN_0055d0f0-0055d0f0.c,exact,very_high,0x15d0f0,0x55d0f0,FUN_0055d0f0,0.6268,197.64,,,0
read_string,Global,0x005bde09,0x001bde09,"void __cdecl read_string(LexState * param_1, int param_2, SemInfo * param_3)",FUN_008393b8,0x008393b8,0x004393b8,undefined FUN_008393b8(void),0.7057,0.0000,0.7057,medium,shared_strings;same_string_set;shared_constants;similar_body_size,,568,584,escape sequence too large | unfinished string,0x11e | 0x11f | 0x30 | 0x5c | 0x61 | 0x62 | 0x66 | 0x6e | 0x7 | 0x72 | 0x74 | 0x76,1.0000,0.8421,0.3433,0.1902,0.9726,0.9329,reverse_engineering\decompilation_from_1.5_exe-pdb\clean_pdb_c\functions\005b\005bde09_read_string.c,reverse_engineering\workshop\global_decompile\bzr_gog_best_effort\ghidrecomp\results\bins\battlezone98redux.exe-6777ca\decomps\FUN_008393b8-008393b8.c,exact,very_high,0x4393b8,0x8393b8,FUN_008393b8,0.8882,194.30,0x439110,0.5207,0
luaV_concat,Global,0x005bb176,0x001bb176,"void __cdecl luaV_concat(lua_State * param_1, int param_2, int param_3)",FUN_00831f3a,0x00831f3a,0x00431f3a,undefined FUN_00831f3a(void),0.5962,0.0000,0.5962,medium,shared_strings;same_string_set;shared_constants;similar_body_size,,378,422,string length overflow,0xc,1.0000,0.2500,0.1333,0.1703,0.8957,0.9959,reverse_engineering\decompilation_from_1.5_exe-pdb\clean_pdb_c\functions\005b\005bb176_luaV_concat.c,reverse_engineering\workshop\global_decompile\bzr_gog_best_effort\ghidrecomp\results\bins\battlezone98redux.exe-6777ca\decomps\FUN_00831f3a-00831f3a.c,exact,very_high,0x431f3a,0x831f3a,FUN_00831f3a,0.9970,184.26,,,1
LoadConstants,Global,0x005c55eb,0x001c55eb,"void __cdecl LoadConstants(LoadState * param_1, Proto * param_2)",FUN_0083b7e1,0x0083b7e1,0x0043b7e1,undefined FUN_0083b7e1(void),0.6963,0.0000,0.6963,medium,shared_strings;same_string_set;shared_constants;similar_body_size,,338,395,bad constant,0x28 | 0x34,1.0000,1.0000,0.1818,0.1979,0.8557,0.8124,reverse_engineering\decompilation_from_1.5_exe-pdb\clean_pdb_c\functions\005c\005c55eb_LoadConstants.c,reverse_engineering\workshop\global_decompile\bzr_gog_best_effort\ghidrecomp\results\bins\battlezone98redux.exe-6777ca\decomps\FUN_0083b7e1-0083b7e1.c,exact,very_high,0x43b7e1,0x83b7e1,FUN_0083b7e1,0.9954,173.98,0x43b96c,0.6422,1
read_long_string,Global,0x005bdc5c,0x001bdc5c,"void __cdecl read_long_string(LexState * param_1, SemInfo * param_2, int param_3)",FUN_00839110,0x00839110,0x00439110,undefined FUN_00839110(void),0.6680,0.0000,0.6680,medium,shared_strings;same_string_set;shared_constants;similar_body_size,,429,447,nesting of [[...]] is deprecated | unfinished long comment | unfinished long string,0x11f | 0x5b | 0x5d | 0xa | 0xd,1.0000,0.7143,0.2857,0.1587,0.9597,0.9006,reverse_engineering\decompilation_from_1.5_exe-pdb\clean_pdb_c\functions\005b\005bdc5c_read_long_string.c,reverse_engineering\workshop\global_decompile\bzr_gog_best_effort\ghidrecomp\results\bins\battlezone98redux.exe-6777ca\decomps\FUN_00839110-00839110.c,exact,very_high,0x439110,0x839110,FUN_00839110,0.9070,164.51,0x4393b8,0.5222,0
get_analog_sink,Global,0x004ba032,0x000ba032,ANALOG_SINK * __cdecl get_analog_sink(FIELD_DESC * param_1),FUN_0061e5d0,0x0061e5d0,0x0021e5d0,undefined FUN_0061e5d0(void),0.6399,0.0000,0.6399,medium,shared_strings;same_string_set;shared_constants,,596,1210,Too many analog sinks: line %d | _delta | _minus | _plus | _reset,0x10000 | 0x15 | 0x24 | 0x34 | 0x5 | 0x6 | 0x7,1.0000,0.8750,0.2647,0.1655,0.4926,0.8427,reverse_engineering\decompilation_from_1.5_exe-pdb\clean_pdb_c\functions\004b\004ba032_get_analog_sink.c,reverse_engineering\workshop\global_decompile\bzr_gog_best_effort\ghidrecomp\results\bins\battlezone98redux.exe-6777ca\decomps\FUN_0061e5d0-0061e5d0.c,exact,very_high,0x21e5d0,0x61e5d0,FUN_0061e5d0,0.7256,163.96,,,0
DoControlPath,PathDisplay,0x004d75c3,0x000d75c3,void __thiscall DoControlPath(PathDisplay * this),FUN_00598960,0x00598960,0x00198960,undefined FUN_00598960(void),0.4905,0.0000,0.4905,low,shared_strings;same_string_set;shared_constants,,1228,3096,path_%d,0x24 | 0x28 | 0xa,1.0000,0.1304,0.0783,0.0779,0.3966,0.9787,reverse_engineering\decompilation_from_1.5_exe-pdb\clean_pdb_c\functions\004d\004d75c3_PathDisplay_DoControlPath.c,reverse_engineering\workshop\global_decompile\bzr_gog_best_effort\ghidrecomp\results\bins\battlezone98redux.exe-6777ca\decomps\FUN_00598960-00598960.c,exact,very_high,0x198960,0x598960,FUN_00598960,0.5114,163.18,,,0
read_one_mapping_file,Global,0x004bba7c,0x000bba7c,int __cdecl read_one_mapping_file(_iobuf * param_1),FUN_0061fb20,0x0061fb20,0x0021fb20,undefined FUN_0061fb20(void),0.6404,0.0000,0.6404,medium,shared_strings;same_string_set;shared_constants,,717,1159,"%s line %d: read error. | %s line %d: too many discrete controls. | %s line %d: unknown field ""%s"". | %s { | _minus | _plus | menu_",0x22 | 0x5 | 0x6174 | 0x7 | 0xc8,1.0000,0.6250,0.3231,0.1827,0.6186,0.9925,reverse_engineering\decompilation_from_1.5_exe-pdb\clean_pdb_c\functions\004b\004bba7c_read_one_mapping_file.c,reverse_engineering\workshop\global_decompile\bzr_gog_best_effort\ghidrecomp\results\bins\battlezone98redux.exe-6777ca\decomps\FUN_0061fb20-0061fb20.c,exact,very_high,0x21fb20,0x61fb20,FUN_0061fb20,0.7716,157.68,,,0
scanformat,Global,0x005c0df7,0x001c0df7,"char * __cdecl scanformat(lua_State * param_1, char * param_2, char * param_3)",FUN_008360d9,0x008360d9,0x004360d9,undefined FUN_008360d9(void),0.9208,0.0000,0.9208,high,shared_strings;same_string_set;shared_constants;decomp_shingles;similar_body_size,,193,194,-+ #0 | invalid format (repeated flags) | invalid format (width or precision too long),0x25 | 0x2e | 0x5,1.0000,1.0000,0.5000,0.6974,0.9948,0.8775,reverse_engineering\decompilation_from_1.5_exe-pdb\clean_pdb_c\functions\005c\005c0df7_scanformat.c,reverse_engineering\workshop\global_decompile\bzr_gog_best_effort\ghidrecomp\results\bins\battlezone98redux.exe-6777ca\decomps\FUN_008360d9-008360d9.c,exact,very_high,0x4360d9,0x8360d9,FUN_008360d9,1.0000,128.83,,,1
luaV_settable,Global,0x005bad5c,0x001bad5c,"void __cdecl luaV_settable(lua_State * param_1, lua_TValue * param_2, lua_TValue * param_3, lua_TValue * param_4)",FUN_0083321b,0x0083321b,0x0043321b,undefined FUN_0083321b(void),0.6391,0.3540,0.2851,medium,shared_strings;same_string_set;shared_constants;similar_body_size,,264,275,index | loop in settable,0x5 | 0x6 | 0x64,1.0000,0.7500,0.1176,0.1240,0.9600,0.8003,reverse_engineering\decompilation_from_1.5_exe-pdb\clean_pdb_c\functions\005b\005bad5c_luaV_settable.c,reverse_engineering\workshop\global_decompile\bzr_gog_best_effort\ghidrecomp\results\bins\battlezone98redux.exe-6777ca\decomps\FUN_0083321b-0083321b.c,exact,very_high,0x43321b,0x83321b,FUN_0083321b,0.9551,121.87,,,1
NewObj,Global,0x0052594e,0x0012594e,"_OBJ76 * __cdecl NewObj(_OBJ76 * param_1, StructObjectType * param_2, long64 * param_3, int param_4)",FUN_00825650,0x00825650,0x00425650,undefined FUN_00825650(void),0.5071,0.4184,0.0888,medium,shared_strings;same_string_set;shared_constants,,331,571,null,0x6 | 0xf,1.0000,0.0741,0.0488,0.0971,0.5797,0.9991,reverse_engineering\decompilation_from_1.5_exe-pdb\clean_pdb_c\functions\0052\0052594e_NewObj.c,reverse_engineering\workshop\global_decompile\bzr_gog_best_effort\ghidrecomp\results\bins\battlezone98redux.exe-6777ca\decomps\FUN_00825650-00825650.c,exact,very_high,0x425650,0x825650,FUN_00825650,0.9231,116.60,,,0
match,Global,0x005c03f7,0x001c03f7,"char * __cdecl match(MatchState * param_1, char * param_2, char * param_3)",FUN_00835b72,0x00835b72,0x00435b72,undefined FUN_00835b72(void),0.7761,0.0000,0.7761,medium,shared_strings;same_string_set;shared_constants;similar_body_size,,607,643,missing \'[\' after \'%%f\' in pattern | unbalanced pattern,0x62 | 0x66,1.0000,1.0000,0.2791,0.3481,0.9440,0.9256,reverse_engineering\decompilation_from_1.5_exe-pdb\clean_pdb_c\functions\005c\005c03f7_match.c,reverse_engineering\workshop\global_decompile\bzr_gog_best_effort\ghidrecomp\results\bins\battlezone98redux.exe-6777ca\decomps\FUN_00835b72-00835b72.c,exact,very_high,0x435b72,0x835b72,FUN_00835b72,0.5604,116.07,,,0
luaL_loadfile,Global,0x005b728c,0x001b728c,"int __cdecl luaL_loadfile(lua_State * param_1, char * param_2)",FUN_0082be9b,0x0082be9b,0x0042be9b,undefined FUN_0082be9b(void),0.6123,0.0000,0.6123,low,shared_strings;shared_constants;decomp_shingles;similar_body_size,,388,445,=stdin | open | reopen,0x1b | 0x23 | 0x6 | 0xa,0.6000,0.8000,0.2778,0.4925,0.8719,0.8704,reverse_engineering\decompilation_from_1.5_exe-pdb\clean_pdb_c\functions\005b\005b728c_luaL_loadfile.c,reverse_engineering\workshop\global_decompile\bzr_gog_best_effort\ghidrecomp\results\bins\battlezone98redux.exe-6777ca\decomps\FUN_0082be9b-0082be9b.c,exact,very_high,0x42be9b,0x82be9b,FUN_0082be9b,0.8651,112.76,,,0
str_gsub,Global,0x005c0b9d,0x001c0b9d,int __cdecl str_gsub(lua_State * param_1),FUN_0083524f,0x0083524f,0x0043524f,undefined FUN_0083524f(void),0.5821,0.0000,0.5821,medium,shared_strings;same_string_set;shared_constants;similar_body_size,,429,450,string/function/table expected,0x5 | 0x6,1.0000,0.4000,0.0847,0.1080,0.9533,0.8139,reverse_engineering\decompilation_from_1.5_exe-pdb\clean_pdb_c\functions\005c\005c0b9d_str_gsub.c,reverse_engineering\workshop\global_decompile\bzr_gog_best_effort\ghidrecomp\results\bins\battlezone98redux.exe-6777ca\decomps\FUN_0083524f-0083524f.c,exact,very_high,0x43524f,0x83524f,FUN_0083524f,0.8428,106.13,,,0
addk,Global,0x005c5d47,0x001c5d47,"int __cdecl addk(FuncState * param_1, lua_TValue * param_2, lua_TValue * param_3)",FUN_0083bd73,0x0083bd73,0x0043bd73,undefined FUN_0083bd73(void),0.6034,0.5130,0.0903,medium,shared_strings;same_string_set;shared_constants;similar_body_size,,208,211,constant table overflow,0x3ffff | 0xa,1.0000,0.5000,0.1163,0.1174,0.9858,0.7904,reverse_engineering\decompilation_from_1.5_exe-pdb\clean_pdb_c\functions\005c\005c5d47_addk.c,reverse_engineering\workshop\global_decompile\bzr_gog_best_effort\ghidrecomp\results\bins\battlezone98redux.exe-6777ca\decomps\FUN_0083bd73-0083bd73.c,exact,very_high,0x43bd73,0x83bd73,FUN_0083bd73,0.9409,101.74,,,0
AddObject,Misns7Mission,0x00445f8c,0x00045f8c,"void __thiscall AddObject(Misns7Mission * this, int param_1)",FUN_0055f880,0x0055f880,0x0015f880,undefined FUN_0055f880(void),0.4731,0.0000,0.4731,low,shared_strings;same_string_set,,619,1050,abtowe | abwpow | bvltnk | bvmuf | bvraz | bvscav | bvtank | bvturr,,1.0000,0.0000,0.1667,0.0242,0.5895,0.9013,reverse_engineering\decompilation_from_1.5_exe-pdb\clean_pdb_c\functions\0044\00445f8c_Misns7Mission_AddObject.c,reverse_engineering\workshop\global_decompile\bzr_gog_best_effort\ghidrecomp\results\bins\battlezone98redux.exe-6777ca\decomps\FUN_0055f880-0055f880.c,exact,very_high,0x15f880,0x55f880,FUN_0055f880,0.9116,100.31,0x131e70,0.7795,0
luaV_gettable,Global,0x005bac91,0x001bac91,"void __cdecl luaV_gettable(lua_State * param_1, lua_TValue * param_2, lua_TValue * param_3, lua_TValue * param_4)",FUN_008330e3,0x008330e3,0x004330e3,undefined FUN_008330e3(void),0.6313,0.3830,0.2483,medium,shared_strings;same_string_set;shared_constants;similar_body_size,,203,209,index | loop in gettable,0x5 | 0x6 | 0x64,1.0000,0.7500,0.1136,0.1167,0.9713,0.7258,reverse_engineering\decompilation_from_1.5_exe-pdb\clean_pdb_c\functions\005b\005bac91_luaV_gettable.c,reverse_engineering\workshop\global_decompile\bzr_gog_best_effort\ghidrecomp\results\bins\battlezone98redux.exe-6777ca\decomps\FUN_008330e3-008330e3.c,exact,very_high,0x4330e3,0x8330e3,FUN_008330e3,0.9835,98.34,,,1
luaL_openlib,Global,0x005b77f7,0x001b77f7,"void __cdecl luaL_openlib(lua_State * param_1, char * param_2, luaL_Reg * param_3, int param_4)",FUN_0082c0d6,0x0082c0d6,0x0042c0d6,undefined FUN_0082c0d6(void),0.5711,0.3714,0.1998,medium,shared_strings;same_string_set;shared_constants;similar_body_size,,278,295,_LOADED | name conflict for module \'%s\',0x5,1.0000,0.3333,0.1026,0.1057,0.9424,0.7995,reverse_engineering\decompilation_from_1.5_exe-pdb\clean_pdb_c\functions\005b\005b77f7_luaL_openlib.c,reverse_engineering\workshop\global_decompile\bzr_gog_best_effort\ghidrecomp\results\bins\battlezone98redux.exe-6777ca\decomps\FUN_0082c0d6-0082c0d6.c,exact,very_high,0x42c0d6,0x82c0d6,FUN_0082c0d6,0.9835,98.17,,,1
lua_replace,Global,0x005b5e0d,0x001b5e0d,"void __cdecl lua_replace(lua_State * param_1, int param_2)",FUN_0082cfd8,0x0082cfd8,0x0042cfd8,undefined FUN_0082cfd8(void),0.5964,0.0000,0.5964,medium,shared_strings;same_string_set;shared_constants;similar_body_size,,177,182,no calling environment,0x2711 | 0x2713,1.0000,0.3333,0.1304,0.1306,0.9725,0.9372,reverse_engineering\decompilation_from_1.5_exe-pdb\clean_pdb_c\functions\005b\005b5e0d_lua_replace.c,reverse_engineering\workshop\global_decompile\bzr_gog_best_effort\ghidrecomp\results\bins\battlezone98redux.exe-6777ca\decomps\FUN_0082cfd8-0082cfd8.c,exact,very_high,0x42cfd8,0x82cfd8,FUN_0082cfd8,0.9987,96.12,,,1
LoadFunction,Global,0x005c5887,0x001c5887,"Proto * __cdecl LoadFunction(LoadState * param_1, TString * param_2)",FUN_0083bac1,0x0083bac1,0x0043bac1,undefined FUN_0083bac1(void),0.5464,0.0000,0.5464,medium,shared_strings;same_string_set;shared_constants;similar_body_size,,299,298,bad code | code too deep,0x11 | 0x9 | 0xc8,1.0000,0.2500,0.0972,0.0420,0.9967,0.8607,reverse_engineering\decompilation_from_1.5_exe-pdb\clean_pdb_c\functions\005c\005c5887_LoadFunction.c,reverse_engineering\workshop\global_decompile\bzr_gog_best_effort\ghidrecomp\results\bins\battlezone98redux.exe-6777ca\decomps\FUN_0083bac1-0083bac1.c,exact,very_high,0x43bac1,0x83bac1,FUN_0083bac1,0.7583,94.70,,,0
ll_require,Global,0x005c1fc1,0x001c1fc1,int __cdecl ll_require(lua_State * param_1),FUN_00837a47,0x00837a47,0x00437a47,undefined FUN_00837a47(void),0.6420,0.0000,0.6420,medium,shared_strings;same_string_set;shared_constants;similar_body_size,,407,417,\'package.loaders\' must be a table | _LOADED | loaders | loop or previous error loading module \'%s\' | module \'%s\' not found:%s,0x5 | 0x6,1.0000,0.5000,0.2593,0.1588,0.9760,0.9558,reverse_engineering\decompilation_from_1.5_exe-pdb\clean_pdb_c\functions\005c\005c1fc1_ll_require.c,reverse_engineering\workshop\global_decompile\bzr_gog_best_effort\ghidrecomp\results\bins\battlezone98redux.exe-6777ca\decomps\FUN_00837a47-00837a47.c,exact,very_high,0x437a47,0x837a47,FUN_00837a47,0.9426,93.61,,,0
AddObject,Misns8Mission,0x004490a3,0x000490a3,"void __thiscall AddObject(Misns8Mission * this, int param_1)",FUN_00565870,0x00565870,0x00165870,undefined FUN_00565870(void),0.4663,0.0000,0.4663,low,shared_strings;same_string_set,,1093,1804,absilo | abtowe | abwpow | avcns8 | bvapc | bvhraz | bvra8 | bvtavk,,1.0000,0.0000,0.1340,0.0165,0.6059,0.8636,reverse_engineering\decompilation_from_1.5_exe-pdb\clean_pdb_c\functions\0044\004490a3_Misns8Mission_AddObject.c,reverse_engineering\workshop\global_decompile\bzr_gog_best_effort\ghidrecomp\results\bins\battlezone98redux.exe-6777ca\decomps\FUN_00565870-00565870.c,exact,very_high,0x165870,0x565870,FUN_00565870,0.8926,87.74,0x131e70,0.8279,0
luaO_pushvfstring,Global,0x005b7faa,0x001b7faa,"char * __cdecl luaO_pushvfstring(lua_State * param_1, char * param_2, char * param_3)",FUN_0082e8e4,0x0082e8e4,0x0042e8e4,undefined FUN_0082e8e4(void),0.6242,0.0000,0.6242,medium,shared_strings;same_string_set;shared_constants,,449,534,(null),0x11 | 0x18 | 0x25,1.0000,0.6000,0.1481,0.1368,0.8408,0.9377,reverse_engineering\decompilation_from_1.5_exe-pdb\clean_pdb_c\functions\005b\005b7faa_luaO_pushvfstring.c,reverse_engineering\workshop\global_decompile\bzr_gog_best_effort\ghidrecomp\results\bins\battlezone98redux.exe-6777ca\decomps\FUN_0082e8e4-0082e8e4.c,exact,very_high,0x42e8e4,0x82e8e4,FUN_0082e8e4,0.5856,87.02,,,0
AddObject,Misn13Mission,0x0043679b,0x0003679b,"void __thiscall AddObject(Misn13Mission * this, int param_1)",FUN_005421a0,0x005421a0,0x001421a0,undefined FUN_005421a0(void),0.4729,0.0000,0.4729,low,shared_strings;same_string_set,,456,785,abcomm | abtowe | avcnst | avmuf | avscav | svapc13 | svhr13 | svtk13,,1.0000,0.0000,0.1698,0.0303,0.5809,0.8786,reverse_engineering\decompilation_from_1.5_exe-pdb\clean_pdb_c\functions\0043\0043679b_Misn13Mission_AddObject.c,reverse_engineering\workshop\global_decompile\bzr_gog_best_effort\ghidrecomp\results\bins\battlezone98redux.exe-6777ca\decomps\FUN_005421a0-005421a0.c,exact,very_high,0x1421a0,0x5421a0,FUN_005421a0,0.9026,85.73,0x15f880,0.7455,0
registerlocalvar,Global,0x005c35fc,0x001c35fc,"int __cdecl registerlocalvar(LexState * param_1, TString * param_2)",FUN_0083b012,0x0083b012,0x0043b012,undefined FUN_0083b012(void),0.5884,0.0000,0.5884,medium,shared_strings;same_string_set;shared_constants;similar_body_size,,153,146,too many local variables,0x7fff | 0xc,1.0000,0.2857,0.1463,0.1408,0.9542,0.8822,reverse_engineering\decompilation_from_1.5_exe-pdb\clean_pdb_c\functions\005c\005c35fc_registerlocalvar.c,reverse_engineering\workshop\global_decompile\bzr_gog_best_effort\ghidrecomp\results\bins\battlezone98redux.exe-6777ca\decomps\FUN_0083b012-0083b012.c,exact,very_high,0x43b012,0x83b012,FUN_0083b012,0.9985,85.10,,,1
inclinenumber,Global,0x005bd934,0x001bd934,void __cdecl inclinenumber(LexState * param_1),FUN_0083893c,0x0083893c,0x0043893c,undefined FUN_0083893c(void),0.6547,0.0000,0.6547,medium,shared_strings;same_string_set;shared_constants;similar_body_size,,124,137,chunk has too many lines,0xa | 0xd,1.0000,0.6667,0.2857,0.1673,0.9051,0.8471,reverse_engineering\decompilation_from_1.5_exe-pdb\clean_pdb_c\functions\005b\005bd934_inclinenumber.c,reverse_engineering\workshop\global_decompile\bzr_gog_best_effort\ghidrecomp\results\bins\battlezone98redux.exe-6777ca\decomps\FUN_0083893c-0083893c.c,exact,very_high,0x43893c,0x83893c,FUN_0083893c,1.0000,84.74,0x43966e,0.5663,1
Execute,Inst01Event,0x0041597a,0x0001597a,void __thiscall Execute(Inst01Event * this),FUN_004f55b0,0x004f55b0,0x000f55b0,undefined FUN_004f55b0(void),0.5566,0.0000,0.5566,medium,shared_strings;same_string_set;shared_constants,,307,495,apcamr-1_camerapod | apdrop196_camerapod | camera1 | camera2 | eggeizr139_geyser | inst01.aip | player-1_hover,0x1388 | 0x1f4 | 0x28 | 0x30 | 0x5 | 0xdac,1.0000,0.4615,0.2295,0.0595,0.6202,0.8772,reverse_engineering\decompilation_from_1.5_exe-pdb\clean_pdb_c\functions\0041\0041597a_Inst01Event_Execute.c,reverse_engineering\workshop\global_decompile\bzr_gog_best_effort\ghidrecomp\results\bins\battlezone98redux.exe-6777ca\decomps\FUN_004f55b0-004f55b0.c,exact,very_high,0xf55b0,0x4f55b0,FUN_004f55b0,0.7813,83.24,,,0
