module_name,object_name,stream,symbol_size,source_file_count,range_section,range_offset,range_size,flags
E:\BattleZoneTest\build\obj\Release\battlezone\ImageMissile.obj,E:\BattleZoneTest\build\obj\Release\battlezone\ImageMissile.obj,173,2664,19,1,505616,83,0
E:\BattleZoneTest\build\obj\Release\battlezone\ImageRefract.obj,E:\BattleZoneTest\build\obj\Release\battlezone\ImageRefract.obj,174,4172,13,1,506032,90,0
E:\BattleZoneTest\build\obj\Release\battlezone\InfoDisplay.obj,E:\BattleZoneTest\build\obj\Release\battlezone\InfoDisplay.obj,175,10032,33,1,506880,238,0
E:\BattleZoneTest\build\obj\Release\battlezone\Inst01Mission.obj,E:\BattleZoneTest\build\obj\Release\battlezone\Inst01Mission.obj,176,5688,26,1,512240,135,0
E:\BattleZoneTest\build\obj\Release\battlezone\Inst02Mission.obj,E:\BattleZoneTest\build\obj\Release\battlezone\Inst02Mission.obj,177,2408,6,1,513264,40,0
E:\BattleZoneTest\build\obj\Release\battlezone\Inst03Mission.obj,E:\BattleZoneTest\build\obj\Release\battlezone\Inst03Mission.obj,178,3340,21,1,513813,8,0
E:\BattleZoneTest\build\obj\Release\battlezone\Inst04Mission.obj,E:\BattleZoneTest\build\obj\Release\battlezone\Inst04Mission.obj,179,7948,28,1,516112,160,0
E:\BattleZoneTest\build\obj\Release\battlezone\InternalAdjuster.obj,E:\BattleZoneTest\build\obj\Release\battlezone\InternalAdjuster.obj,180,148,3,-1,0,-1,0
E:\BattleZoneTest\build\obj\Release\battlezone\Launcher.obj,E:\BattleZoneTest\build\obj\Release\battlezone\Launcher.obj,181,6424,24,1,516688,190,0
E:\BattleZoneTest\build\obj\Release\battlezone\LauncherClass.obj,E:\BattleZoneTest\build\obj\Release\battlezone\LauncherClass.obj,182,6340,13,1,519120,1205,0
E:\BattleZoneTest\build\obj\Release\battlezone\LensFlare.obj,E:\BattleZoneTest\build\obj\Release\battlezone\LensFlare.obj,183,9404,51,1,520672,249,0
E:\BattleZoneTest\build\obj\Release\battlezone\Lightning.obj,E:\BattleZoneTest\build\obj\Release\battlezone\Lightning.obj,184,6980,39,1,10832,28,0
E:\BattleZoneTest\build\obj\Release\battlezone\LoadSaveGame.obj,E:\BattleZoneTest\build\obj\Release\battlezone\LoadSaveGame.obj,185,10308,172,1,528384,707,0
E:\BattleZoneTest\build\obj\Release\battlezone\LuaMission.obj,E:\BattleZoneTest\build\obj\Release\battlezone\LuaMission.obj,186,135412,84,1,589376,26,0
E:\BattleZoneTest\build\obj\Release\battlezone\MachineGun.obj,E:\BattleZoneTest\build\obj\Release\battlezone\MachineGun.obj,187,2344,19,1,589440,1445,0
E:\BattleZoneTest\build\obj\Release\battlezone\MachineGunClass.obj,E:\BattleZoneTest\build\obj\Release\battlezone\MachineGunClass.obj,188,2080,10,1,590896,140,0
E:\BattleZoneTest\build\obj\Release\battlezone\Magnet.obj,E:\BattleZoneTest\build\obj\Release\battlezone\Magnet.obj,189,5904,23,1,591440,530,0
E:\BattleZoneTest\build\obj\Release\battlezone\MapRadar.obj,E:\BattleZoneTest\build\obj\Release\battlezone\MapRadar.obj,190,23092,65,1,593888,273,0
E:\BattleZoneTest\build\obj\Release\battlezone\mcimovie.obj,E:\BattleZoneTest\build\obj\Release\battlezone\mcimovie.obj,191,804,11,1,606464,123,0
E:\BattleZoneTest\build\obj\Release\battlezone\Mine.obj,E:\BattleZoneTest\build\obj\Release\battlezone\Mine.obj,192,2208,14,1,606592,390,0
E:\BattleZoneTest\build\obj\Release\battlezone\MineClass.obj,E:\BattleZoneTest\build\obj\Release\battlezone\MineClass.obj,193,2772,10,1,607312,210,0
E:\BattleZoneTest\build\obj\Release\battlezone\MineLayer.obj,E:\BattleZoneTest\build\obj\Release\battlezone\MineLayer.obj,194,2316,19,1,607840,153,0
E:\BattleZoneTest\build\obj\Release\battlezone\MinelayerClass.obj,E:\BattleZoneTest\build\obj\Release\battlezone\MinelayerClass.obj,195,2848,16,1,609088,288,0
E:\BattleZoneTest\build\obj\Release\battlezone\MineLayerProcess.obj,E:\BattleZoneTest\build\obj\Release\battlezone\MineLayerProcess.obj,196,9408,27,1,610416,219,0
E:\BattleZoneTest\build\obj\Release\battlezone\Misn01Mission.obj,E:\BattleZoneTest\build\obj\Release\battlezone\Misn01Mission.obj,197,6992,23,1,612672,40,0
E:\BattleZoneTest\build\obj\Release\battlezone\Misn02Mission.obj,E:\BattleZoneTest\build\obj\Release\battlezone\Misn02Mission.obj,198,148,3,-1,0,-1,0
E:\BattleZoneTest\build\obj\Release\battlezone\Misn03Mission.obj,E:\BattleZoneTest\build\obj\Release\battlezone\Misn03Mission.obj,199,10056,24,1,627520,40,0
E:\BattleZoneTest\build\obj\Release\battlezone\Misn04Mission.obj,E:\BattleZoneTest\build\obj\Release\battlezone\Misn04Mission.obj,200,9856,22,1,639360,40,0
E:\BattleZoneTest\build\obj\Release\battlezone\Misn05Mission.obj,E:\BattleZoneTest\build\obj\Release\battlezone\Misn05Mission.obj,201,37660,71,1,659344,40,0
E:\BattleZoneTest\build\obj\Release\battlezone\Misn06Mission.obj,E:\BattleZoneTest\build\obj\Release\battlezone\Misn06Mission.obj,202,13928,26,1,673808,40,0
E:\BattleZoneTest\build\obj\Release\battlezone\Misn07Mission.obj,E:\BattleZoneTest\build\obj\Release\battlezone\Misn07Mission.obj,203,10812,27,1,674592,40,0
E:\BattleZoneTest\build\obj\Release\battlezone\Misn08Mission.obj,E:\BattleZoneTest\build\obj\Release\battlezone\Misn08Mission.obj,204,7528,26,1,694400,40,0
E:\BattleZoneTest\build\obj\Release\battlezone\Misn09Mission.obj,E:\BattleZoneTest\build\obj\Release\battlezone\Misn09Mission.obj,205,7096,26,1,695264,40,0
E:\BattleZoneTest\build\obj\Release\battlezone\Misn10Mission.obj,E:\BattleZoneTest\build\obj\Release\battlezone\Misn10Mission.obj,206,7036,21,1,703616,40,0
E:\BattleZoneTest\build\obj\Release\battlezone\Misn11Mission.obj,E:\BattleZoneTest\build\obj\Release\battlezone\Misn11Mission.obj,207,12680,29,1,718656,40,0
E:\BattleZoneTest\build\obj\Release\battlezone\Misn12Mission.obj,E:\BattleZoneTest\build\obj\Release\battlezone\Misn12Mission.obj,208,12988,22,1,719392,40,0
E:\BattleZoneTest\build\obj\Release\battlezone\Misn13Mission.obj,E:\BattleZoneTest\build\obj\Release\battlezone\Misn13Mission.obj,209,6836,20,1,744912,40,0
E:\BattleZoneTest\build\obj\Release\battlezone\Misn14Mission.obj,E:\BattleZoneTest\build\obj\Release\battlezone\Misn14Mission.obj,210,12476,30,1,751904,40,0
E:\BattleZoneTest\build\obj\Release\battlezone\Misn15Mission.obj,E:\BattleZoneTest\build\obj\Release\battlezone\Misn15Mission.obj,211,6276,23,1,755648,40,0
E:\BattleZoneTest\build\obj\Release\battlezone\Misn16Mission.obj,E:\BattleZoneTest\build\obj\Release\battlezone\Misn16Mission.obj,212,5816,22,1,759360,40,0
E:\BattleZoneTest\build\obj\Release\battlezone\Misn17Mission.obj,E:\BattleZoneTest\build\obj\Release\battlezone\Misn17Mission.obj,213,14592,22,1,774368,40,0
E:\BattleZoneTest\build\obj\Release\battlezone\Misn18Mission.obj,E:\BattleZoneTest\build\obj\Release\battlezone\Misn18Mission.obj,214,7356,22,1,781952,40,0
E:\BattleZoneTest\build\obj\Release\battlezone\Misns1Mission.obj,E:\BattleZoneTest\build\obj\Release\battlezone\Misns1Mission.obj,215,7152,21,1,788736,40,0
E:\BattleZoneTest\build\obj\Release\battlezone\Misns2Mission.obj,E:\BattleZoneTest\build\obj\Release\battlezone\Misns2Mission.obj,216,13160,23,1,803216,40,0
E:\BattleZoneTest\build\obj\Release\battlezone\Misns3Mission.obj,E:\BattleZoneTest\build\obj\Release\battlezone\Misns3Mission.obj,217,4628,19,1,809184,40,0
E:\BattleZoneTest\build\obj\Release\battlezone\Misns4Mission.obj,E:\BattleZoneTest\build\obj\Release\battlezone\Misns4Mission.obj,218,4644,24,1,812000,40,0
E:\BattleZoneTest\build\obj\Release\battlezone\Misns5Mission.obj,E:\BattleZoneTest\build\obj\Release\battlezone\Misns5Mission.obj,219,4384,22,1,814656,40,0
E:\BattleZoneTest\build\obj\Release\battlezone\Misns6Mission.obj,E:\BattleZoneTest\build\obj\Release\battlezone\Misns6Mission.obj,220,5588,22,1,818320,40,0
E:\BattleZoneTest\build\obj\Release\battlezone\Misns7Mission.obj,E:\BattleZoneTest\build\obj\Release\battlezone\Misns7Mission.obj,221,10948,23,1,831824,40,0
E:\BattleZoneTest\build\obj\Release\battlezone\Misns8Mission.obj,E:\BattleZoneTest\build\obj\Release\battlezone\Misns8Mission.obj,222,7588,25,1,832752,40,0
E:\BattleZoneTest\build\obj\Release\battlezone\Missile.obj,E:\BattleZoneTest\build\obj\Release\battlezone\Missile.obj,223,3928,17,1,847440,31,0
E:\BattleZoneTest\build\obj\Release\battlezone\MissileClass.obj,E:\BattleZoneTest\build\obj\Release\battlezone\MissileClass.obj,224,2908,16,1,848672,266,0
E:\BattleZoneTest\build\obj\Release\battlezone\MissionDialog.obj,E:\BattleZoneTest\build\obj\Release\battlezone\MissionDialog.obj,225,948,10,1,849312,111,0
E:\BattleZoneTest\build\obj\Release\battlezone\Mortar.obj,E:\BattleZoneTest\build\obj\Release\battlezone\Mortar.obj,226,3756,16,1,849424,60,0
E:\BattleZoneTest\build\obj\Release\battlezone\MortarClass.obj,E:\BattleZoneTest\build\obj\Release\battlezone\MortarClass.obj,227,2192,10,1,12304,242,0
E:\BattleZoneTest\build\obj\Release\battlezone\MPMission.obj,E:\BattleZoneTest\build\obj\Release\battlezone\MPMission.obj,228,1376,5,1,850960,40,0
E:\BattleZoneTest\build\obj\Release\battlezone\MultDMMission.obj,E:\BattleZoneTest\build\obj\Release\battlezone\MultDMMission.obj,229,16488,82,1,854736,47,0
E:\BattleZoneTest\build\obj\Release\battlezone\MultGMission.obj,E:\BattleZoneTest\build\obj\Release\battlezone\MultGMission.obj,230,8280,35,1,854848,188,0
E:\BattleZoneTest\build\obj\Release\battlezone\MultSTMission.obj,E:\BattleZoneTest\build\obj\Release\battlezone\MultSTMission.obj,231,7152,76,1,858288,89,0
E:\BattleZoneTest\build\obj\Release\battlezone\Net.obj,E:\BattleZoneTest\build\obj\Release\battlezone\Net.obj,232,59140,85,1,876448,488,0
E:\BattleZoneTest\build\obj\Release\battlezone\NetPlayers.obj,E:\BattleZoneTest\build\obj\Release\battlezone\NetPlayers.obj,233,149464,66,1,905216,34,0
E:\BattleZoneTest\build\obj\Release\battlezone\NetProcess.obj,E:\BattleZoneTest\build\obj\Release\battlezone\NetProcess.obj,234,3676,13,1,907104,40,0
E:\BattleZoneTest\build\obj\Release\battlezone\ObjectLobber.obj,E:\BattleZoneTest\build\obj\Release\battlezone\ObjectLobber.obj,235,3996,20,1,908752,90,0
E:\BattleZoneTest\build\obj\Release\battlezone\ObjectLobberClass.obj,E:\BattleZoneTest\build\obj\Release\battlezone\ObjectLobberClass.obj,236,2812,9,1,910576,249,0
E:\BattleZoneTest\build\obj\Release\battlezone\OffensiveProcess.obj,E:\BattleZoneTest\build\obj\Release\battlezone\OffensiveProcess.obj,237,10060,27,1,911088,109,0
E:\BattleZoneTest\build\obj\Release\battlezone\OggManager.obj,E:\BattleZoneTest\build\obj\Release\battlezone\OggManager.obj,238,7588,15,1,13104,31,0
E:\BattleZoneTest\build\obj\Release\battlezone\Ordnance.obj,E:\BattleZoneTest\build\obj\Release\battlezone\Ordnance.obj,239,34716,1160,1,923648,60,0
E:\BattleZoneTest\build\obj\Release\battlezone\OrdnanceClass.obj,E:\BattleZoneTest\build\obj\Release\battlezone\OrdnanceClass.obj,240,14548,1152,1,924784,1849,0
E:\BattleZoneTest\build\obj\Release\battlezone\OverView.obj,E:\BattleZoneTest\build\obj\Release\battlezone\OverView.obj,241,7920,23,1,13488,117,0
E:\BattleZoneTest\build\obj\Release\battlezone\ParameterDB.obj,E:\BattleZoneTest\build\obj\Release\battlezone\ParameterDB.obj,242,100872,43,1,939520,146,0
E:\BattleZoneTest\build\obj\Release\battlezone\ParticleEffect.obj,E:\BattleZoneTest\build\obj\Release\battlezone\ParticleEffect.obj,243,2048,12,1,13680,21,0
E:\BattleZoneTest\build\obj\Release\battlezone\Path.obj,E:\BattleZoneTest\build\obj\Release\battlezone\Path.obj,244,78448,1159,1,966624,155,0
E:\BattleZoneTest\build\obj\Release\battlezone\PathDialog.obj,E:\BattleZoneTest\build\obj\Release\battlezone\PathDialog.obj,245,3512,14,1,967824,143,0
E:\BattleZoneTest\build\obj\Release\battlezone\PathDisplay.obj,E:\BattleZoneTest\build\obj\Release\battlezone\PathDisplay.obj,246,46816,122,1,968976,147,0
E:\BattleZoneTest\build\obj\Release\battlezone\PathSpawn.obj,E:\BattleZoneTest\build\obj\Release\battlezone\PathSpawn.obj,247,4288,31,1,992752,617,0
E:\BattleZoneTest\build\obj\Release\battlezone\PatrolTask.obj,E:\BattleZoneTest\build\obj\Release\battlezone\PatrolTask.obj,248,4316,61,1,994096,40,0
E:\BattleZoneTest\build\obj\Release\battlezone\Person.obj,E:\BattleZoneTest\build\obj\Release\battlezone\Person.obj,249,19488,54,1,995408,236,0
E:\BattleZoneTest\build\obj\Release\battlezone\PersonClass.obj,E:\BattleZoneTest\build\obj\Release\battlezone\PersonClass.obj,250,4800,11,1,1009536,2212,0
E:\BattleZoneTest\build\obj\Release\battlezone\PersonProcess.obj,E:\BattleZoneTest\build\obj\Release\battlezone\PersonProcess.obj,251,25084,27,1,1018080,134,0
E:\BattleZoneTest\build\obj\Release\battlezone\PlanarExplosion.obj,E:\BattleZoneTest\build\obj\Release\battlezone\PlanarExplosion.obj,252,2980,16,1,14272,52,0
E:\BattleZoneTest\build\obj\Release\battlezone\Popper.obj,E:\BattleZoneTest\build\obj\Release\battlezone\Popper.obj,253,3212,24,1,1020144,1052,0
E:\BattleZoneTest\build\obj\Release\battlezone\PopperClass.obj,E:\BattleZoneTest\build\obj\Release\battlezone\PopperClass.obj,254,2964,20,1,1021360,342,0
E:\BattleZoneTest\build\obj\Release\battlezone\PopperGun.obj,E:\BattleZoneTest\build\obj\Release\battlezone\PopperGun.obj,255,2232,11,1,1021904,35,0
E:\BattleZoneTest\build\obj\Release\battlezone\PopperGunClass.obj,E:\BattleZoneTest\build\obj\Release\battlezone\PopperGunClass.obj,256,2872,11,1,1022736,249,0
E:\BattleZoneTest\build\obj\Release\battlezone\PowerPlant.obj,E:\BattleZoneTest\build\obj\Release\battlezone\PowerPlant.obj,257,6152,21,1,1023328,193,0
E:\BattleZoneTest\build\obj\Release\battlezone\PowerPlantClass.obj,E:\BattleZoneTest\build\obj\Release\battlezone\PowerPlantClass.obj,258,2748,10,1,1024576,210,0
E:\BattleZoneTest\build\obj\Release\battlezone\PowerUp.obj,E:\BattleZoneTest\build\obj\Release\battlezone\PowerUp.obj,259,16192,38,1,1025040,373,0
E:\BattleZoneTest\build\obj\Release\battlezone\PowerUpClass.obj,E:\BattleZoneTest\build\obj\Release\battlezone\PowerUpClass.obj,260,2924,8,1,1035504,247,0
E:\BattleZoneTest\build\obj\Release\battlezone\PowerUpProcess.obj,E:\BattleZoneTest\build\obj\Release\battlezone\PowerUpProcess.obj,261,2076,13,1,1036048,40,0
E:\BattleZoneTest\build\obj\Release\battlezone\Producer.obj,E:\BattleZoneTest\build\obj\Release\battlezone\Producer.obj,262,26996,62,1,1036880,1238,0
E:\BattleZoneTest\build\obj\Release\battlezone\ProducerClass.obj,E:\BattleZoneTest\build\obj\Release\battlezone\ProducerClass.obj,263,6348,20,1,1054624,1051,0
E:\BattleZoneTest\build\obj\Release\battlezone\progctrl.obj,E:\BattleZoneTest\build\obj\Release\battlezone\progctrl.obj,264,1916,7,1,1055920,102,0
E:\BattleZoneTest\build\obj\Release\battlezone\ProximityMine.obj,E:\BattleZoneTest\build\obj\Release\battlezone\ProximityMine.obj,265,6324,23,1,1056208,319,0
E:\BattleZoneTest\build\obj\Release\battlezone\QuakeBlast.obj,E:\BattleZoneTest\build\obj\Release\battlezone\QuakeBlast.obj,266,4228,16,1,1058272,272,0
E:\BattleZoneTest\build\obj\Release\battlezone\RadarDamper.obj,E:\BattleZoneTest\build\obj\Release\battlezone\RadarDamper.obj,267,3312,12,1,1059344,90,0
E:\BattleZoneTest\build\obj\Release\battlezone\RadarLauncher.obj,E:\BattleZoneTest\build\obj\Release\battlezone\RadarLauncher.obj,268,6048,20,1,1061200,239,0
E:\BattleZoneTest\build\obj\Release\battlezone\Range.obj,E:\BattleZoneTest\build\obj\Release\battlezone\Range.obj,269,3104,6,1,1061696,319,0
E:\BattleZoneTest\build\obj\Release\battlezone\Recycler.obj,E:\BattleZoneTest\build\obj\Release\battlezone\Recycler.obj,270,2388,21,1,1062656,75,0
E:\BattleZoneTest\build\obj\Release\battlezone\RecyclerClass.obj,E:\BattleZoneTest\build\obj\Release\battlezone\RecyclerClass.obj,271,2076,16,1,15136,194,0
E:\BattleZoneTest\build\obj\Release\battlezone\RecyclerProcess.obj,E:\BattleZoneTest\build\obj\Release\battlezone\RecyclerProcess.obj,272,14100,33,1,1068656,126,0
E:\BattleZoneTest\build\obj\Release\battlezone\RecycleTask.obj,E:\BattleZoneTest\build\obj\Release\battlezone\RecycleTask.obj,273,25760,58,1,1069712,332,0
E:\BattleZoneTest\build\obj\Release\battlezone\RemoteDetonator.obj,E:\BattleZoneTest\build\obj\Release\battlezone\RemoteDetonator.obj,274,6316,27,1,1079664,329,0
E:\BattleZoneTest\build\obj\Release\battlezone\RepairDepot.obj,E:\BattleZoneTest\build\obj\Release\battlezone\RepairDepot.obj,275,2328,17,1,1081792,185,0
E:\BattleZoneTest\build\obj\Release\battlezone\RepairDepotClass.obj,E:\BattleZoneTest\build\obj\Release\battlezone\RepairDepotClass.obj,276,3044,11,1,1082960,330,0
E:\BattleZoneTest\build\obj\Release\battlezone\RescueTask.obj,E:\BattleZoneTest\build\obj\Release\battlezone\RescueTask.obj,277,4596,19,1,1083824,64,0
E:\BattleZoneTest\build\obj\Release\battlezone\Reticle.obj,E:\BattleZoneTest\build\obj\Release\battlezone\Reticle.obj,278,11836,61,1,15664,21,0
E:\BattleZoneTest\build\obj\Release\battlezone\Rocket.obj,E:\BattleZoneTest\build\obj\Release\battlezone\Rocket.obj,279,5024,18,1,1093632,183,0
E:\BattleZoneTest\build\obj\Release\battlezone\RocketClass.obj,E:\BattleZoneTest\build\obj\Release\battlezone\RocketClass.obj,280,5008,13,1,1096640,1037,0
E:\BattleZoneTest\build\obj\Release\battlezone\SAV.obj,E:\BattleZoneTest\build\obj\Release\battlezone\SAV.obj,281,3020,25,1,1099760,216,0
E:\BattleZoneTest\build\obj\Release\battlezone\SAVClass.obj,E:\BattleZoneTest\build\obj\Release\battlezone\SAVClass.obj,282,2644,16,1,1099984,210,0
E:\BattleZoneTest\build\obj\Release\battlezone\SAVProcess.obj,E:\BattleZoneTest\build\obj\Release\battlezone\SAVProcess.obj,283,15808,28,1,1103328,135,0
E:\BattleZoneTest\build\obj\Release\battlezone\Scanner.obj,E:\BattleZoneTest\build\obj\Release\battlezone\Scanner.obj,284,6220,20,1,16112,12,0
E:\BattleZoneTest\build\obj\Release\battlezone\Scavenger.obj,E:\BattleZoneTest\build\obj\Release\battlezone\Scavenger.obj,285,7404,32,1,1110336,137,0
E:\BattleZoneTest\build\obj\Release\battlezone\ScavengerClass.obj,E:\BattleZoneTest\build\obj\Release\battlezone\ScavengerClass.obj,286,4124,19,1,1111680,653,0
E:\BattleZoneTest\build\obj\Release\battlezone\ScavengerProcess.obj,E:\BattleZoneTest\build\obj\Release\battlezone\ScavengerProcess.obj,287,18608,97,1,1112784,221,0
E:\BattleZoneTest\build\obj\Release\battlezone\Scrap.obj,E:\BattleZoneTest\build\obj\Release\battlezone\Scrap.obj,288,8192,24,1,1120688,409,0
E:\BattleZoneTest\build\obj\Release\battlezone\ScrapClass.obj,E:\BattleZoneTest\build\obj\Release\battlezone\ScrapClass.obj,289,1824,7,1,16240,69,0
E:\BattleZoneTest\build\obj\Release\battlezone\ScrapDropoff.obj,E:\BattleZoneTest\build\obj\Release\battlezone\ScrapDropoff.obj,290,3996,15,1,1121936,78,0
E:\BattleZoneTest\build\obj\Release\battlezone\ScrapField.obj,E:\BattleZoneTest\build\obj\Release\battlezone\ScrapField.obj,291,3608,22,1,1123104,169,0
E:\BattleZoneTest\build\obj\Release\battlezone\ScrapFieldClass.obj,E:\BattleZoneTest\build\obj\Release\battlezone\ScrapFieldClass.obj,292,1888,7,1,16464,69,0
E:\BattleZoneTest\build\obj\Release\battlezone\ScrapGauge.obj,E:\BattleZoneTest\build\obj\Release\battlezone\ScrapGauge.obj,293,4004,17,1,1123584,229,0
E:\BattleZoneTest\build\obj\Release\battlezone\ScriptUtils.obj,E:\BattleZoneTest\build\obj\Release\battlezone\ScriptUtils.obj,294,74100,120,1,1148400,223,0
E:\BattleZoneTest\build\obj\Release\battlezone\Seismic.obj,E:\BattleZoneTest\build\obj\Release\battlezone\Seismic.obj,295,14804,23,1,1149888,240,0
E:\BattleZoneTest\build\obj\Release\battlezone\Shell.obj,E:\BattleZoneTest\build\obj\Release\battlezone\Shell.obj,296,388,34,1,1156672,235,0
E:\BattleZoneTest\build\obj\Release\battlezone\ShieldTower.obj,E:\BattleZoneTest\build\obj\Release\battlezone\ShieldTower.obj,297,4448,23,1,1156912,110,0
E:\BattleZoneTest\build\obj\Release\battlezone\ShieldTowerClass.obj,E:\BattleZoneTest\build\obj\Release\battlezone\ShieldTowerClass.obj,298,2800,10,1,1158800,561,0
E:\BattleZoneTest\build\obj\Release\battlezone\ShockBlast.obj,E:\BattleZoneTest\build\obj\Release\battlezone\ShockBlast.obj,299,2412,13,1,16656,52,0
E:\BattleZoneTest\build\obj\Release\battlezone\ShockWaveEffect.obj,E:\BattleZoneTest\build\obj\Release\battlezone\ShockWaveEffect.obj,300,2940,10,1,16720,21,0
E:\BattleZoneTest\build\obj\Release\battlezone\ShortPath.obj,E:\BattleZoneTest\build\obj\Release\battlezone\ShortPath.obj,301,18916,21,1,1165616,46,0
E:\BattleZoneTest\build\obj\Release\battlezone\Silo.obj,E:\BattleZoneTest\build\obj\Release\battlezone\Silo.obj,302,3116,16,1,1165728,110,0
E:\BattleZoneTest\build\obj\Release\battlezone\SiloClass.obj,E:\BattleZoneTest\build\obj\Release\battlezone\SiloClass.obj,303,2728,10,1,1166720,202,0
E:\BattleZoneTest\build\obj\Release\battlezone\SMain.obj,E:\BattleZoneTest\build\obj\Release\battlezone\SMain.obj,304,22044,180,1,1173904,482,0
E:\BattleZoneTest\build\obj\Release\battlezone\SmokeEffect.obj,E:\BattleZoneTest\build\obj\Release\battlezone\SmokeEffect.obj,305,3748,40,1,16928,32,0
E:\BattleZoneTest\build\obj\Release\battlezone\SniperGun.obj,E:\BattleZoneTest\build\obj\Release\battlezone\SniperGun.obj,306,3104,15,1,16960,207,0
E:\BattleZoneTest\build\obj\Release\battlezone\SniperInterface.obj,E:\BattleZoneTest\build\obj\Release\battlezone\SniperInterface.obj,307,4080,55,1,1180304,40,0
E:\BattleZoneTest\build\obj\Release\battlezone\SniperShell.obj,E:\BattleZoneTest\build\obj\Release\battlezone\SniperShell.obj,308,4344,17,1,1182320,281,0
E:\BattleZoneTest\build\obj\Release\battlezone\SObject.obj,E:\BattleZoneTest\build\obj\Release\battlezone\SObject.obj,309,6456,14,1,1183424,216,0
E:\BattleZoneTest\build\obj\Release\battlezone\SoldierProcess.obj,E:\BattleZoneTest\build\obj\Release\battlezone\SoldierProcess.obj,310,16688,20,1,1186112,134,0
E:\BattleZoneTest\build\obj\Release\battlezone\SpawnBuoy.obj,E:\BattleZoneTest\build\obj\Release\battlezone\SpawnBuoy.obj,311,4148,18,1,1187392,364,0
E:\BattleZoneTest\build\obj\Release\battlezone\SpawnBuoyClass.obj,E:\BattleZoneTest\build\obj\Release\battlezone\SpawnBuoyClass.obj,312,1872,7,1,17488,69,0
E:\BattleZoneTest\build\obj\Release\battlezone\SpawnPoint.obj,E:\BattleZoneTest\build\obj\Release\battlezone\SpawnPoint.obj,313,8236,20,1,1188432,106,0
E:\BattleZoneTest\build\obj\Release\battlezone\SpecialItem.obj,E:\BattleZoneTest\build\obj\Release\battlezone\SpecialItem.obj,314,4320,13,1,1189920,104,0
E:\BattleZoneTest\build\obj\Release\battlezone\SpecialItemClass.obj,E:\BattleZoneTest\build\obj\Release\battlezone\SpecialItemClass.obj,315,2676,10,1,1191072,369,0
E:\BattleZoneTest\build\obj\Release\battlezone\SprayBomb.obj,E:\BattleZoneTest\build\obj\Release\battlezone\SprayBomb.obj,316,9972,37,1,1194272,307,0
E:\BattleZoneTest\build\obj\Release\battlezone\StatusDisplay.obj,E:\BattleZoneTest\build\obj\Release\battlezone\StatusDisplay.obj,317,6536,57,1,1196272,201,0
E:\BattleZoneTest\build\obj\Release\battlezone\StrafeAction.obj,E:\BattleZoneTest\build\obj\Release\battlezone\StrafeAction.obj,318,144,6,-1,0,-1,0
E:\BattleZoneTest\build\obj\Release\battlezone\StreamOggSound.obj,E:\BattleZoneTest\build\obj\Release\battlezone\StreamOggSound.obj,319,5500,12,1,1199744,167,0
E:\BattleZoneTest\build\obj\Release\battlezone\SupplyDepot.obj,E:\BattleZoneTest\build\obj\Release\battlezone\SupplyDepot.obj,320,2384,16,1,1200832,185,0
E:\BattleZoneTest\build\obj\Release\battlezone\SupplyDepotClass.obj,E:\BattleZoneTest\build\obj\Release\battlezone\SupplyDepotClass.obj,321,3044,11,1,1202000,322,0
E:\BattleZoneTest\build\obj\Release\battlezone\TargetCam.obj,E:\BattleZoneTest\build\obj\Release\battlezone\TargetCam.obj,322,4628,55,1,1202576,201,0
E:\BattleZoneTest\build\obj\Release\battlezone\Targeting.obj,E:\BattleZoneTest\build\obj\Release\battlezone\Targeting.obj,323,4708,17,1,1205296,229,0
E:\BattleZoneTest\build\obj\Release\battlezone\TargetingGun.obj,E:\BattleZoneTest\build\obj\Release\battlezone\TargetingGun.obj,324,13552,33,1,1208288,210,0
E:\BattleZoneTest\build\obj\Release\battlezone\TeamSlots.obj,E:\BattleZoneTest\build\obj\Release\battlezone\TeamSlots.obj,325,4312,14,1,1213520,124,0
E:\BattleZoneTest\build\obj\Release\battlezone\TeamSwitcher.obj,E:\BattleZoneTest\build\obj\Release\battlezone\TeamSwitcher.obj,326,4648,20,1,1213792,210,0
E:\BattleZoneTest\build\obj\Release\battlezone\TerrainExpose.obj,E:\BattleZoneTest\build\obj\Release\battlezone\TerrainExpose.obj,327,3844,16,1,1215040,90,0
E:\BattleZoneTest\build\obj\Release\battlezone\Texture.obj,E:\BattleZoneTest\build\obj\Release\battlezone\Texture.obj,328,12564,15,1,1216368,125,0
E:\BattleZoneTest\build\obj\Release\battlezone\ThermalLauncher.obj,E:\BattleZoneTest\build\obj\Release\battlezone\ThermalLauncher.obj,329,4560,16,1,18512,256,0
E:\BattleZoneTest\build\obj\Release\battlezone\ThermalMissile.obj,E:\BattleZoneTest\build\obj\Release\battlezone\ThermalMissile.obj,330,4980,25,1,1222128,210,0
E:\BattleZoneTest\build\obj\Release\battlezone\Torpedo.obj,E:\BattleZoneTest\build\obj\Release\battlezone\Torpedo.obj,331,10244,22,1,1223712,70,0
E:\BattleZoneTest\build\obj\Release\battlezone\TorpedoClass.obj,E:\BattleZoneTest\build\obj\Release\battlezone\TorpedoClass.obj,332,3284,12,1,1230256,887,0
E:\BattleZoneTest\build\obj\Release\battlezone\TorpedoProcess.obj,E:\BattleZoneTest\build\obj\Release\battlezone\TorpedoProcess.obj,333,2696,17,1,1231472,40,0
