module_name,object_name,stream,symbol_size,source_file_count,range_section,range_offset,range_size,flags
E:\BattleZoneTest\build\obj\Release\battlezone\Tracer.obj,E:\BattleZoneTest\build\obj\Release\battlezone\Tracer.obj,334,6120,18,1,1232592,441,0
E:\BattleZoneTest\build\obj\Release\battlezone\Tran01Mission.obj,E:\BattleZoneTest\build\obj\Release\battlezone\Tran01Mission.obj,335,148,3,-1,0,-1,0
E:\BattleZoneTest\build\obj\Release\battlezone\Tran02Mission.obj,E:\BattleZoneTest\build\obj\Release\battlezone\Tran02Mission.obj,336,5492,23,1,1236448,40,0
E:\BattleZoneTest\build\obj\Release\battlezone\Tran03Mission.obj,E:\BattleZoneTest\build\obj\Release\battlezone\Tran03Mission.obj,337,6292,28,1,1238944,40,0
E:\BattleZoneTest\build\obj\Release\battlezone\Tran04Mission.obj,E:\BattleZoneTest\build\obj\Release\battlezone\Tran04Mission.obj,338,6636,29,1,1241648,40,0
E:\BattleZoneTest\build\obj\Release\battlezone\Tran05Mission.obj,E:\BattleZoneTest\build\obj\Release\battlezone\Tran05Mission.obj,339,5280,33,1,1245088,40,0
E:\BattleZoneTest\build\obj\Release\battlezone\Tug.obj,E:\BattleZoneTest\build\obj\Release\battlezone\Tug.obj,340,9564,33,1,1246048,217,0
E:\BattleZoneTest\build\obj\Release\battlezone\TugClass.obj,E:\BattleZoneTest\build\obj\Release\battlezone\TugClass.obj,341,2776,16,1,1250592,312,0
E:\BattleZoneTest\build\obj\Release\battlezone\TugProcess.obj,E:\BattleZoneTest\build\obj\Release\battlezone\TugProcess.obj,342,19248,42,1,1258960,156,0
E:\BattleZoneTest\build\obj\Release\battlezone\TurnAction.obj,E:\BattleZoneTest\build\obj\Release\battlezone\TurnAction.obj,343,144,7,-1,0,-1,0
E:\BattleZoneTest\build\obj\Release\battlezone\TurretCraft.obj,E:\BattleZoneTest\build\obj\Release\battlezone\TurretCraft.obj,344,12128,38,1,1260160,544,0
E:\BattleZoneTest\build\obj\Release\battlezone\TurretCraftClass.obj,E:\BattleZoneTest\build\obj\Release\battlezone\TurretCraftClass.obj,345,2788,12,1,1267184,327,0
E:\BattleZoneTest\build\obj\Release\battlezone\TurretTank.obj,E:\BattleZoneTest\build\obj\Release\battlezone\TurretTank.obj,346,19408,49,1,1267952,209,0
E:\BattleZoneTest\build\obj\Release\battlezone\TurretTankClass.obj,E:\BattleZoneTest\build\obj\Release\battlezone\TurretTankClass.obj,347,2732,15,1,1281184,288,0
E:\BattleZoneTest\build\obj\Release\battlezone\TurretTankProcess.obj,E:\BattleZoneTest\build\obj\Release\battlezone\TurretTankProcess.obj,348,23136,25,1,1285456,167,0
E:\BattleZoneTest\build\obj\Release\battlezone\UnitDialog.obj,E:\BattleZoneTest\build\obj\Release\battlezone\UnitDialog.obj,349,1760,17,1,1289040,368,0
E:\BattleZoneTest\build\obj\Release\battlezone\UnitProcess.obj,E:\BattleZoneTest\build\obj\Release\battlezone\UnitProcess.obj,350,30636,47,1,1289680,99,0
E:\BattleZoneTest\build\obj\Release\battlezone\UnitTask.obj,E:\BattleZoneTest\build\obj\Release\battlezone\UnitTask.obj,351,56620,66,1,1333328,36,0
E:\BattleZoneTest\build\obj\Release\battlezone\UserProcess.obj,E:\BattleZoneTest\build\obj\Release\battlezone\UserProcess.obj,352,8104,20,1,1333632,106,0
E:\BattleZoneTest\build\obj\Release\battlezone\Walker.obj,E:\BattleZoneTest\build\obj\Release\battlezone\Walker.obj,353,15672,37,1,1337840,145,0
E:\BattleZoneTest\build\obj\Release\battlezone\WalkerClass.obj,E:\BattleZoneTest\build\obj\Release\battlezone\WalkerClass.obj,354,3220,11,1,1350464,1841,0
E:\BattleZoneTest\build\obj\Release\battlezone\Weapon.obj,E:\BattleZoneTest\build\obj\Release\battlezone\Weapon.obj,355,7916,1147,1,1352688,331,0
E:\BattleZoneTest\build\obj\Release\battlezone\WeaponClass.obj,E:\BattleZoneTest\build\obj\Release\battlezone\WeaponClass.obj,356,12480,1148,1,1353648,954,0
E:\BattleZoneTest\build\obj\Release\battlezone\WeaponMine.obj,E:\BattleZoneTest\build\obj\Release\battlezone\WeaponMine.obj,357,7000,27,1,1355856,387,0
E:\BattleZoneTest\build\obj\Release\battlezone\WeaponPowerup.obj,E:\BattleZoneTest\build\obj\Release\battlezone\WeaponPowerup.obj,358,2700,14,1,1358656,182,0
E:\BattleZoneTest\build\obj\Release\battlezone\WeaponPowerupClass.obj,E:\BattleZoneTest\build\obj\Release\battlezone\WeaponPowerupClass.obj,359,3292,11,1,1359024,278,0
E:\BattleZoneTest\build\obj\Release\battlezone\Wingman.obj,E:\BattleZoneTest\build\obj\Release\battlezone\Wingman.obj,360,1220,17,1,1359744,128,0
E:\BattleZoneTest\build\obj\Release\battlezone\WingmanClass.obj,E:\BattleZoneTest\build\obj\Release\battlezone\WingmanClass.obj,361,1944,13,1,19920,72,0
E:\BattleZoneTest\build\obj\Release\battlezone\WingmanProcess.obj,E:\BattleZoneTest\build\obj\Release\battlezone\WingmanProcess.obj,362,22188,32,1,1364224,74,0
E:\BattleZoneTest\build\obj\Release\battlezone\Horizon.obj,E:\BattleZoneTest\build\obj\Release\battlezone\Horizon.obj,363,6864,32,1,1365664,119,0
E:\BattleZoneTest\build\obj\Release\battlezone\I76loop.obj,E:\BattleZoneTest\build\obj\Release\battlezone\I76loop.obj,364,4188,51,1,1371520,310,0
E:\BattleZoneTest\build\obj\Release\battlezone\I76win.obj,E:\BattleZoneTest\build\obj\Release\battlezone\I76win.obj,365,22332,149,1,1372400,150,0
E:\BattleZoneTest\build\obj\Release\battlezone\Views.obj,E:\BattleZoneTest\build\obj\Release\battlezone\Views.obj,366,14964,34,1,1392112,238,0
E:\BattleZoneTest\build\obj\Release\battlezone\Cheater.obj,E:\BattleZoneTest\build\obj\Release\battlezone\Cheater.obj,367,4692,21,1,1395936,2208,0
E:\BattleZoneTest\build\obj\Release\battlezone\Gamekeys.obj,E:\BattleZoneTest\build\obj\Release\battlezone\Gamekeys.obj,368,1868,42,1,1398272,1014,0
E:\BattleZoneTest\build\obj\Release\battlezone\Input.obj,E:\BattleZoneTest\build\obj\Release\battlezone\Input.obj,369,12552,25,1,1406928,78,0
E:\BattleZoneTest\build\obj\Release\battlezone\Joystick.obj,E:\BattleZoneTest\build\obj\Release\battlezone\Joystick.obj,370,6896,10,1,1412416,423,0
E:\BattleZoneTest\build\obj\Release\battlezone\keybd_j1.obj,E:\BattleZoneTest\build\obj\Release\battlezone\keybd_j1.obj,371,140,8,-1,0,-1,0
E:\BattleZoneTest\build\obj\Release\battlezone\keybd_jn.obj,E:\BattleZoneTest\build\obj\Release\battlezone\keybd_jn.obj,372,292,8,-1,0,-1,0
E:\BattleZoneTest\build\obj\Release\battlezone\keybd__e.obj,E:\BattleZoneTest\build\obj\Release\battlezone\keybd__e.obj,373,140,8,-1,0,-1,0
E:\BattleZoneTest\build\obj\Release\battlezone\keybd__g.obj,E:\BattleZoneTest\build\obj\Release\battlezone\keybd__g.obj,374,140,8,-1,0,-1,0
E:\BattleZoneTest\build\obj\Release\battlezone\Keyboard.obj,E:\BattleZoneTest\build\obj\Release\battlezone\Keyboard.obj,375,4288,13,1,1415232,81,0
E:\BattleZoneTest\build\obj\Release\battlezone\Mouse.obj,E:\BattleZoneTest\build\obj\Release\battlezone\Mouse.obj,376,5100,10,1,1416192,105,0
E:\BattleZoneTest\build\obj\Release\battlezone\lzo1x_9x.obj,E:\BattleZoneTest\build\obj\Release\battlezone\lzo1x_9x.obj,377,7804,33,1,1420592,167,0
E:\BattleZoneTest\build\obj\Release\battlezone\lzo1x_o.obj,E:\BattleZoneTest\build\obj\Release\battlezone\lzo1x_o.obj,378,140,32,-1,0,-1,0
E:\BattleZoneTest\build\obj\Release\battlezone\lzo1y_9x.obj,E:\BattleZoneTest\build\obj\Release\battlezone\lzo1y_9x.obj,379,156,36,-1,0,-1,0
E:\BattleZoneTest\build\obj\Release\battlezone\lzo1y_o.obj,E:\BattleZoneTest\build\obj\Release\battlezone\lzo1y_o.obj,380,140,34,-1,0,-1,0
E:\BattleZoneTest\build\obj\Release\battlezone\lzo_init.obj,E:\BattleZoneTest\build\obj\Release\battlezone\lzo_init.obj,381,868,30,1,1422192,455,0
E:\BattleZoneTest\build\obj\Release\battlezone\lzo_ptr.obj,E:\BattleZoneTest\build\obj\Release\battlezone\lzo_ptr.obj,382,140,29,-1,0,-1,0
E:\BattleZoneTest\build\obj\Release\battlezone\lzo_str.obj,E:\BattleZoneTest\build\obj\Release\battlezone\lzo_str.obj,383,140,29,-1,0,-1,0
E:\BattleZoneTest\build\obj\Release\battlezone\lzo_util.obj,E:\BattleZoneTest\build\obj\Release\battlezone\lzo_util.obj,384,172,29,-1,0,-1,0
E:\BattleZoneTest\build\obj\Release\battlezone\chat.obj,E:\BattleZoneTest\build\obj\Release\battlezone\chat.obj,385,8976,21,1,1424336,144,0
E:\BattleZoneTest\build\obj\Release\battlezone\netutil.obj,E:\BattleZoneTest\build\obj\Release\battlezone\netutil.obj,386,7508,8,1,1426736,132,0
E:\BattleZoneTest\build\obj\Release\battlezone\score.obj,E:\BattleZoneTest\build\obj\Release\battlezone\score.obj,387,40008,56,1,1442752,177,0
E:\BattleZoneTest\build\obj\Release\battlezone\AnimObj.obj,E:\BattleZoneTest\build\obj\Release\battlezone\AnimObj.obj,388,6028,15,1,1443440,34,0
E:\BattleZoneTest\build\obj\Release\battlezone\Bspcache.obj,E:\BattleZoneTest\build\obj\Release\battlezone\Bspcache.obj,389,140,12,-1,0,-1,0
E:\BattleZoneTest\build\obj\Release\battlezone\Bspobj.obj,E:\BattleZoneTest\build\obj\Release\battlezone\Bspobj.obj,390,140,3,-1,0,-1,0
E:\BattleZoneTest\build\obj\Release\battlezone\Classfnc.obj,E:\BattleZoneTest\build\obj\Release\battlezone\Classfnc.obj,391,9012,17,1,1448560,88,0
E:\BattleZoneTest\build\obj\Release\battlezone\Entities.obj,E:\BattleZoneTest\build\obj\Release\battlezone\Entities.obj,392,4996,26,1,1450240,67,0
E:\BattleZoneTest\build\obj\Release\battlezone\Obj76.obj,E:\BattleZoneTest\build\obj\Release\battlezone\Obj76.obj,393,4020,12,1,1452080,117,0
E:\BattleZoneTest\build\obj\Release\battlezone\objdb.obj,E:\BattleZoneTest\build\obj\Release\battlezone\objdb.obj,394,2356,5,1,1452896,496,0
E:\BattleZoneTest\build\obj\Release\battlezone\objtrack.obj,E:\BattleZoneTest\build\obj\Release\battlezone\objtrack.obj,395,140,3,-1,0,-1,0
E:\BattleZoneTest\build\obj\Release\battlezone\Obj_util.obj,E:\BattleZoneTest\build\obj\Release\battlezone\Obj_util.obj,396,6128,10,1,1454704,542,0
E:\BattleZoneTest\build\obj\Release\battlezone\Scrounge.obj,E:\BattleZoneTest\build\obj\Release\battlezone\Scrounge.obj,397,2972,13,1,1455664,11,0
E:\BattleZoneTest\build\obj\Release\battlezone\Shadows.obj,E:\BattleZoneTest\build\obj\Release\battlezone\Shadows.obj,398,140,20,-1,0,-1,0
E:\BattleZoneTest\build\obj\Release\battlezone\Spinner.obj,E:\BattleZoneTest\build\obj\Release\battlezone\Spinner.obj,399,2260,9,1,1457552,6,0
E:\BattleZoneTest\build\obj\Release\battlezone\Vehicle.obj,E:\BattleZoneTest\build\obj\Release\battlezone\Vehicle.obj,400,432,8,1,1457840,376,0
E:\BattleZoneTest\build\obj\Release\battlezone\MurmurHash3.obj,E:\BattleZoneTest\build\obj\Release\battlezone\MurmurHash3.obj,401,2372,4,1,1458224,812,0
E:\BattleZoneTest\build\obj\Release\battlezone\Ogre3d_wrapper.obj,E:\BattleZoneTest\build\obj\Release\battlezone\Ogre3d_wrapper.obj,402,96860,161,1,1470080,90,0
E:\BattleZoneTest\build\obj\Release\battlezone\Ogre76Archive.obj,E:\BattleZoneTest\build\obj\Release\battlezone\Ogre76Archive.obj,403,272676,58,1,1509472,97,0
E:\BattleZoneTest\build\obj\Release\battlezone\Ogre76DynamicGeometry.obj,E:\BattleZoneTest\build\obj\Release\battlezone\Ogre76DynamicGeometry.obj,404,44364,48,1,1521920,99,0
E:\BattleZoneTest\build\obj\Release\battlezone\Ogre76Handler.obj,E:\BattleZoneTest\build\obj\Release\battlezone\Ogre76Handler.obj,405,45444,167,1,1526624,373,0
E:\BattleZoneTest\build\obj\Release\battlezone\Ogre76SpriteHandler.obj,E:\BattleZoneTest\build\obj\Release\battlezone\Ogre76SpriteHandler.obj,406,34844,123,1,1552096,16,0
E:\BattleZoneTest\build\obj\Release\battlezone\Bitmap.obj,E:\BattleZoneTest\build\obj\Release\battlezone\Bitmap.obj,407,13172,3,1,1555152,252,0
E:\BattleZoneTest\build\obj\Release\battlezone\Camera.obj,E:\BattleZoneTest\build\obj\Release\battlezone\Camera.obj,408,5568,8,1,1561680,302,0
E:\BattleZoneTest\build\obj\Release\battlezone\Color.obj,E:\BattleZoneTest\build\obj\Release\battlezone\Color.obj,409,3988,6,1,1563184,107,0
E:\BattleZoneTest\build\obj\Release\battlezone\Fadepal.obj,E:\BattleZoneTest\build\obj\Release\battlezone\Fadepal.obj,410,764,12,1,1563632,440,0
E:\BattleZoneTest\build\obj\Release\battlezone\Font.obj,E:\BattleZoneTest\build\obj\Release\battlezone\Font.obj,411,2412,17,1,1564080,459,0
E:\BattleZoneTest\build\obj\Release\battlezone\Graphbuf.obj,E:\BattleZoneTest\build\obj\Release\battlezone\Graphbuf.obj,412,1624,5,1,1565264,210,0
E:\BattleZoneTest\build\obj\Release\battlezone\Lightmd.obj,E:\BattleZoneTest\build\obj\Release\battlezone\Lightmd.obj,413,6292,9,1,1566000,570,0
E:\BattleZoneTest\build\obj\Release\battlezone\Line.obj,E:\BattleZoneTest\build\obj\Release\battlezone\Line.obj,414,4404,10,1,1570144,44,0
E:\BattleZoneTest\build\obj\Release\battlezone\Pane.obj,E:\BattleZoneTest\build\obj\Release\battlezone\Pane.obj,415,556,3,1,1570272,259,0
E:\BattleZoneTest\build\obj\Release\battlezone\Pcx.obj,E:\BattleZoneTest\build\obj\Release\battlezone\Pcx.obj,416,1540,6,1,1570544,620,0
E:\BattleZoneTest\build\obj\Release\battlezone\Sprites.obj,E:\BattleZoneTest\build\obj\Release\battlezone\Sprites.obj,417,15980,24,1,1572256,400,0
E:\BattleZoneTest\build\obj\Release\battlezone\Video.obj,E:\BattleZoneTest\build\obj\Release\battlezone\Video.obj,418,4516,18,1,1582960,350,0
E:\BattleZoneTest\build\obj\Release\battlezone\Ai.obj,E:\BattleZoneTest\build\obj\Release\battlezone\Ai.obj,419,9108,214,1,1586208,328,0
E:\BattleZoneTest\build\obj\Release\battlezone\Aibuild.obj,E:\BattleZoneTest\build\obj\Release\battlezone\Aibuild.obj,420,36588,206,1,1593488,424,0
E:\BattleZoneTest\build\obj\Release\battlezone\aip.obj,E:\BattleZoneTest\build\obj\Release\battlezone\aip.obj,421,9856,194,1,1604896,915,0
E:\BattleZoneTest\build\obj\Release\battlezone\AI_Match.obj,E:\BattleZoneTest\build\obj\Release\battlezone\AI_Match.obj,422,3268,200,1,1610096,313,0
E:\BattleZoneTest\build\obj\Release\battlezone\Ai_parts.obj,E:\BattleZoneTest\build\obj\Release\battlezone\Ai_parts.obj,423,1440,196,1,1611584,105,0
E:\BattleZoneTest\build\obj\Release\battlezone\ai_team.obj,E:\BattleZoneTest\build\obj\Release\battlezone\ai_team.obj,424,19604,75,1,1611936,134,0
E:\BattleZoneTest\build\obj\Release\battlezone\Blobs.obj,E:\BattleZoneTest\build\obj\Release\battlezone\Blobs.obj,425,140,17,-1,0,-1,0
E:\BattleZoneTest\build\obj\Release\battlezone\Buildid.obj,E:\BattleZoneTest\build\obj\Release\battlezone\Buildid.obj,426,140,176,-1,0,-1,0
E:\BattleZoneTest\build\obj\Release\battlezone\Defense_Map.obj,E:\BattleZoneTest\build\obj\Release\battlezone\Defense_Map.obj,427,144,5,-1,0,-1,0
E:\BattleZoneTest\build\obj\Release\battlezone\DR_Debug.obj,E:\BattleZoneTest\build\obj\Release\battlezone\DR_Debug.obj,428,140,90,-1,0,-1,0
E:\BattleZoneTest\build\obj\Release\battlezone\Escort_Goal.obj,E:\BattleZoneTest\build\obj\Release\battlezone\Escort_Goal.obj,429,4732,97,1,1619984,146,0
E:\BattleZoneTest\build\obj\Release\battlezone\Expression.obj,E:\BattleZoneTest\build\obj\Release\battlezone\Expression.obj,430,11496,22,1,1622432,284,0
E:\BattleZoneTest\build\obj\Release\battlezone\Genllist.obj,E:\BattleZoneTest\build\obj\Release\battlezone\Genllist.obj,431,140,13,-1,0,-1,0
E:\BattleZoneTest\build\obj\Release\battlezone\Geom.obj,E:\BattleZoneTest\build\obj\Release\battlezone\Geom.obj,432,136,9,-1,0,-1,0
E:\BattleZoneTest\build\obj\Release\battlezone\Goal.obj,E:\BattleZoneTest\build\obj\Release\battlezone\Goal.obj,433,332,18,1,1624400,12,0
E:\BattleZoneTest\build\obj\Release\battlezone\Grasfire.obj,E:\BattleZoneTest\build\obj\Release\battlezone\Grasfire.obj,434,2876,19,1,1624416,155,0
E:\BattleZoneTest\build\obj\Release\battlezone\Id.obj,E:\BattleZoneTest\build\obj\Release\battlezone\Id.obj,435,136,141,-1,0,-1,0
E:\BattleZoneTest\build\obj\Release\battlezone\IParse.obj,E:\BattleZoneTest\build\obj\Release\battlezone\IParse.obj,436,33124,29,1,1625824,91,0
E:\BattleZoneTest\build\obj\Release\battlezone\Linklist.obj,E:\BattleZoneTest\build\obj\Release\battlezone\Linklist.obj,437,3064,21,1,1636848,109,0
E:\BattleZoneTest\build\obj\Release\battlezone\Mapgrid.obj,E:\BattleZoneTest\build\obj\Release\battlezone\Mapgrid.obj,438,980,182,1,1637632,237,0
E:\BattleZoneTest\build\obj\Release\battlezone\Mapgrid_Goal.obj,E:\BattleZoneTest\build\obj\Release\battlezone\Mapgrid_Goal.obj,439,4192,197,1,1637872,133,0
E:\BattleZoneTest\build\obj\Release\battlezone\Mutils.obj,E:\BattleZoneTest\build\obj\Release\battlezone\Mutils.obj,440,508,164,1,1640576,158,0
E:\BattleZoneTest\build\obj\Release\battlezone\Nrutil.obj,E:\BattleZoneTest\build\obj\Release\battlezone\Nrutil.obj,441,984,150,1,1640848,98,0
E:\BattleZoneTest\build\obj\Release\battlezone\Partid.obj,E:\BattleZoneTest\build\obj\Release\battlezone\Partid.obj,442,140,165,-1,0,-1,0
E:\BattleZoneTest\build\obj\Release\battlezone\Prereq.obj,E:\BattleZoneTest\build\obj\Release\battlezone\Prereq.obj,443,7076,184,1,1643776,135,0
E:\BattleZoneTest\build\obj\Release\battlezone\Random.obj,E:\BattleZoneTest\build\obj\Release\battlezone\Random.obj,444,228,143,-1,0,-1,0
E:\BattleZoneTest\build\obj\Release\battlezone\ScheduleGlue.obj,E:\BattleZoneTest\build\obj\Release\battlezone\ScheduleGlue.obj,445,47468,139,1,1660480,43,0
E:\BattleZoneTest\build\obj\Release\battlezone\scheduler.obj,E:\BattleZoneTest\build\obj\Release\battlezone\scheduler.obj,446,12600,199,1,1665312,300,0
E:\BattleZoneTest\build\obj\Release\battlezone\Sortlist.obj,E:\BattleZoneTest\build\obj\Release\battlezone\Sortlist.obj,447,672,14,1,1667296,287,0
E:\BattleZoneTest\build\obj\Release\battlezone\Squad.obj,E:\BattleZoneTest\build\obj\Release\battlezone\Squad.obj,448,4976,201,1,1667584,169,0
E:\BattleZoneTest\build\obj\Release\battlezone\Stratmap.obj,E:\BattleZoneTest\build\obj\Release\battlezone\Stratmap.obj,449,1168,192,1,1669312,153,0
E:\BattleZoneTest\build\obj\Release\battlezone\Team.obj,E:\BattleZoneTest\build\obj\Release\battlezone\Team.obj,450,1268,181,1,1669744,80,0
E:\BattleZoneTest\build\obj\Release\battlezone\Unitid.obj,E:\BattleZoneTest\build\obj\Release\battlezone\Unitid.obj,451,140,176,-1,0,-1,0
E:\BattleZoneTest\build\obj\Release\battlezone\lobby.obj,E:\BattleZoneTest\build\obj\Release\battlezone\lobby.obj,452,320376,541,1,1717488,52,0
E:\BattleZoneTest\build\obj\Release\battlezone\MapManager.obj,E:\BattleZoneTest\build\obj\Release\battlezone\MapManager.obj,453,17936,124,1,1733296,215,0
E:\BattleZoneTest\build\obj\Release\battlezone\p2p.obj,E:\BattleZoneTest\build\obj\Release\battlezone\p2p.obj,454,33996,45,1,1737936,530,0
E:\BattleZoneTest\build\obj\Release\battlezone\StatsAndAchievements.obj,E:\BattleZoneTest\build\obj\Release\battlezone\StatsAndAchievements.obj,455,10524,30,1,1740624,176,0
E:\BattleZoneTest\build\obj\Release\battlezone\steamInterface.obj,E:\BattleZoneTest\build\obj\Release\battlezone\steamInterface.obj,456,1220,13,1,1741280,34,0
E:\BattleZoneTest\build\obj\Release\battlezone\VehicleManager.obj,E:\BattleZoneTest\build\obj\Release\battlezone\VehicleManager.obj,457,14740,13,1,1744480,155,0
E:\BattleZoneTest\build\obj\Release\battlezone\Workshop.obj,E:\BattleZoneTest\build\obj\Release\battlezone\Workshop.obj,458,110648,58,1,1771216,467,0
E:\BattleZoneTest\build\obj\Release\battlezone\AnimSky.obj,E:\BattleZoneTest\build\obj\Release\battlezone\AnimSky.obj,459,20808,29,1,1774304,411,0
E:\BattleZoneTest\build\obj\Release\battlezone\RenderableTerrain.obj,E:\BattleZoneTest\build\obj\Release\battlezone\RenderableTerrain.obj,460,74644,138,1,1807808,62,0
E:\BattleZoneTest\build\obj\Release\battlezone\Terramap.obj,E:\BattleZoneTest\build\obj\Release\battlezone\Terramap.obj,461,38232,48,1,1823520,122,0
E:\BattleZoneTest\build\obj\Release\battlezone\Terr_asm.obj,E:\BattleZoneTest\build\obj\Release\battlezone\Terr_asm.obj,462,13672,7,1,1832544,886,0
E:\BattleZoneTest\build\obj\Release\battlezone\zonemgr.obj,E:\BattleZoneTest\build\obj\Release\battlezone\zonemgr.obj,463,8924,23,1,1839376,85,0
E:\BattleZoneTest\build\obj\Release\battlezone\Zsorting.obj,E:\BattleZoneTest\build\obj\Release\battlezone\Zsorting.obj,464,7636,24,1,1845808,361,0
E:\BattleZoneTest\build\obj\Release\battlezone\UI_AlertDlg.obj,E:\BattleZoneTest\build\obj\Release\battlezone\UI_AlertDlg.obj,465,2988,138,1,1847056,40,0
E:\BattleZoneTest\build\obj\Release\battlezone\UI_Esc.obj,E:\BattleZoneTest\build\obj\Release\battlezone\UI_Esc.obj,466,5928,136,1,1848160,1724,0
E:\BattleZoneTest\build\obj\Release\battlezone\UI_InstantAction.obj,E:\BattleZoneTest\build\obj\Release\battlezone\UI_InstantAction.obj,467,7892,146,1,1850976,1813,0
E:\BattleZoneTest\build\obj\Release\battlezone\UI_Load.obj,E:\BattleZoneTest\build\obj\Release\battlezone\UI_Load.obj,468,7764,137,1,1853920,1440,0
E:\BattleZoneTest\build\obj\Release\battlezone\UI_Loading.obj,E:\BattleZoneTest\build\obj\Release\battlezone\UI_Loading.obj,469,4736,141,1,1855552,675,0
E:\BattleZoneTest\build\obj\Release\battlezone\UI_MainScreen.obj,E:\BattleZoneTest\build\obj\Release\battlezone\UI_MainScreen.obj,470,18548,150,1,1863232,393,0
E:\BattleZoneTest\build\obj\Release\battlezone\UI_MissionArchivesTraining.obj,E:\BattleZoneTest\build\obj\Release\battlezone\UI_MissionArchivesTraining.obj,471,10444,139,1,1864944,1915,0
E:\BattleZoneTest\build\obj\Release\battlezone\UI_MissionArchivesUSA.obj,E:\BattleZoneTest\build\obj\Release\battlezone\UI_MissionArchivesUSA.obj,472,6956,139,1,1867904,1984,0
E:\BattleZoneTest\build\obj\Release\battlezone\UI_MissionArchivesUSSR.obj,E:\BattleZoneTest\build\obj\Release\battlezone\UI_MissionArchivesUSSR.obj,473,6976,139,1,1870864,1985,0
E:\BattleZoneTest\build\obj\Release\battlezone\UI_MissionFailed.obj,E:\BattleZoneTest\build\obj\Release\battlezone\UI_MissionFailed.obj,474,3836,140,1,1873200,1612,0
E:\BattleZoneTest\build\obj\Release\battlezone\UI_MissionSuccess.obj,E:\BattleZoneTest\build\obj\Release\battlezone\UI_MissionSuccess.obj,475,11048,152,1,1878400,1281,0
E:\BattleZoneTest\build\obj\Release\battlezone\UI_MissionTraining.obj,E:\BattleZoneTest\build\obj\Release\battlezone\UI_MissionTraining.obj,476,8284,137,1,1880544,2379,0
E:\BattleZoneTest\build\obj\Release\battlezone\UI_MissionUSA.obj,E:\BattleZoneTest\build\obj\Release\battlezone\UI_MissionUSA.obj,477,8560,136,1,1883728,2720,0
E:\BattleZoneTest\build\obj\Release\battlezone\UI_MissionUSSR.obj,E:\BattleZoneTest\build\obj\Release\battlezone\UI_MissionUSSR.obj,478,8404,136,1,1887216,2623,0
E:\BattleZoneTest\build\obj\Release\battlezone\UI_Mods.obj,E:\BattleZoneTest\build\obj\Release\battlezone\UI_Mods.obj,479,12068,137,1,1890544,2689,0
E:\BattleZoneTest\build\obj\Release\battlezone\UI_MultiPlayer.obj,E:\BattleZoneTest\build\obj\Release\battlezone\UI_MultiPlayer.obj,480,4004,131,1,1894752,1351,0
E:\BattleZoneTest\build\obj\Release\battlezone\UI_Multiplayer_Create.obj,E:\BattleZoneTest\build\obj\Release\battlezone\UI_Multiplayer_Create.obj,481,104252,172,1,1918368,450,0
E:\BattleZoneTest\build\obj\Release\battlezone\UI_MultiPlayer_Lobby.obj,E:\BattleZoneTest\build\obj\Release\battlezone\UI_MultiPlayer_Lobby.obj,482,67856,163,1,1939904,68,0
E:\BattleZoneTest\build\obj\Release\battlezone\UI_Multiplayer_MapSelect.obj,E:\BattleZoneTest\build\obj\Release\battlezone\UI_Multiplayer_MapSelect.obj,483,25400,131,1,1941456,2850,0
E:\BattleZoneTest\build\obj\Release\battlezone\UI_Multiplayer_Refresh.obj,E:\BattleZoneTest\build\obj\Release\battlezone\UI_Multiplayer_Refresh.obj,484,1352,123,1,1947776,224,0
E:\BattleZoneTest\build\obj\Release\battlezone\UI_Multiplayer_Status.obj,E:\BattleZoneTest\build\obj\Release\battlezone\UI_Multiplayer_Status.obj,485,52836,169,1,1962416,108,0
E:\BattleZoneTest\build\obj\Release\battlezone\UI_Multiplayer_UserSelect.obj,E:\BattleZoneTest\build\obj\Release\battlezone\UI_Multiplayer_UserSelect.obj,486,18524,142,1,1962720,2901,0
E:\BattleZoneTest\build\obj\Release\battlezone\UI_Multiplayer_VehicleSelect.obj,E:\BattleZoneTest\build\obj\Release\battlezone\UI_Multiplayer_VehicleSelect.obj,487,7280,126,1,1967744,1239,0
E:\BattleZoneTest\build\obj\Release\battlezone\UI_OptionsAudio.obj,E:\BattleZoneTest\build\obj\Release\battlezone\UI_OptionsAudio.obj,488,5820,138,1,1970736,1649,0
E:\BattleZoneTest\build\obj\Release\battlezone\UI_OptionsGraphics.obj,E:\BattleZoneTest\build\obj\Release\battlezone\UI_OptionsGraphics.obj,489,33920,152,1,1975440,9039,0
E:\BattleZoneTest\build\obj\Release\battlezone\UI_OptionsInput.obj,E:\BattleZoneTest\build\obj\Release\battlezone\UI_OptionsInput.obj,490,24168,138,1,1986368,7572,0
E:\BattleZoneTest\build\obj\Release\battlezone\UI_OptionsJoystick.obj,E:\BattleZoneTest\build\obj\Release\battlezone\UI_OptionsJoystick.obj,491,5432,139,1,1996768,1544,0
E:\BattleZoneTest\build\obj\Release\battlezone\UI_OptionsParent.obj,E:\BattleZoneTest\build\obj\Release\battlezone\UI_OptionsParent.obj,492,4648,134,1,1998528,1484,0
E:\BattleZoneTest\build\obj\Release\battlezone\UI_OptionsPlay.obj,E:\BattleZoneTest\build\obj\Release\battlezone\UI_OptionsPlay.obj,493,9564,154,1,2000656,3677,0
