entry_rva,ghidra_name,ghidra_signature,pdb_name,pdb_segment,pdb_offset
898400,FUN_004db560,undefined FUN_004db560(void),?erase@?$_Tree@V?$_Tmap_traits@VCSteamID@@PAVNetPlayer@@U?$less@VCSteamID@@@std@@V?$allocator@U?$pair@$$CBVCSteamID@@PAVNetPlayer@@@std@@@4@$0A@@std@@@std@@QAE?AV?$_Tree_iterator@V?$_Tree_val@U?$_Tree_simple_types@U?$pair@$$CBVCSteamID@@PAVNetPlayer@@@std@@@std@@@std@@@2@V?$_Tree_const_iterator@V?$_Tree_val@U?$_Tree_simple_types@U?$pair@$$CBVCSteamID@@PAVNetPlayer@@@std@@@std@@@std@@@2@0@Z,1,894304
899904,FUN_004dbb40,undefined FUN_004dbb40(void),?_Eqrange@?$_Tree@V?$_Tmap_traits@VCSteamID@@PAVNetPlayer@@U?$less@VCSteamID@@@std@@V?$allocator@U?$pair@$$CBVCSteamID@@PAVNetPlayer@@@std@@@4@$0A@@std@@@std@@IAE?AU?$pair@V?$_Tree_iterator@V?$_Tree_val@U?$_Tree_simple_types@U?$pair@$$CBVCSteamID@@PAVNetPlayer@@@std@@@std@@@std@@@std@@V12@@2@ABVCSteamID@@@Z,1,895808
901824,FUN_004dc2c0,undefined FUN_004dc2c0(void),?_Rrotate@?$_Tree@V?$_Tmap_traits@VCSteamID@@PAVNetPlayer@@U?$less@VCSteamID@@@std@@V?$allocator@U?$pair@$$CBVCSteamID@@PAVNetPlayer@@@std@@@4@$0A@@std@@@std@@IAEXPAU?$_Tree_node@U?$pair@$$CBVCSteamID@@PAVNetPlayer@@@std@@PAX@2@@Z,1,897728
915440,FUN_004df7f0,undefined FUN_004df7f0(void),?PostLoad@UnitProcess@@UAE_NXZ,1,911344
917104,FUN_004dfe70,undefined FUN_004dfe70(void),?DoSubTask@OffensiveProcess@@MAE_NXZ,1,913008
917840,FUN_004e0150,undefined FUN_004e0150(void),?WaitVsAttack@OffensiveProcess@@IAE_NXZ,1,913744
926304,FUN_004e2260,undefined FUN_004e2260(void),?erase@?$_Tree@V?$_Tmap_traits@U?$pair@VCSteamID@@G@std@@PAVOrdnance@@U?$less@U?$pair@VCSteamID@@G@std@@@2@V?$allocator@U?$pair@$$CBU?$pair@VCSteamID@@G@std@@PAVOrdnance@@@std@@@2@$0A@@std@@@std@@QAE?AV?$_Tree_iterator@V?$_Tree_val@U?$_Tree_simple_types@U?$pair@$$CBU?$pair@VCSteamID@@G@std@@PAVOrdnance@@@std@@@std@@@std@@@2@V?$_Tree_const_iterator@V?$_Tree_val@U?$_Tree_simple_types@U?$pair@$$CBU?$pair@VCSteamID@@G@std@@PAVOrdnance@@@std@@@std@@@std@@@2@0@Z,1,922208
926512,FUN_004e2330,undefined FUN_004e2330(void),?clear@?$list@PAVOrdnance@@V?$allocator@PAVOrdnance@@@std@@@std@@QAEXXZ,1,922416
932240,FUN_004e3990,undefined FUN_004e3990(void),?Init@OverView@@UAEXXZ,1,928144
935728,FUN_004e4730,undefined FUN_004e4730(void),?SetObject@OverView@@QAEXPAVGameObject@@@Z,1,931632
936848,FUN_004e4b90,undefined FUN_004e4b90(void),?PostRun@ParameterDBFeature@@UAEXXZ,1,932752
940656,FUN_004e5a70,undefined FUN_004e5a70(void),?Get@ParameterDB@@QBE_NIIPAPBVParticleSimulateClass@@PBV2@@Z,1,936560
950512,FUN_004e80f0,undefined FUN_004e80f0(void),?Link@NodeNeighbor@@SAXPAUStrip@@0@Z,1,946416
953648,FUN_004e8d30,undefined FUN_004e8d30(void),?MakePath@@YAXPAUStrip@@PAVPathPlan@@@Z,1,949552
979136,FUN_004ef0c0,undefined FUN_004ef0c0(void),?DrawPriorities@PathDisplay@@IAEXXZ,1,975040
987872,FUN_004f12e0,undefined FUN_004f12e0(void),?EditPathName@PathDisplay@@IAE_NXZ,1,983776
1009776,FUN_004f6870,undefined FUN_004f6870(void),?RegCollision@Person@@UAE_NPAU_OBJ76@@PAUCLSN_INFO@@1@Z,1,1005680
1010464,FUN_004f6b20,undefined FUN_004f6b20(void),?UnPackTempState@Person@@UAEXPAXPAI@Z,1,1006368
1013056,FUN_004f7540,undefined FUN_004f7540(void),??0PersonClass@@QAE@XZ,1,1008960
1020416,FUN_004f9200,undefined FUN_004f9200(void),??0PersonStraight@@QAE@PAVCraft@@PAVGameObject@@@Z,1,1016320
1040128,FUN_004fdf00,undefined FUN_004fdf00(void),?GetRtimeClass@PowerUpProcess@@UAEPAVRtimeClass@@XZ,1,1036032
1056592,FUN_00501f50,undefined FUN_00501f50(void),?GetAmmoGauge@Producer@@UAEMXZ,1,1052496
1060992,FUN_00503080,undefined FUN_00503080(void),?Cleanup@ProximityMine@@UAEXXZ,1,1056896
1063808,FUN_00503b80,undefined FUN_00503b80(void),??_ERadarDamper@@UAEPAXI@Z,1,1059712
1063856,FUN_00503bb0,undefined FUN_00503bb0(void),??1RadarDamper@@UAE@XZ,1,1059760
1063952,FUN_00503c10,undefined FUN_00503c10(void),?Activate@RadarDamper@@UAEXXZ,1,1059856
1064464,FUN_00503e10,undefined FUN_00503e10(void),?Simulate@RadarLauncher@@UAEXM@Z,1,1060368
1066848,FUN_00504760,undefined FUN_00504760(void),?Cleanup@Recycler@@UAEXXZ,1,1062752
1067008,FUN_00504800,undefined FUN_00504800(void),?Load@Recycler@@UAE_NPAU_iobuf@@@Z,1,1062912
1068000,FUN_00504be0,undefined FUN_00504be0(void),?Save@RecyclerProcess@@UAE_NPAU_iobuf@@@Z,1,1063904
1069712,FUN_00505290,undefined FUN_00505290(void),?InitState@RecyclerProcess@@IAEXXZ,1,1065616
1071632,FUN_00505a10,undefined FUN_00505a10(void),?ChangeState@RecyclerProcess@@IAEXW4AiCommand@@@Z,1,1067536
1075312,FUN_00506870,undefined FUN_00506870(void),?DrawStateA@RecycleTask@@UAEXXZ,1,1071216
1077616,FUN_00507170,undefined FUN_00507170(void),?InitGotoScrap@RecycleTask@@IAEXXZ,1,1073520
1083376,FUN_005087f0,undefined FUN_005087f0(void),??0ScavGotoRepair@@QAE@PAVCraft@@PAVGameObject@@@Z,1,1079280
1095344,FUN_0050b6b0,undefined FUN_0050b6b0(void),?Render@Reticle@@UAEXXZ,1,1091248
1097728,FUN_0050c000,undefined FUN_0050c000(void),??0Rocket@@QAE@PAU_OBJ76@@PAVRocketClass@@@Z,1,1093632
1126176,FUN_00512f20,undefined FUN_00512f20(void),??1ScrapDropoff@@UAE@XZ,1,1122080
1126512,FUN_00513070,undefined FUN_00513070(void),?PreLoad@ScrapFieldFeature@@UAEXXZ,1,1122416
1133376,FUN_00514b40,undefined FUN_00514b40(void),?IsAlive@@YA_NAAH@Z,1,1129280
1150048,FUN_00518c60,undefined FUN_00518c60(void),?HopOut@@YAXH@Z,1,1145952
1151568,FUN_00519250,undefined FUN_00519250(void),?CameraReady@@YA_NXZ,1,1147472
1191856,FUN_00522fb0,undefined FUN_00522fb0(void),??_ESpawnBuoy@@UAEPAXI@Z,1,1187760
1192048,FUN_00523070,undefined FUN_00523070(void),?Init@SpawnBuoy@@UAEXH@Z,1,1187952
1213136,FUN_005282d0,undefined FUN_005282d0(void),?Trigger@TargetingGun@@UAEXXZ,1,1209040
1213168,FUN_005282f0,undefined FUN_005282f0(void),?UnTrigger@TargetingGun@@UAEXXZ,1,1209072
1249232,FUN_00530fd0,undefined FUN_00530fd0(void),?AddObject@Tran05Mission@@UAEXPAVGameObject@@@Z,1,1245136
1250432,FUN_00531480,undefined FUN_00531480(void),??1Tug@@UAE@XZ,1,1246336
1250624,FUN_00531540,undefined FUN_00531540(void),?PostLoad@Tug@@UAE_NXZ,1,1246528
1262752,FUN_005344a0,undefined FUN_005344a0(void),?GetRtimeClass@TugFriend@@UAEPAVRtimeClass@@XZ,1,1258656
1262800,FUN_005344d0,undefined FUN_005344d0(void),?CreateObject@TugEnemy@@SAPAVSObject@@XZ,1,1258704
1286224,FUN_0053a050,undefined FUN_0053a050(void),?Load@TurretTankProcess@@UAE_NPAU_iobuf@@@Z,1,1282128
1287920,FUN_0053a6f0,undefined FUN_0053a6f0(void),?InitWait@TurretTankProcess@@MAEXXZ,1,1283824
1288784,FUN_0053aa50,undefined FUN_0053aa50(void),?CreateObject@TurretBlastAttack@@SAPAVSObject@@XZ,1,1284688
1333568,FUN_00545940,undefined FUN_00545940(void),?LookInLocalDir@UnitTask@@IAEXABUVECTOR_3D@@@Z,1,1329472
1460080,FUN_00564770,undefined FUN_00564770(void),_Submit_Scrounge_Objects,1,1455984
1486496,FUN_0056aea0,undefined FUN_0056aea0(void),?listFileInfo@Ogre76Archive@@UAE?AV?$SharedPtr@V?$vector@UFileInfo@Ogre@@V?$STLAllocator@UFileInfo@Ogre@@V?$CategorisedAllocPolicy@$0A@@2@@2@@std@@@Ogre@@_N0@Z,1,1482400
1490128,FUN_0056bcd0,undefined FUN_0056bcd0(void),??0?$basic_ifstream@DU?$char_traits@D@std@@@std@@QAE@XZ,1,1486032
1491264,FUN_0056c140,undefined FUN_0056c140(void),??1?$_Wrap_alloc@V?$STLAllocator@U?$pair@HV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@@std@@V?$CategorisedAllocPolicy@$0A@@Ogre@@@Ogre@@@std@@UAE@XZ,1,1487168
1493536,FUN_0056ca20,undefined FUN_0056ca20(void),?_Lbound@?$_Tree@V?$_Tmap_traits@U?$pair@HV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@@std@@V?$map@UStringHash@@UFileInfo@Ogre@@U?$less@UStringHash@@@std@@V?$STLAllocator@U?$pair@$$CBUStringHash@@UFileInfo@Ogre@@@std@@V?$CategorisedAllocPolicy@$0A@@Ogre@@@3@@2@U?$less@U?$pair@HV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@@std@@@2@V?$STLAllocator@U?$pair@$$CBU?$pair@HV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@@std@@V?$map@UStringHash@@UFileInfo@Ogre@@U?$less@UStringHash@@@std@@V?$STLAllocator@U?$pair@$$CBUStringHash@@UFileInfo@Ogre@@@std@@V?$CategorisedAllocPolicy@$0A@@Ogre@@@3@@2@@std@@V?$CategorisedAllocPolicy@$0A@@Ogre@@@Ogre@@$0A@@std@@@std@@IBEPAU?$_Tree_node@U?$pair@$$CBU?$pair@HV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@@std@@V?$map@UStringHash@@UFileInfo@Ogre@@U?$less@UStringHash@@@std@@V?$STLAllocator@U?$pair@$$CBUStringHash@@UFileInfo@Ogre@@@std@@V?$CategorisedAllocPolicy@$0A@@Ogre@@@3@@2@@std@@PAX@2@ABU?$pair@HV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@@2@@Z,1,1489440
1494976,FUN_0056cfc0,undefined FUN_0056cfc0(void),?_Erase@?$_Tree@V?$_Tmap_traits@UStringHash@@UFileInfo@Ogre@@U?$less@UStringHash@@@std@@V?$STLAllocator@U?$pair@$$CBUStringHash@@UFileInfo@Ogre@@@std@@V?$CategorisedAllocPolicy@$0A@@Ogre@@@3@$0A@@std@@@std@@IAEXPAU?$_Tree_node@U?$pair@$$CBUStringHash@@UFileInfo@Ogre@@@std@@PAX@2@@Z,1,1490880
1497264,FUN_0056d8b0,undefined FUN_0056d8b0(void),??$_Copy@U?$integral_constant@_N$0A@@std@@@?$_Tree@V?$_Tmap_traits@UStringHash@@UFileInfo@Ogre@@U?$less@UStringHash@@@std@@V?$STLAllocator@U?$pair@$$CBUStringHash@@UFileInfo@Ogre@@@std@@V?$CategorisedAllocPolicy@$0A@@Ogre@@@3@$0A@@std@@@std@@IAEXABV01@U?$integral_constant@_N$0A@@1@@Z,1,1493168
1505344,FUN_0056f840,undefined FUN_0056f840(void),??$_Insert_nohint@AAU?$pair@$$CBV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@UFileInfo@Ogre@@@std@@PAU?$_Tree_node@U?$pair@$$CBV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@UFileInfo@Ogre@@@std@@PAX@2@@?$_Tree@V?$_Tmap_traits@V?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@UFileInfo@Ogre@@U?$less@V?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@@2@V?$allocator@U?$pair@$$CBV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@UFileInfo@Ogre@@@std@@@2@$0A@@std@@@std@@IAE?AU?$pair@V?$_Tree_iterator@V?$_Tree_val@U?$_Tree_simple_types@U?$pair@$$CBV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@UFileInfo@Ogre@@@std@@@std@@@std@@@std@@_N@1@_NAAU?$pair@$$CBV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@UFileInfo@Ogre@@@1@PAU?$_Tree_node@U?$pair@$$CBV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@UFileInfo@Ogre@@@std@@PAX@1@@Z,1,1501248
1514592,FUN_00571c60,undefined FUN_00571c60(void),??$?0V?$tuple@ABU?$pair@HV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@@std@@@std@@V?$tuple@$$$V@1@$0A@$S@?$pair@$$CBU?$pair@HV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@@std@@V?$map@UStringHash@@UFileInfo@Ogre@@U?$less@UStringHash@@@std@@V?$STLAllocator@U?$pair@$$CBUStringHash@@UFileInfo@Ogre@@@std@@V?$CategorisedAllocPolicy@$0A@@Ogre@@@3@@2@@std@@QAE@AAV?$tuple@ABU?$pair@HV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@@std@@@1@AAV?$tuple@$$$V@1@U?$_Arg_idx@$0A@@1@U?$_Arg_idx@$S@1@@Z,1,1510496
1514752,FUN_00571d00,undefined FUN_00571d00(void),??$swap@D$0BA@@std@@YAXAAY0BA@D0@Z,1,1510656
1517456,FUN_00572790,undefined FUN_00572790(void),?append@?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@QAEAAV12@ID@Z,1,1513360
1518176,FUN_00572a60,undefined FUN_00572a60(void),??_E?$STLAllocator@U?$pair@$$CBU?$pair@HV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@@std@@V?$map@UStringHash@@UFileInfo@Ogre@@U?$less@UStringHash@@@std@@V?$STLAllocator@U?$pair@$$CBUStringHash@@UFileInfo@Ogre@@@std@@V?$CategorisedAllocPolicy@$0A@@Ogre@@@3@@2@@std@@V?$CategorisedAllocPolicy@$0A@@Ogre@@@Ogre@@UAEPAXI@Z,1,1514080
1518288,FUN_00572ad0,undefined FUN_00572ad0(void),??1?$STLAllocator@U?$pair@$$CBUStringHash@@UFileInfo@Ogre@@@std@@V?$CategorisedAllocPolicy@$0A@@Ogre@@@Ogre@@UAE@XZ,1,1514192
1518544,FUN_00572bd0,undefined FUN_00572bd0(void),??1recursive_mutex@boost@@QAE@XZ,1,1514448
1518592,FUN_00572c00,undefined FUN_00572c00(void),?getMovableType@DynamicGeometry@@UBEABV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@XZ,1,1514496
1522784,FUN_00573c60,undefined FUN_00573c60(void),?beginOcclusionQuery@DynamicGeometry@@QAEPAVOcclusionQueryBatch@1@ABV?$SharedPtr@VMaterial@Ogre@@@Ogre@@W4OperationType@RenderOperation@4@M@Z,1,1518688
1524736,FUN_00574400,undefined FUN_00574400(void),?push_back@?$vector@VHardwareVertexBufferSharedPtr@Ogre@@V?$allocator@VHardwareVertexBufferSharedPtr@Ogre@@@std@@@std@@QAEX$$QAVHardwareVertexBufferSharedPtr@Ogre@@@Z,1,1520640
1526288,FUN_00574a10,undefined FUN_00574a10(void),??$_Uninit_move@PAVHardwareIndexBufferSharedPtr@Ogre@@PAV12@V?$allocator@VHardwareIndexBufferSharedPtr@Ogre@@@std@@V12@@std@@YAPAVHardwareIndexBufferSharedPtr@Ogre@@PAV12@00AAU?$_Wrap_alloc@V?$allocator@VHardwareIndexBufferSharedPtr@Ogre@@@std@@@0@0U_Nonscalar_ptr_iterator_tag@0@@Z,1,1522192
1526672,FUN_00574b90,undefined FUN_00574b90(void),_OgreClearScreen,1,1522576
1526832,FUN_00574c30,undefined FUN_00574c30(void),_OgreClearSniperScope,1,1522736
1553632,FUN_0057b4e0,undefined FUN_0057b4e0(void),_OgreDrawLine,1,1549536
1570096,FUN_0057f530,undefined FUN_0057f530(void),_Add_Light_Source,1,1566000
1575264,FUN_00580960,undefined FUN_00580960(void),_ReadSpriteTableFile,1,1571168
1580576,FUN_00581e20,undefined FUN_00581e20(void),_DrawScaledSprite,1,1576480
1592736,FUN_00584da0,undefined FUN_00584da0(void),_AI_SpentCreditRemove,1,1588640
1595040,FUN_005856a0,undefined FUN_005856a0(void),?AIBuild_ReservedAreaIsAreaReserved@@YAHHHHHH@Z,1,1590944
1595696,FUN_00585930,undefined FUN_00585930(void),?AIBuild_ResourceListFind@@YAHHHPAH0@Z,1,1591600
1598016,FUN_00586240,undefined FUN_00586240(void),?AIBuildListGeneratePriorityLevel_RATIO_TO_HAVE@@YAHPAUtag_team@@PAUtagCP_PRIORITY_LEVEL@@H@Z,1,1593920
1608656,FUN_00588bd0,undefined FUN_00588bd0(void),_AIBuild_PriorityLevelNodeIs,1,1604560
1614720,FUN_0058a380,undefined FUN_0058a380(void),_AI_Match_Init,1,1610624
1615408,FUN_0058a630,undefined FUN_0058a630(void),_AI_Parts_AddBuildingToTeam,1,1611312
1616032,FUN_0058a8a0,undefined FUN_0058a8a0(void),?AITeam_TargetsDelete@@YAXPAUtag_team@@@Z,1,1611936
1616560,FUN_0058aab0,undefined FUN_0058aab0(void),_AI_Team_New,1,1612464
1624080,FUN_0058c810,undefined FUN_0058c810(void),??0Escort_Goal@@QAE@PAVScavengerProcess@@PAVGameObject@@HHMPAUtag_strategy_map@@PAUtag_team@@@Z,1,1619984
1624304,FUN_0058c8f0,undefined FUN_0058c8f0(void),?Is_Satisfied@Escort_Goal@@UAEHPAH@Z,1,1620208
1628496,FUN_0058d950,undefined FUN_0058d950(void),?Is_Goal_Undercommitted@Goal@@UAEHXZ,1,1624400
1644144,FUN_00591670,undefined FUN_00591670(void),?Compute_Raw_Priority@Mapgrid_Goal@@UAEMXZ,1,1640048
1650256,construct<>,undefined construct<>(void),??_EUnitAttachment@@UAEPAXI@Z,1,1646160
1654176,FUN_00593da0,undefined FUN_00593da0(void),??0FindSendPoints@@QAE@PAVAiMission@@@Z,1,1650080
1673568,FUN_00598960,undefined FUN_00598960(void),_Team_GetRelation,1,1669472
1691424,FUN_0059cf20,undefined FUN_0059cf20(void),?SettingsCheck@CSteamLobby@@AAE_NAAVcLobby@@_N@Z,1,1687328
1692480,FUN_0059d340,undefined FUN_0059d340(void),??0cGameSettings@@QAE@ABV0@@Z,1,1688384
1718432,FUN_005a38a0,undefined FUN_005a38a0(void),?pop_back@?$deque@V?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@V?$allocator@V?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@@2@@std@@QAEXXZ,1,1714336
1718512,FUN_005a38f0,undefined FUN_005a38f0(void),?push_back@?$list@VcLobby@@V?$allocator@VcLobby@@@std@@@std@@QAEX$$QAVcLobby@@@Z,1,1714416
1718592,FUN_005a3940,undefined FUN_005a3940(void),?Set@?$CCallResult@VCSteamLobby@@ULobbyMatchList_t@@@@QAEX_KPAVCSteamLobby@@P82@AEXPAULobbyMatchList_t@@_N@Z@Z,1,1714496
1718672,FUN_005a3990,undefined FUN_005a3990(void),??1?$CCallResult@VCSteamLobby@@ULobbyMatchList_t@@@@QAE@XZ,1,1714576
1718832,FUN_005a3a30,undefined FUN_005a3a30(void),??1?$date_generator_formatter@Vdate@gregorian@boost@@DV?$ostreambuf_iterator@DU?$char_traits@D@std@@@std@@@date_time@boost@@QAE@XZ,1,1714736
1719104,FUN_005a3b40,undefined FUN_005a3b40(void),?find@?$_Tree@V?$_Tset_traits@VCSteamID@@U?$less@VCSteamID@@@std@@V?$allocator@VCSteamID@@@3@$0A@@std@@@std@@QAE?AV?$_Tree_const_iterator@V?$_Tree_val@U?$_Tree_simple_types@VCSteamID@@@std@@@std@@@2@ABVCSteamID@@@Z,1,1715008
1719376,FUN_005a3c50,undefined FUN_005a3c50(void),??0?$basic_istringstream@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@QAE@ABV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@1@H@Z,1,1715280
1722064,FUN_005a46d0,undefined FUN_005a46d0(void),??$somethingToString@_K@@YA?AV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@AB_K_N@Z,1,1717968
1722640,FUN_005a4910,undefined FUN_005a4910(void),?find@?$_Tree@V?$_Tmap_traits@UEntry@?$CSimpleIniTempl@DU?$SI_NoCase@D@@V?$SI_ConvertA@D@@@@V?$multimap@UEntry@?$CSimpleIniTempl@DU?$SI_NoCase@D@@V?$SI_ConvertA@D@@@@PBDUKeyOrder@12@V?$allocator@U?$pair@$$CBUEntry@?$CSimpleIniTempl@DU?$SI_NoCase@D@@V?$SI_ConvertA@D@@@@PBD@std@@@std@@@std@@UKeyOrder@12@V?$allocator@U?$pair@$$CBUEntry@?$CSimpleIniTempl@DU?$SI_NoCase@D@@V?$SI_ConvertA@D@@@@V?$multimap@UEntry@?$CSimpleIniTempl@DU?$SI_NoCase@D@@V?$SI_ConvertA@D@@@@PBDUKeyOrder@12@V?$allocator@U?$pair@$$CBUEntry@?$CSimpleIniTempl@DU?$SI_NoCase@D@@V?$SI_ConvertA@D@@@@PBD@std@@@std@@@std@@@std@@@4@$0A@@std@@@std@@QBE?AV?$_Tree_const_iterator@V?$_Tree_val@U?$_Tree_simple_types@U?$pair@$$CBUEntry@?$CSimpleIniTempl@DU?$SI_NoCase@D@@V?$SI_ConvertA@D@@@@V?$multimap@UEntry@?$CSimpleIniTempl@DU?$SI_NoCase@D@@V?$SI_ConvertA@D@@@@PBDUKeyOrder@12@V?$allocator@U?$pair@$$CBUEntry@?$CSimpleIniTempl@DU?$SI_NoCase@D@@V?$SI_ConvertA@D@@@@PBD@std@@@std@@@std@@@std@@@std@@@std@@@2@ABUEntry@?$CSimpleIniTempl@DU?$SI_NoCase@D@@V?$SI_ConvertA@D@@@@@Z,1,1718544
1724336,FUN_005a4fb0,undefined FUN_005a4fb0(void),?LoadFile@?$CSimpleIniTempl@DU?$SI_NoCase@D@@V?$SI_ConvertA@D@@@@QAE?AW4SI_Error@@PAU_iobuf@@@Z,1,1720240
1726848,FUN_005a5980,undefined FUN_005a5980(void),?FindEntry@?$CSimpleIniTempl@DU?$SI_NoCase@D@@V?$SI_ConvertA@D@@@@ABE_NAAPADAAPBD111@Z,1,1722752
1728592,FUN_005a6050,undefined FUN_005a6050(void),??1?$pair@$$CBUEntry@?$CSimpleIniTempl@DU?$SI_NoCase@D@@V?$SI_ConvertA@D@@@@V?$multimap@UEntry@?$CSimpleIniTempl@DU?$SI_NoCase@D@@V?$SI_ConvertA@D@@@@PBDUKeyOrder@12@V?$allocator@U?$pair@$$CBUEntry@?$CSimpleIniTempl@DU?$SI_NoCase@D@@V?$SI_ConvertA@D@@@@PBD@std@@@std@@@std@@@std@@QAE@XZ,1,1724496
1729008,FUN_005a61f0,undefined FUN_005a61f0(void),?CopyString@?$CSimpleIniTempl@DU?$SI_NoCase@D@@V?$SI_ConvertA@D@@@@AAE?AW4SI_Error@@AAPBD@Z,1,1724912
1733600,FUN_005a73e0,undefined FUN_005a73e0(void),?GetCallbackSizeBytes@?$CCallResult@VCSteamLobby@@ULobbyMatchList_t@@@@EAEHXZ,1,1729504
1733888,FUN_005a7500,undefined FUN_005a7500(void),?to_string@std@@YA?AV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@1@I@Z,1,1729792
1734096,FUN_005a75d0,undefined FUN_005a75d0(void),?right@std@@YAAAVios_base@1@AAV21@@Z,1,1730000
1781616,FUN_005b2f70,undefined FUN_005b2f70(void),_Close_AnimatedSky,1,1777520
1794752,FUN_005b62c0,undefined FUN_005b62c0(void),?SetClusterVisibility@cRenderableZoneCluster@@QAEX_N@Z,1,1790656
1795040,FUN_005b63e0,undefined FUN_005b63e0(void),?PopulateVertices@cRenderableZoneCluster@@AAEXAAV?$SharedPtr@VMesh@Ogre@@@Ogre@@HH@Z,1,1790944
1810944,FUN_005ba200,undefined FUN_005ba200(void),??0?$_Hash@V?$_Umap_traits@IUAtlasRect@cRenderableTileClusterManager@@V?$_Uhash_compare@IU?$hash@I@std@@U?$equal_to@I@2@@std@@V?$allocator@U?$pair@$$CBIUAtlasRect@cRenderableTileClusterManager@@@std@@@4@$0A@@std@@@std@@QAE@ABV?$_Uhash_compare@IU?$hash@I@std@@U?$equal_to@I@2@@1@ABV?$allocator@U?$pair@$$CBIUAtlasRect@cRenderableTileClusterManager@@@std@@@1@@Z,1,1806848
1841168,FUN_005c1810,undefined FUN_005c1810(void),_Terrain_FindFloor,1,1837072
1849008,FUN_005c36b0,undefined FUN_005c36b0(void),_ZSORTDraw,1,1844912
1850880,FUN_005c3e00,undefined FUN_005c3e00(void),_GetINIInt,1,1846784
1857136,FUN_005c5670,undefined FUN_005c5670(void),?KeyReleased@cUI_SinglePlayer@@UAE_NAAUtagMSG@@@Z,1,1853040
1857296,FUN_005c5710,undefined FUN_005c5710(void),?Click_Load_1@@YAXXZ,1,1853200
1857616,FUN_005c5850,undefined FUN_005c5850(void),?Click_Load_5@@YAXXZ,1,1853520
1859456,FUN_005c5f80,undefined FUN_005c5f80(void),??_EcUI_Load@@UAEPAXI@Z,1,1855360
1860400,FUN_005c6330,undefined FUN_005c6330(void),?RenderAdditionalInfo@cUI_Loading@@QAEXXZ,1,1856304
1868320,FUN_005c8220,undefined FUN_005c8220(void),?ClickBack_ArchivesTraining@@YAXXZ,1,1864224
1868368,FUN_005c8250,undefined FUN_005c8250(void),?ClickLaunch_ArchivesTraining@@YAXXZ,1,1864272
1871312,FUN_005c8dd0,undefined FUN_005c8dd0(void),?Click_Back@cUI_MissionArchivesUSA@@QAEXXZ,1,1867216
1872000,FUN_005c9080,undefined FUN_005c9080(void),??0cUI_MissionArchivesUSA@@QAE@XZ,1,1867904
1877104,FUN_005ca470,undefined FUN_005ca470(void),?Click_Restart@cUI_MissionFailed@@QAEXXZ,1,1873008
1878912,FUN_005cab80,undefined FUN_005cab80(void),??_EcUI_MissionFailed@@UAEPAXI@Z,1,1874816
1878992,FUN_005cabd0,undefined FUN_005cabd0(void),?ClickNext_Success@@YAXXZ,1,1874896
1879168,FUN_005cac80,undefined FUN_005cac80(void),?Click_Next@cUI_MissionSuccess@@QAEXXZ,1,1875072
1879600,FUN_005cae30,undefined FUN_005cae30(void),?KeyPressed@cUI_MissionSuccess@@UAE_NAAUtagMSG@@@Z,1,1875504
1880784,FUN_005cb2d0,undefined FUN_005cb2d0(void),?DisplayResult@cUI_MissionSuccess@@QAEXXZ,1,1876688
1883792,FUN_005cbe90,undefined FUN_005cbe90(void),??_EcUI_MissionSuccess@@UAEPAXI@Z,1,1879696
1883952,FUN_005cbf30,undefined FUN_005cbf30(void),?ClickArchive_Training@@YAXXZ,1,1879856
1884128,FUN_005cbfe0,undefined FUN_005cbfe0(void),?Click_Launch@cUI_MissionTraining@@QAEXXZ,1,1880032
1887024,FUN_005ccb30,undefined FUN_005ccb30(void),??_EcUI_MissionTraining@@UAEPAXI@Z,1,1882928
