entry_va,entry_rva,name,legacy_name,pdb_advisory_name,name_source,legacy_namespace,confidence,score,margin,methods,signature,legacy_signature,legacy_entry_rva,shared_strings,redux_decomp,legacy_decomp
5040912,846608,FUN_004ceb10,in,,legacy_transfer,Global,medium,0.6208,0.6208,shared_strings;same_string_set;shared_constants,undefined FUN_004ceb10(void),"bool __cdecl in(_iobuf * param_1, float * param_2, uint param_3)",0x00148a9f,%s [%d] =,reverse_engineering\workshop\global_decompile\bzr_gog_best_effort\ghidrecomp\results\bins\battlezone98redux.exe-6777ca\decomps\FUN_004ceb10-004ceb10.c,reverse_engineering\decompilation_from_1.5_exe-pdb\clean_pdb_c\functions\0054\00548a9f_in.c
5041184,846880,FUN_004cec20,in,,legacy_transfer,Global,medium,0.6169,0.6169,shared_strings;same_string_set;shared_constants,undefined FUN_004cec20(void),"bool __cdecl in(_iobuf * param_1, double * param_2, uint param_3)",0x00148b50,%*s [%d] = | %lg,reverse_engineering\workshop\global_decompile\bzr_gog_best_effort\ghidrecomp\results\bins\battlezone98redux.exe-6777ca\decomps\FUN_004cec20-004cec20.c,reverse_engineering\decompilation_from_1.5_exe-pdb\clean_pdb_c\functions\0054\00548b50_in.c
5041424,847120,FUN_004ced10,in,,legacy_transfer,Global,medium,0.5229,0.0508,shared_strings;same_string_set;shared_constants,undefined FUN_004ced10(void),"bool __cdecl in(_iobuf * param_1, VECTOR_3D * param_2, uint param_3)",0x00148bea,%*s [%d] =,reverse_engineering\workshop\global_decompile\bzr_gog_best_effort\ghidrecomp\results\bins\battlezone98redux.exe-6777ca\decomps\FUN_004ced10-004ced10.c,reverse_engineering\decompilation_from_1.5_exe-pdb\clean_pdb_c\functions\0054\00548bea_in.c
5041728,847424,FUN_004cee40,in,,legacy_transfer,Global,medium,0.6031,0.1260,shared_strings;same_string_set;shared_constants,undefined FUN_004cee40(void),"bool __cdecl in(_iobuf * param_1, VECTOR_2D * param_2, uint param_3)",0x00148c93,%*s [%d] =,reverse_engineering\workshop\global_decompile\bzr_gog_best_effort\ghidrecomp\results\bins\battlezone98redux.exe-6777ca\decomps\FUN_004cee40-004cee40.c,reverse_engineering\decompilation_from_1.5_exe-pdb\clean_pdb_c\functions\0054\00548c93_in.c
5042032,847728,FUN_004cef70,,,,,,,,,undefined FUN_004cef70(void),,,,,
5042704,848400,FUN_004cf210,in,,legacy_transfer,Global,medium,0.6233,0.1528,shared_strings;same_string_set;shared_constants,undefined FUN_004cf210(void),"bool __cdecl in(_iobuf * param_1, long64 * param_2, uint param_3)",0x00148ebb,%*s [%d] =,reverse_engineering\workshop\global_decompile\bzr_gog_best_effort\ghidrecomp\results\bins\battlezone98redux.exe-6777ca\decomps\FUN_004cf210-004cf210.c,reverse_engineering\decompilation_from_1.5_exe-pdb\clean_pdb_c\functions\0054\00548ebb_in.c
5043024,848720,FUN_004cf350,,,,,,,,,undefined FUN_004cf350(void),,,,,
5043440,849136,FUN_004cf4f0,,,,,,,,,undefined FUN_004cf4f0(void),,,,,
5043488,849184,FUN_004cf520,,,,,,,,,undefined FUN_004cf520(void),,,,,
5043776,849472,FUN_004cf640,,,,,,,,,undefined FUN_004cf640(void),,,,,
5044144,849840,FUN_004cf7b0,in_sptr,,legacy_transfer,Global,low,0.4370,0.0506,shared_strings;same_string_set,undefined FUN_004cf7b0(void),"bool __cdecl in_sptr(_iobuf * param_1, void * * param_2, uint param_3)",0x001490d4,%*s = %p,reverse_engineering\workshop\global_decompile\bzr_gog_best_effort\ghidrecomp\results\bins\battlezone98redux.exe-6777ca\decomps\FUN_004cf7b0-004cf7b0.c,reverse_engineering\decompilation_from_1.5_exe-pdb\clean_pdb_c\functions\0054\005490d4_in_sptr.c
5044352,850048,FUN_004cf880,,,,,,,,,undefined FUN_004cf880(void),,,,,
5044560,850256,FUN_004cf950,,,,,,,,,undefined FUN_004cf950(void),,,,,
5044736,850432,FUN_004cfa00,,,,,,,,,undefined FUN_004cfa00(void),,,,,
5044768,850464,FUN_004cfa20,,,,,,,,,undefined FUN_004cfa20(void),,,,,
5044880,850576,FUN_004cfa90,,,,,,,,,undefined FUN_004cfa90(void),,,,,
5044976,850672,FUN_004cfaf0,,,,,,,,,undefined FUN_004cfaf0(void),,,,,
5045181,850877,Catch_All@004cfbbd,,,,,,,,,undefined Catch_All@004cfbbd(void),,,,,
5045208,850904,FUN_004cfbd8,,,,,,,,,undefined FUN_004cfbd8(void),,,,,
5045248,850944,FUN_004cfc00,,,,,,,,,undefined FUN_004cfc00(void),,,,,
5048133,853829,Catch_All@004d0745,,,,,,,,,undefined Catch_All@004d0745(void),,,,,
5048160,853856,FUN_004d0760,,,,,,,,,undefined FUN_004d0760(void),,,,,
5048256,853952,FUN_004d07c0,,,,,,,,,undefined FUN_004d07c0(void),,,,,
5048304,854000,FUN_004d07f0,,,,,,,,,undefined FUN_004d07f0(void),,,,,
5048336,854032,"construct<class_std::_Ref_count_obj_alloc<class___ExceptionPtr,struct__StaticAllocator<int>_>,struct__StaticAllocator<int>_const&,struct_EHExceptionRecord*&,bool>",,,,,,,,,"void __thiscall construct<class_std::_Ref_count_obj_alloc<class___ExceptionPtr,struct__StaticAllocator<int>_>,struct__StaticAllocator<int>_const&,struct_EHExceptionRecord*&,bool>(_Wrap_alloc<struct__StaticAllocator<class_std::_Ref_count_obj_alloc<class___ExceptionPtr,struct__StaticAllocator<int>_>_>_> * this, _Ref_count_obj_alloc<class___ExceptionPtr,struct__StaticAllocator<int>_> * param_1, _StaticAllocator<int> * param_2, EHExceptionRecord * * param_3, bool * param_4)",,,,,
5048416,854112,FUN_004d0860,,,,,,,,,undefined FUN_004d0860(void),,,,,
5049224,854920,Catch_All@004d0b88,,,,,,,,,undefined Catch_All@004d0b88(void),,,,,
5049267,854963,FUN_004d0bb3,,,,,,,,,undefined FUN_004d0bb3(void),,,,,
5049296,854992,FUN_004d0bd0,,,,,,,,,undefined FUN_004d0bd0(void),,,,,
5049360,855056,FUN_004d0c10,,??_EMPMission@@UAEPAXI@Z,pdb_advisory_rva,,,,,,undefined FUN_004d0c10(void),,,,,
5049552,855248,FUN_004d0cd0,,??1MultDMEvent@@UAE@XZ,pdb_advisory_rva,,,,,,undefined FUN_004d0cd0(void),,,,,
5049616,855312,FUN_004d0d10,,,,,,,,,undefined FUN_004d0d10(void),,,,,
5049680,855376,FUN_004d0d50,,,,,,,,,undefined FUN_004d0d50(void),,,,,
5049712,855408,FUN_004d0d70,PreLoad,,legacy_transfer,FireballEffect,low,0.4939,0.4939,shared_strings;same_string_set,undefined FUN_004d0d70(void),void __thiscall PreLoad(FireballEffect * this),0x000cdf78,fireball.odf | particle.0,reverse_engineering\workshop\global_decompile\bzr_gog_best_effort\ghidrecomp\results\bins\battlezone98redux.exe-6777ca\decomps\FUN_004d0d70-004d0d70.c,reverse_engineering\decompilation_from_1.5_exe-pdb\clean_pdb_c\functions\004c\004cdf78_FireballEffect_PreLoad.c
5050432,856128,FUN_004d1040,,,,,,,,,undefined FUN_004d1040(void),,,,,
5050544,856240,FUN_004d10b0,,,,,,,,,undefined FUN_004d10b0(void),,,,,
5050736,856432,FUN_004d1170,,,,,,,,,undefined FUN_004d1170(void),,,,,
5052928,858624,FUN_004d1a00,,,,,,,,,undefined FUN_004d1a00(void),,,,,
5053456,859152,FUN_004d1c10,,,,,,,,,undefined FUN_004d1c10(void),,,,,
5053488,859184,FUN_004d1c30,,,,,,,,,undefined FUN_004d1c30(void),,,,,
5053520,859216,FUN_004d1c50,,,,,,,,,undefined FUN_004d1c50(void),,,,,
5053568,859264,FUN_004d1c80,,,,,,,,,undefined FUN_004d1c80(void),,,,,
5055184,860880,FUN_004d22d0,,,,,,,,,undefined FUN_004d22d0(void),,,,,
5055216,860912,FUN_004d22f0,,??_EMultGMission@@UAEPAXI@Z,pdb_advisory_rva,,,,,,undefined FUN_004d22f0(void),,,,,
5055312,861008,FUN_004d2350,FlamePuffClass,,legacy_transfer,FlamePuffClass,low,0.4182,0.4182,shared_strings;same_string_set,undefined FUN_004d2350(void),FlamePuffClass * __thiscall FlamePuffClass(FlamePuffClass * this),0x0012f67c,flamepuff,reverse_engineering\workshop\global_decompile\bzr_gog_best_effort\ghidrecomp\results\bins\battlezone98redux.exe-6777ca\decomps\FUN_004d2350-004d2350.c,reverse_engineering\decompilation_from_1.5_exe-pdb\clean_pdb_c\functions\0052\0052f67c_FlamePuffClass_FlamePuffClass.c
5055424,861120,FUN_004d23c0,,,,,,,,,undefined FUN_004d23c0(void),,,,,
5055472,861168,FUN_004d23f0,,,,,,,,,undefined FUN_004d23f0(void),,,,,
5055840,861536,FUN_004d2560,,,,,,,,,undefined FUN_004d2560(void),,,,,
5055872,861568,FUN_004d2580,,,,,,,,,undefined FUN_004d2580(void),,,,,
5056016,861712,FUN_004d2610,,,,,,,,,undefined FUN_004d2610(void),,,,,
5056160,861856,FUN_004d26a0,,,,,,,,,undefined FUN_004d26a0(void),,,,,
5056224,861920,FUN_004d26e0,,,,,,,,,undefined FUN_004d26e0(void),,,,,
5056272,861968,FUN_004d2710,,,,,,,,,undefined FUN_004d2710(void),,,,,
5056304,862000,FUN_004d2730,,,,,,,,,undefined FUN_004d2730(void),,,,,
5056384,862080,FUN_004d2780,,?SetTransform@GameObject@@QAEXAAUMAT_3D@@@Z,pdb_advisory_rva,,,,,,undefined FUN_004d2780(void),,,,,
5056576,862272,FUN_004d2840,,,,,,,,,undefined FUN_004d2840(void),,,,,
5057104,862800,FUN_004d2a50,FlareMineClass,,legacy_transfer,FlareMineClass,low,0.4512,0.4512,shared_strings;same_string_set;shared_constants,undefined FUN_004d2a50(void),FlareMineClass * __thiscall FlareMineClass(FlareMineClass * this),0x0012f9f0,flare,reverse_engineering\workshop\global_decompile\bzr_gog_best_effort\ghidrecomp\results\bins\battlezone98redux.exe-6777ca\decomps\FUN_004d2a50-004d2a50.c,reverse_engineering\decompilation_from_1.5_exe-pdb\clean_pdb_c\functions\0052\0052f9f0_FlareMineClass_FlareMineClass.c
5057248,862944,FUN_004d2ae0,,,,,,,,,undefined FUN_004d2ae0(void),,,,,
5057296,862992,FUN_004d2b10,,,,,,,,,undefined FUN_004d2b10(void),,,,,
5057680,863376,FUN_004d2c90,,,,,,,,,undefined FUN_004d2c90(void),,,,,
5057712,863408,FUN_004d2cb0,,,,,,,,,undefined FUN_004d2cb0(void),,,,,
5057856,863552,CreateVirtualProcessor,,,,,,,,,undefined CreateVirtualProcessor(void),,,,,
5058000,863696,FUN_004d2dd0,,,,,,,,,undefined FUN_004d2dd0(void),,,,,
5058096,863792,FUN_004d2e30,,??1MultSTMission@@UAE@XZ,pdb_advisory_rva,,,,,,undefined FUN_004d2e30(void),,,,,
5058144,863840,FUN_004d2e60,,,,,,,,,undefined FUN_004d2e60(void),,,,,
5058192,863888,FUN_004d2e90,,,,,,,,,undefined FUN_004d2e90(void),,,,,
5058864,864560,FUN_004d3130,,,,,,,,,undefined FUN_004d3130(void),,,,,
5059136,864832,FUN_004d3240,,,,,,,,,undefined FUN_004d3240(void),,,,,
5059168,864864,FUN_004d3260,,,,,,,,,undefined FUN_004d3260(void),,,,,
5059296,864992,FUN_004d32e0,,,,,,,,,undefined FUN_004d32e0(void),,,,,
5059616,865312,FUN_004d3420,,?SetMyFlag@@YAXXZ,pdb_advisory_rva,,,,,,undefined FUN_004d3420(void),,,,,
5059664,865360,FUN_004d3450,,,,,,,,,undefined FUN_004d3450(void),,,,,
5059696,865392,FUN_004d3470,,,,,,,,,undefined FUN_004d3470(void),,,,,
5059728,865424,FUN_004d3490,,,,,,,,,undefined FUN_004d3490(void),,,,,
5059760,865456,FUN_004d34b0,,,,,,,,,undefined FUN_004d34b0(void),,,,,
5059904,865600,FUN_004d3540,,,,,,,,,undefined FUN_004d3540(void),,,,,
5060016,865712,FUN_004d35b0,,,,,,,,,undefined FUN_004d35b0(void),,,,,
5060144,865840,FUN_004d3630,,,,,,,,,undefined FUN_004d3630(void),,,,,
5060272,865968,FUN_004d36b0,,,,,,,,,undefined FUN_004d36b0(void),,,,,
5060304,866000,FUN_004d36d0,,,,,,,,,undefined FUN_004d36d0(void),,,,,
5060352,866048,FUN_004d3700,,,,,,,,,undefined FUN_004d3700(void),,,,,
5060480,866176,FUN_004d3780,,,,,,,,,undefined FUN_004d3780(void),,,,,
5060496,866192,FUN_004d3790,,,,,,,,,undefined FUN_004d3790(void),,,,,
5060736,866432,FUN_004d3880,,,,,,,,,undefined FUN_004d3880(void),,,,,
5060880,866576,FUN_004d3910,,,,,,,,,undefined FUN_004d3910(void),,,,,
5061104,866800,FUN_004d39f0,,,,,,,,,undefined FUN_004d39f0(void),,,,,
5061264,866960,FUN_004d3a90,,,,,,,,,undefined FUN_004d3a90(void),,,,,
5061440,867136,FUN_004d3b40,,,,,,,,,undefined FUN_004d3b40(void),,,,,
5061504,867200,FUN_004d3b80,,,,,,,,,undefined FUN_004d3b80(void),,,,,
5062656,868352,FUN_004d4000,,,,,,,,,undefined FUN_004d4000(void),,,,,
5062752,868448,FUN_004d4060,,,,,,,,,undefined FUN_004d4060(void),,,,,
5062800,868496,FUN_004d4090,,,,,,,,,undefined FUN_004d4090(void),,,,,
5062848,868544,FUN_004d40c0,,,,,,,,,undefined FUN_004d40c0(void),,,,,
5062896,868592,FUN_004d40f0,,,,,,,,,undefined FUN_004d40f0(void),,,,,
5062944,868640,FUN_004d4120,,,,,,,,,undefined FUN_004d4120(void),,,,,
5062992,868688,FUN_004d4150,,,,,,,,,undefined FUN_004d4150(void),,,,,
5063040,868736,FUN_004d4180,,,,,,,,,undefined FUN_004d4180(void),,,,,
5063088,868784,FUN_004d41b0,,,,,,,,,undefined FUN_004d41b0(void),,,,,
5063248,868944,FUN_004d4250,,,,,,,,,undefined FUN_004d4250(void),,,,,
5063376,869072,FUN_004d42d0,,,,,,,,,undefined FUN_004d42d0(void),,,,,
5063504,869200,FUN_004d4350,,,,,,,,,undefined FUN_004d4350(void),,,,,
5063696,869392,FUN_004d4410,,,,,,,,,undefined FUN_004d4410(void),,,,,
5063920,869616,FUN_004d44f0,,,,,,,,,undefined FUN_004d44f0(void),,,,,
5064064,869760,FUN_004d4580,,,,,,,,,undefined FUN_004d4580(void),,,,,
5064208,869904,FUN_004d4610,,,,,,,,,undefined FUN_004d4610(void),,,,,
5064368,870064,FUN_004d46b0,,,,,,,,,undefined FUN_004d46b0(void),,,,,
5064560,870256,FUN_004d4770,,,,,,,,,undefined FUN_004d4770(void),,,,,
5064736,870432,FUN_004d4820,,,,,,,,,undefined FUN_004d4820(void),,,,,
5064912,870608,FUN_004d48d0,,,,,,,,,undefined FUN_004d48d0(void),,,,,
5065088,870784,FUN_004d4980,,,,,,,,,undefined FUN_004d4980(void),,,,,
5065408,871104,FUN_004d4ac0,,,,,,,,,undefined FUN_004d4ac0(void),,,,,
5065536,871232,FUN_004d4b40,,,,,,,,,undefined FUN_004d4b40(void),,,,,
5065664,871360,FUN_004d4bc0,,,,,,,,,undefined FUN_004d4bc0(void),,,,,
5065728,871424,FUN_004d4c00,,,,,,,,,undefined FUN_004d4c00(void),,,,,
5065792,871488,FUN_004d4c40,,,,,,,,,undefined FUN_004d4c40(void),,,,,
5065856,871552,FUN_004d4c80,,,,,,,,,undefined FUN_004d4c80(void),,,,,
5065920,871616,FUN_004d4cc0,,,,,,,,,undefined FUN_004d4cc0(void),,,,,
5065984,871680,FUN_004d4d00,,,,,,,,,undefined FUN_004d4d00(void),,,,,
5066048,871744,FUN_004d4d40,,,,,,,,,undefined FUN_004d4d40(void),,,,,
5066112,871808,FUN_004d4d80,,,,,,,,,undefined FUN_004d4d80(void),,,,,
5066144,871840,FID_conflict:operator-,,,,,,,,,undefined FID_conflict:operator-(void),,,,,
5066192,871888,FUN_004d4dd0,,,,,,,,,undefined FUN_004d4dd0(void),,,,,
5066464,872160,FUN_004d4ee0,,,,,,,,,undefined FUN_004d4ee0(void),,,,,
5066736,872432,FUN_004d4ff0,,,,,,,,,undefined FUN_004d4ff0(void),,,,,
5067008,872704,FUN_004d5100,,,,,,,,,undefined FUN_004d5100(void),,,,,
5067280,872976,FUN_004d5210,,,,,,,,,undefined FUN_004d5210(void),,,,,
5067552,873248,FUN_004d5320,,,,,,,,,undefined FUN_004d5320(void),,,,,
5067824,873520,FUN_004d5430,,,,,,,,,undefined FUN_004d5430(void),,,,,
5068096,873792,FUN_004d5540,,,,,,,,,undefined FUN_004d5540(void),,,,,
5068848,874544,FUN_004d5830,,,,,,,,,undefined FUN_004d5830(void),,,,,
5068944,874640,FUN_004d5890,,,,,,,,,undefined FUN_004d5890(void),,,,,
5068992,874688,FUN_004d58c0,,,,,,,,,undefined FUN_004d58c0(void),,,,,
5069040,874736,FUN_004d58f0,,,,,,,,,undefined FUN_004d58f0(void),,,,,
5069792,875488,FUN_004d5be0,,,,,,,,,undefined FUN_004d5be0(void),,,,,
5069888,875584,FUN_004d5c40,,_Net_IsPlayerMuted,pdb_advisory_rva,,,,,,undefined FUN_004d5c40(void),,,,,
5069936,875632,FUN_004d5c70,,,,,,,,,undefined FUN_004d5c70(void),,,,,
5069984,875680,FUN_004d5ca0,,,,,,,,,undefined FUN_004d5ca0(void),,,,,
5070736,876432,FUN_004d5f90,,,,,,,,,undefined FUN_004d5f90(void),,,,,
5070832,876528,FUN_004d5ff0,,,,,,,,,undefined FUN_004d5ff0(void),,,,,
5070880,876576,FUN_004d6020,,,,,,,,,undefined FUN_004d6020(void),,,,,
5070928,876624,FUN_004d6050,,?SendKill@Net@@SAXVCSteamID@@0H@Z,pdb_advisory_rva,,,,,,undefined FUN_004d6050(void),,,,,
5071680,877376,FUN_004d6340,,,,,,,,,undefined FUN_004d6340(void),,,,,
5071776,877472,FUN_004d63a0,,,,,,,,,undefined FUN_004d63a0(void),,,,,
5071824,877520,FUN_004d63d0,,,,,,,,,undefined FUN_004d63d0(void),,,,,
5071872,877568,FUN_004d6400,,,,,,,,,undefined FUN_004d6400(void),,,,,
5072624,878320,FUN_004d66f0,,,,,,,,,undefined FUN_004d66f0(void),,,,,
5072720,878416,FUN_004d6750,,,,,,,,,undefined FUN_004d6750(void),,,,,
5072768,878464,FUN_004d6780,,,,,,,,,undefined FUN_004d6780(void),,,,,
5072816,878512,FUN_004d67b0,,,,,,,,,undefined FUN_004d67b0(void),,,,,
5073568,879264,FUN_004d6aa0,,,,,,,,,undefined FUN_004d6aa0(void),,,,,
5073664,879360,FUN_004d6b00,,,,,,,,,undefined FUN_004d6b00(void),,,,,
5073712,879408,FUN_004d6b30,,,,,,,,,undefined FUN_004d6b30(void),,,,,
5073760,879456,FUN_004d6b60,,,,,,,,,undefined FUN_004d6b60(void),,,,,
5074512,880208,FUN_004d6e50,,,,,,,,,undefined FUN_004d6e50(void),,,,,
5074608,880304,FUN_004d6eb0,,,,,,,,,undefined FUN_004d6eb0(void),,,,,
5074656,880352,FUN_004d6ee0,,,,,,,,,undefined FUN_004d6ee0(void),,,,,
5074704,880400,FUN_004d6f10,,,,,,,,,undefined FUN_004d6f10(void),,,,,
5074944,880640,FUN_004d7000,,,,,,,,,undefined FUN_004d7000(void),,,,,
5075056,880752,FUN_004d7070,,,,,,,,,undefined FUN_004d7070(void),,,,,
5075120,880816,FUN_004d70b0,,,,,,,,,undefined FUN_004d70b0(void),,,,,
5075360,881056,FUN_004d71a0,,,,,,,,,undefined FUN_004d71a0(void),,,,,
5075600,881296,FUN_004d7290,,,,,,,,,undefined FUN_004d7290(void),,,,,
5075712,881408,FUN_004d7300,,,,,,,,,undefined FUN_004d7300(void),,,,,
5075776,881472,FUN_004d7340,,,,,,,,,undefined FUN_004d7340(void),,,,,
5076016,881712,FUN_004d7430,,,,,,,,,undefined FUN_004d7430(void),,,,,
5076256,881952,FUN_004d7520,,??4?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@QAEAAV01@$$QAV01@@Z,pdb_advisory_rva,,,,,,undefined FUN_004d7520(void),,,,,
5076368,882064,FUN_004d7590,,,,,,,,,undefined FUN_004d7590(void),,,,,
5076432,882128,FUN_004d75d0,,,,,,,,,undefined FUN_004d75d0(void),,,,,
5076672,882368,FUN_004d76c0,,,,,,,,,undefined FUN_004d76c0(void),,,,,
5076912,882608,FUN_004d77b0,,,,,,,,,undefined FUN_004d77b0(void),,,,,
5077024,882720,FUN_004d7820,,,,,,,,,undefined FUN_004d7820(void),,,,,
5077088,882784,FUN_004d7860,,,,,,,,,undefined FUN_004d7860(void),,,,,
5077328,883024,FUN_004d7950,,,,,,,,,undefined FUN_004d7950(void),,,,,
5077568,883264,FUN_004d7a40,,,,,,,,,undefined FUN_004d7a40(void),,,,,
5077680,883376,FUN_004d7ab0,,??0?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@QAE@$$QAV01@@Z,pdb_advisory_rva,,,,,,undefined FUN_004d7ab0(void),,,,,
5077744,883440,FUN_004d7af0,,,,,,,,,undefined FUN_004d7af0(void),,,,,
5077984,883680,FUN_004d7be0,,,,,,,,,undefined FUN_004d7be0(void),,,,,
5078224,883920,FUN_004d7cd0,,,,,,,,,undefined FUN_004d7cd0(void),,,,,
5078336,884032,FUN_004d7d40,,,,,,,,,undefined FUN_004d7d40(void),,,,,
5078400,884096,FUN_004d7d80,,,,,,,,,undefined FUN_004d7d80(void),,,,,
5078640,884336,FUN_004d7e70,,,,,,,,,undefined FUN_004d7e70(void),,,,,
5078880,884576,FUN_004d7f60,,,,,,,,,undefined FUN_004d7f60(void),,,,,
5078992,884688,FUN_004d7fd0,,,,,,,,,undefined FUN_004d7fd0(void),,,,,
5079056,884752,FUN_004d8010,,,,,,,,,undefined FUN_004d8010(void),,,,,
5079296,884992,FUN_004d8100,,,,,,,,,undefined FUN_004d8100(void),,,,,
5079440,885136,FUN_004d8190,,,,,,,,,undefined FUN_004d8190(void),,,,,
5079664,885360,FUN_004d8270,,,,,,,,,undefined FUN_004d8270(void),,,,,
5079728,885424,_Move<>,,,,,,,,,undefined _Move<>(void),,,,,
5079792,885488,FUN_004d82f0,,,,,,,,,undefined FUN_004d82f0(void),,,,,
5079936,885632,FUN_004d8380,,??9CSteamID@@QBE_NABV0@@Z,pdb_advisory_rva,,,,,,undefined FUN_004d8380(void),,,,,
5080160,885856,FUN_004d8460,,,,,,,,,undefined FUN_004d8460(void),,,,,
5080224,885920,FUN_004d84a0,,,,,,,,,undefined FUN_004d84a0(void),,,,,
5080368,886064,FUN_004d8530,,,,,,,,,undefined FUN_004d8530(void),,,,,
5080592,886288,FUN_004d8610,,,,,,,,,undefined FUN_004d8610(void),,,,,
5080656,886352,FUN_004d8650,,,,,,,,,undefined FUN_004d8650(void),,,,,
5080800,886496,FUN_004d86e0,,,,,,,,,undefined FUN_004d86e0(void),,,,,
5081024,886720,FUN_004d87c0,,,,,,,,,undefined FUN_004d87c0(void),,,,,
5081088,886784,FUN_004d8800,,,,,,,,,undefined FUN_004d8800(void),,,,,
5081232,886928,FUN_004d8890,,,,,,,,,undefined FUN_004d8890(void),,,,,
5081456,887152,FUN_004d8970,,,,,,,,,undefined FUN_004d8970(void),,,,,
5081520,887216,FUN_004d89b0,,,,,,,,,undefined FUN_004d89b0(void),,,,,
5081664,887360,FUN_004d8a40,,,,,,,,,undefined FUN_004d8a40(void),,,,,
5081888,887584,FUN_004d8b20,,,,,,,,,undefined FUN_004d8b20(void),,,,,
5081952,887648,FUN_004d8b60,,,,,,,,,undefined FUN_004d8b60(void),,,,,
5082096,887792,FUN_004d8bf0,,,,,,,,,undefined FUN_004d8bf0(void),,,,,
5082320,888016,FUN_004d8cd0,,,,,,,,,undefined FUN_004d8cd0(void),,,,,
5082384,888080,FUN_004d8d10,,,,,,,,,undefined FUN_004d8d10(void),,,,,
5082528,888224,FUN_004d8da0,,,,,,,,,undefined FUN_004d8da0(void),,,,,
5082624,888320,FUN_004d8e00,,??1NetPlayer@@QAE@XZ,pdb_advisory_rva,,,,,,undefined FUN_004d8e00(void),,,,,
5082688,888384,FUN_004d8e40,,,,,,,,,undefined FUN_004d8e40(void),,,,,
5082832,888528,FUN_004d8ed0,,,,,,,,,undefined FUN_004d8ed0(void),,,,,
5082928,888624,FUN_004d8f30,,,,,,,,,undefined FUN_004d8f30(void),,,,,
5083072,888768,FUN_004d8fc0,,,,,,,,,undefined FUN_004d8fc0(void),,,,,
5083168,888864,FUN_004d9020,,,,,,,,,undefined FUN_004d9020(void),,,,,
5083312,889008,FUN_004d90b0,,,,,,,,,undefined FUN_004d90b0(void),,,,,
5083408,889104,FUN_004d9110,,,,,,,,,undefined FUN_004d9110(void),,,,,
5083552,889248,FUN_004d91a0,,,,,,,,,undefined FUN_004d91a0(void),,,,,
5083648,889344,FUN_004d9200,,,,,,,,,undefined FUN_004d9200(void),,,,,
5083792,889488,FUN_004d9290,,,,,,,,,undefined FUN_004d9290(void),,,,,
5083888,889584,FUN_004d92f0,,,,,,,,,undefined FUN_004d92f0(void),,,,,
5084032,889728,FUN_004d9380,,,,,,,,,undefined FUN_004d9380(void),,,,,
5084128,889824,FUN_004d93e0,,,,,,,,,undefined FUN_004d93e0(void),,,,,
5084208,889904,FUN_004d9430,,,,,,,,,undefined FUN_004d9430(void),,,,,
5084288,889984,FUN_004d9480,,,,,,,,,undefined FUN_004d9480(void),,,,,
5084368,890064,FUN_004d94d0,,,,,,,,,undefined FUN_004d94d0(void),,,,,
5084448,890144,FUN_004d9520,,,,,,,,,undefined FUN_004d9520(void),,,,,
5084528,890224,FUN_004d9570,,?GetPlayerName@NetPlayer@@QAEPBDXZ,pdb_advisory_rva,,,,,,undefined FUN_004d9570(void),,,,,
5084608,890304,FUN_004d95c0,,,,,,,,,undefined FUN_004d95c0(void),,,,,
5084688,890384,FUN_004d9610,,,,,,,,,undefined FUN_004d9610(void),,,,,
5084720,890416,FUN_004d9630,,,,,,,,,undefined FUN_004d9630(void),,,,,
5084880,890576,FUN_004d96d0,,,,,,,,,undefined FUN_004d96d0(void),,,,,
5084976,890672,FUN_004d9730,,,,,,,,,undefined FUN_004d9730(void),,,,,
5085136,890832,FUN_004d97d0,,,,,,,,,undefined FUN_004d97d0(void),,,,,
5085168,890864,FUN_004d97f0,,,,,,,,,undefined FUN_004d97f0(void),,,,,
5085184,890880,FUN_004d9800,,,,,,,,,undefined FUN_004d9800(void),,,,,
5085312,891008,FUN_004d9880,,,,,,,,,undefined FUN_004d9880(void),,,,,
5085520,891216,FUN_004d9950,,,,,,,,,undefined FUN_004d9950(void),,,,,
5085552,891248,FUN_004d9970,,,,,,,,,undefined FUN_004d9970(void),,,,,
5085920,891616,FUN_004d9ae0,,,,,,,,,undefined FUN_004d9ae0(void),,,,,
5085952,891648,FUN_004d9b00,,,,,,,,,undefined FUN_004d9b00(void),,,,,
5086016,891712,FUN_004d9b40,,,,,,,,,undefined FUN_004d9b40(void),,,,,
5086336,892032,FUN_004d9c80,,,,,,,,,undefined FUN_004d9c80(void),,,,,
5086352,892048,FUN_004d9c90,,,,,,,,,undefined FUN_004d9c90(void),,,,,
5086368,892064,FUN_004d9ca0,,,,,,,,,undefined FUN_004d9ca0(void),,,,,
5086496,892192,FUN_004d9d20,,,,,,,,,undefined FUN_004d9d20(void),,,,,
5086544,892240,FUN_004d9d50,,,,,,,,,undefined FUN_004d9d50(void),,,,,
5086624,892320,FUN_004d9da0,,,,,,,,,undefined FUN_004d9da0(void),,,,,
5087008,892704,FUN_004d9f20,,,,,,,,,undefined FUN_004d9f20(void),,,,,
5087120,892816,FUN_004d9f90,,,,,,,,,undefined FUN_004d9f90(void),,,,,
5087248,892944,FUN_004da010,,,,,,,,,undefined FUN_004da010(void),,,,,
5087328,893024,FUN_004da060,,,,,,,,,undefined FUN_004da060(void),,,,,
