name,kind,size
"_List_ptr<std::pair<unsigned_long_const_,float>,std::allocator<std::pair<unsigned_long_const_,float>_>_>",struct,16
"_List_ptr<std::pair<unsigned_long_const_,unsigned_long>,std::allocator<std::pair<unsigned_long_const_,unsigned_long>_>_>",struct,16
"_List_val<AOI_*,std::allocator<AOI_*>_>",struct,20
"_List_val<Addr_*,std::allocator<Addr_*>_>",struct,20
"_List_val<AdjustItem_*,std::allocator<AdjustItem_*>_>",struct,20
"_List_val<AiMissionClass_*,std::allocator<AiMissionClass_*>_>",struct,20
"_List_val<AiPath_*,std::allocator<AiPath_*>_>",struct,20
"_List_val<AiProcess_*,std::allocator<AiProcess_*>_>",struct,20
"_List_val<AiTask_*,std::allocator<AiTask_*>_>",struct,20
"_List_val<AttackGroup_*,std::allocator<AttackGroup_*>_>",struct,20
"_List_val<AttackerInfo,std::allocator<AttackerInfo>_>",struct,20
"_List_val<AudMsgInfo_*,std::allocator<AudMsgInfo_*>_>",struct,20
"_List_val<DisplayInterface_*,std::allocator<DisplayInterface_*>_>",struct,20
"_List_val<DisplayViewInfo_*,std::allocator<DisplayViewInfo_*>_>",struct,20
"_List_val<Explosion_*,std::allocator<Explosion_*>_>",struct,20
"_List_val<FollowGroup_*,std::allocator<FollowGroup_*>_>",struct,20
"_List_val<FollowerInfo,std::allocator<FollowerInfo>_>",struct,20
"_List_val<OldNew_*,std::allocator<OldNew_*>_>",struct,20
"_List_val<Ordnance_*,std::allocator<Ordnance_*>_>",struct,20
"_List_val<RtimeClass_*,std::allocator<RtimeClass_*>_>",struct,20
"_List_val<Weapon_*,std::allocator<Weapon_*>_>",struct,20
"_List_val<std::pair<unsigned_int_const_,ParameterDB::FileData_*>,std::allocator<std::pair<unsigned_int_const_,ParameterDB::FileData_*>_>_>",struct,20
"_List_val<std::pair<unsigned_int_const_,char_const_*>,std::allocator<std::pair<unsigned_int_const_,char_const_*>_>_>",struct,20
"_List_val<std::pair<unsigned_int_const_,stdext::hash_map<unsigned_int,char_const_*,stdext::hash_compare<unsigned_int,std::less<unsigned_int>_>,std::allocator<std::pair<unsigned_int_const_,char_const_*>_>_>_>,std::allocator<std::pair<unsigned_int_const_,stdext::hash_map<unsigned_int,char_const_*,stdext::hash_compare<unsigned_int,std::less<unsigned_int>_>,std::allocator<std::pair<unsigned_int_const_,char_const_*>_>_>_>_>_>",struct,20
"_List_val<std::pair<unsigned_long_const_,float>,std::allocator<std::pair<unsigned_long_const_,float>_>_>",struct,20
"_List_val<std::pair<unsigned_long_const_,unsigned_long>,std::allocator<std::pair<unsigned_long_const_,unsigned_long>_>_>",struct,20
_LoadScreenItem,struct,264
_Lockit,struct,4
_MALLOC_FREE_STRUCT,struct,8
_MAT2,struct,16
_MEMORYSTATUS,struct,32
_MEMORYSTATUSEX,struct,64
_MEMORY_BASIC_INFORMATION,struct,28
_MEMORY_BASIC_INFORMATION32,struct,28
_MEMORY_BASIC_INFORMATION64,struct,48
_MENU_EVENT_RECORD,struct,4
_MESSAGE_RESOURCE_BLOCK,struct,12
_MESSAGE_RESOURCE_DATA,struct,16
_MESSAGE_RESOURCE_ENTRY,struct,6
_MIDL_FORMAT_STRING,struct,2
_MIDL_SERVER_INFO_,struct,32
_MIDL_STUBLESS_PROXY_INFO,struct,24
_MIDL_STUB_DESC,struct,80
_MIDL_STUB_MESSAGE,struct,220
_MIDL_STUB_MESSAGE.conflict,struct,220
_MIDL_SYNTAX_INFO,struct,48
_MMCKINFO,struct,20
_MMIOINFO,struct,72
_MODEMDEVCAPS,struct,80
_MODEMSETTINGS,struct,48
_MONITOR_INFO_1A,struct,4
_MONITOR_INFO_1W,struct,4
_MONITOR_INFO_1W.conflict,struct,4
_MONITOR_INFO_2A,struct,12
_MONITOR_INFO_2W,struct,12
_MONITOR_INFO_2W.conflict,struct,12
_MOUSE_EVENT_RECORD,struct,16
_Mutex,struct,4
_NAME_BUFFER,struct,18
_NCB,struct,64
_NCryptAlgorithmName,struct,16
_NCryptAlgorithmName.conflict,struct,16
_NDR_ASYNC_MESSAGE,struct,1
_NDR_CORRELATION_INFO,struct,1
_NDR_CS_ROUTINES,struct,8
_NDR_CS_SIZE_CONVERT_ROUTINES,struct,16
_NDR_EXPR_DESC,struct,8
_NDR_PROC_CONTEXT,struct,1
_NDR_USER_MARSHAL_INFO,struct,44
_NDR_USER_MARSHAL_INFO_LEVEL1,struct,40
_NETCONNECTINFOSTRUCT,struct,20
_NETINFOSTRUCT,struct,32
_NETRESOURCEA,struct,32
_NETRESOURCEW,struct,32
_NETRESOURCEW.conflict,struct,32
_NON_PAGED_DEBUG_INFO,struct,32
_NOTIFYICONDATAA,struct,508
_NOTIFYICONDATAA_u_416,union,4
_NOTIFYICONDATAW,struct,956
_NOTIFYICONDATAW_u_800,union,4
_NTFS_STATISTICS,struct,212
_NT_TIB,struct,28
_NT_TIB32,struct,28
_NT_TIB32_u_16,union,4
_NT_TIB64,struct,56
_NT_TIB64_u_32,union,8
_NT_TIB_u_16,union,4
_Nil,struct,1
_Node,struct,36
_Nonscalar_ptr_iterator_tag,struct,1
_Notforced,struct,1
_OBJ76,struct,240
_OBJECTID,struct,20
_OBJECT_TYPE_LIST,struct,8
_OBJHANDLE,union,4
_OBJHANDLE_s_0,struct,4
_OCSP_BASIC_RESPONSE_ENTRY,struct,68
_OCSP_BASIC_RESPONSE_INFO,struct,40
_OCSP_BASIC_RESPONSE_INFO_u_8,union,8
_OCSP_BASIC_REVOKED_INFO,struct,12
_OCSP_BASIC_SIGNED_RESPONSE_INFO,struct,40
_OCSP_CERT_ID,struct,36
_OCSP_REQUEST_ENTRY,struct,44
_OCSP_REQUEST_INFO,struct,24
_OCSP_RESPONSE_INFO,struct,16
_OCSP_SIGNATURE_INFO,struct,32
_OCSP_SIGNED_REQUEST_INFO,struct,12
_OFNOTIFYA,struct,20
_OFNOTIFYEXA,struct,24
_OFNOTIFYEXW,struct,24
_OFNOTIFYW,struct,20
_OFNOTIFYW.conflict,struct,20
_OFSTRUCT,struct,136
_OLESTREAM,struct,4
_OLESTREAMVTBL,struct,8
_OPEN_PRINTER_PROPS_INFOA,struct,20
_OPEN_PRINTER_PROPS_INFOW,struct,20
_OPEN_PRINTER_PROPS_INFOW.conflict,struct,20
_OSVERSIONINFOA,struct,148
_OSVERSIONINFOEXA,struct,156
_OSVERSIONINFOEXW,struct,284
_OSVERSIONINFOW,struct,276
_OUTLINETEXTMETRICA,struct,212
_OUTLINETEXTMETRICW,struct,216
_OUTPUT_DEBUG_STRING_INFO,struct,8
_OVERLAPPED,struct,20
_OVERLAPPED_ENTRY,struct,16
_OVERLAPPED_u_8,union,8
_OVERLAPPED_u_8_s_0,struct,8
_OptionItem,struct,260
"_Or<0,0>",struct,1
"_Or<0,1>",struct,1
"_Or<1,0>",struct,1
"_Or<1,1>",struct,1
_Outit,struct,1
_PACKEDEVENTINFO,struct,8
_PARTITION_INFORMATION,struct,32
_PARTITION_INFORMATION_EX,struct,144
_PARTITION_INFORMATION_EX_u_32,union,112
_PARTITION_INFORMATION_GPT,struct,112
_PARTITION_INFORMATION_MBR,struct,8
_PATHNAME_BUFFER,struct,8
_PEB,struct,560
_PEB_FREE_BLOCK,struct,8
_PEB_LDR_DATA,struct,40
_PERF_BIN,struct,24
_PERF_COUNTER_BLOCK,struct,4
_PERF_COUNTER_DEFINITION,struct,40
_PERF_COUNTER_DEFINITION.conflict,struct,40
_PERF_DATA_BLOCK,struct,88
_PERF_INSTANCE_DEFINITION,struct,24
_PERF_OBJECT_TYPE,struct,64
_PERF_OBJECT_TYPE.conflict,struct,64
_PERSISTENT_RESERVE_COMMAND,struct,12
_PERSISTENT_RESERVE_COMMAND_u_8,union,4
_PLEX_READ_DATA_REQUEST,struct,16
_PMD,struct,12
_POINTFLOAT,struct,8
_POINTL,struct,8
_PORT_INFO_1A,struct,4
_PORT_INFO_1W,struct,4
_PORT_INFO_1W.conflict,struct,4
_PORT_INFO_2A,struct,20
_PORT_INFO_2W,struct,20
_PORT_INFO_2W.conflict,struct,20
_PORT_INFO_3A,struct,12
_PORT_INFO_3W,struct,12
_PORT_INFO_3W.conflict,struct,12
_PO_TRANSITION_VETO,struct,20
_PO_TRANSITION_VETOES,struct,24
_PO_TRANSITION_VETO_REASON,struct,8
_PO_TRANSITION_VETO_SERVICE,struct,4
_PO_TRANSITION_VETO_WINDOW,struct,4
_PO_TRANSITION_VETO_u_16,union,4
_PO_WAKE_SOURCE_DEVICE,struct,12
_PO_WAKE_SOURCE_FIXED,struct,12
_PO_WAKE_SOURCE_HEADER,struct,8
_PO_WAKE_SOURCE_HISTORY,struct,8
_PO_WAKE_SOURCE_INFO,struct,8
_PREVENT_MEDIA_REMOVAL,struct,1
_PRINTER_CONNECTION_INFO_1A,struct,8
_PRINTER_CONNECTION_INFO_1W,struct,8
_PRINTER_CONNECTION_INFO_1W.conflict,struct,8
_PRINTER_DEFAULTSA,struct,12
_PRINTER_DEFAULTSW,struct,12
_PRINTER_DEFAULTSW.conflict,struct,12
_PRINTER_ENUM_VALUESA,struct,20
_PRINTER_ENUM_VALUESW,struct,20
_PRINTER_ENUM_VALUESW.conflict,struct,20
_PRINTER_INFO_1A,struct,16
_PRINTER_INFO_1W,struct,16
_PRINTER_INFO_1W.conflict,struct,16
_PRINTER_INFO_2A,struct,84
_PRINTER_INFO_2W,struct,84
_PRINTER_INFO_2W.conflict,struct,84
_PRINTER_INFO_3,struct,4
_PRINTER_INFO_4A,struct,12
_PRINTER_INFO_4W,struct,12
_PRINTER_INFO_4W.conflict,struct,12
_PRINTER_INFO_5A,struct,20
_PRINTER_INFO_5W,struct,20
_PRINTER_INFO_5W.conflict,struct,20
_PRINTER_INFO_6,struct,4
_PRINTER_INFO_7A,struct,8
_PRINTER_INFO_7W,struct,8
_PRINTER_INFO_7W.conflict,struct,8
_PRINTER_INFO_8A,struct,4
_PRINTER_INFO_8W,struct,4
_PRINTER_INFO_9A,struct,4
_PRINTER_INFO_9W,struct,4
_PRINTER_NOTIFY_INFO,struct,32
_PRINTER_NOTIFY_INFO_DATA,struct,20
_PRINTER_NOTIFY_OPTIONS,struct,16
_PRINTER_NOTIFY_OPTIONS_TYPE,struct,20
_PRINTER_OPTIONSA,struct,8
_PRINTER_OPTIONSW,struct,8
_PRINTPROCESSOR_CAPS_1,struct,16
_PRINTPROCESSOR_CAPS_2,struct,36
_PRINTPROCESSOR_INFO_1A,struct,4
_PRINTPROCESSOR_INFO_1W,struct,4
_PRINTPROCESSOR_INFO_1W.conflict,struct,4
_PRIVILEGE_SET,struct,20
_PRIVKEYVER3,struct,44
_PROCESSOR_POWER_POLICY,struct,76
_PROCESSOR_POWER_POLICY_INFO,struct,20
_PROCESS_HEAP_ENTRY,struct,28
_PROCESS_HEAP_ENTRY_u_12,union,16
_PROCESS_INFORMATION,struct,16
_PROC_THREAD_ATTRIBUTE_LIST,struct,1
_PROPSHEETHEADERA_V1,struct,40
_PROPSHEETHEADERA_V1_u_16,union,4
_PROPSHEETHEADERA_V1_u_28,union,4
_PROPSHEETHEADERA_V1_u_32,union,4
_PROPSHEETHEADERA_V2,struct,52
_PROPSHEETHEADERA_V2_u_16,union,4
_PROPSHEETHEADERA_V2_u_28,union,4
_PROPSHEETHEADERA_V2_u_32,union,4
_PROPSHEETHEADERA_V2_u_40,union,4
_PROPSHEETHEADERA_V2_u_48,union,4
_PROPSHEETHEADERW_V1,struct,40
_PROPSHEETHEADERW_V1_u_16,union,4
_PROPSHEETHEADERW_V1_u_28,union,4
_PROPSHEETHEADERW_V1_u_32,union,4
_PROPSHEETHEADERW_V2,struct,52
_PROPSHEETHEADERW_V2_u_16,union,4
_PROPSHEETHEADERW_V2_u_28,union,4
_PROPSHEETHEADERW_V2_u_32,union,4
_PROPSHEETHEADERW_V2_u_40,union,4
_PROPSHEETHEADERW_V2_u_48,union,4
_PROPSHEETPAGEA,struct,56
_PROPSHEETPAGEA_V1,struct,40
_PROPSHEETPAGEA_V1_u_12,union,4
_PROPSHEETPAGEA_V1_u_16,union,4
_PROPSHEETPAGEA_V2,struct,48
_PROPSHEETPAGEA_V2_u_12,union,4
_PROPSHEETPAGEA_V2_u_16,union,4
_PROPSHEETPAGEA_V3,struct,52
_PROPSHEETPAGEA_V3_u_12,union,4
_PROPSHEETPAGEA_V3_u_16,union,4
_PROPSHEETPAGEA_u_12,union,4
_PROPSHEETPAGEA_u_16,union,4
_PROPSHEETPAGEA_u_52,union,4
_PROPSHEETPAGEW,struct,56
_PROPSHEETPAGEW_V1,struct,40
_PROPSHEETPAGEW_V1_u_12,union,4
_PROPSHEETPAGEW_V1_u_16,union,4
_PROPSHEETPAGEW_V2,struct,48
_PROPSHEETPAGEW_V2_u_12,union,4
_PROPSHEETPAGEW_V2_u_16,union,4
_PROPSHEETPAGEW_V3,struct,52
_PROPSHEETPAGEW_V3_u_12,union,4
_PROPSHEETPAGEW_V3_u_16,union,4
_PROPSHEETPAGEW_u_12,union,4
_PROPSHEETPAGEW_u_16,union,4
_PROPSHEETPAGEW_u_52,union,4
_PROVIDOR_INFO_1A,struct,12
_PROVIDOR_INFO_1W,struct,12
_PROVIDOR_INFO_1W.conflict,struct,12
_PROVIDOR_INFO_2A,struct,4
_PROVIDOR_INFO_2W,struct,4
_PROVIDOR_INFO_2W.conflict,struct,4
_PROV_ENUMALGS,struct,32
_PROV_ENUMALGS_EX,struct,88
_PSFEATURE_CUSTPAPER,struct,20
_PSFEATURE_OUTPUT,struct,8
_PSHNOTIFY,struct,16
_PSINJECTDATA,struct,8
_PSP,struct,1
_PUBKEY,struct,8
_PUBKEYVER3,struct,40
_PUBLICKEYSTRUC,struct,8
_Ph<10>,struct,1
_Ph<1>,struct,1
_Ph<2>,struct,1
_Ph<3>,struct,1
_Ph<4>,struct,1
_Ph<5>,struct,1
_Ph<6>,struct,1
_Ph<7>,struct,1
_Ph<8>,struct,1
_Ph<9>,struct,1
"_Ptr_cat_helper<ExplosionClass_*_*,ExplosionClass_*_*>",struct,1
"_Ptr_cat_helper<GameObjectClass_*_*,GameObjectClass_*_*>",struct,1
"_Ptr_cat_helper<OrdnanceClass_*_*,OrdnanceClass_*_*>",struct,1
"_Ptr_cat_helper<WeaponClass_*_*,WeaponClass_*_*>",struct,1
"_Ptr_cat_helper<__int64_*,__int64_*>",struct,1
"_Ptr_cat_helper<__int64_const_*,__int64_*>",struct,1
"_Ptr_cat_helper<bool_*,bool_*>",struct,1
"_Ptr_cat_helper<bool_const_*,bool_*>",struct,1
"_Ptr_cat_helper<char_*,char_*>",struct,1
"_Ptr_cat_helper<char_const_*,char_*>",struct,1
"_Ptr_cat_helper<double_*,double_*>",struct,1
"_Ptr_cat_helper<double_const_*,double_*>",struct,1
"_Ptr_cat_helper<float_*,float_*>",struct,1
"_Ptr_cat_helper<float_const_*,float_*>",struct,1
"_Ptr_cat_helper<int_*,int_*>",struct,1
"_Ptr_cat_helper<int_const_*,int_*>",struct,1
"_Ptr_cat_helper<long_*,long_*>",struct,1
"_Ptr_cat_helper<long_const_*,long_*>",struct,1
"_Ptr_cat_helper<long_double_*,long_double_*>",struct,1
"_Ptr_cat_helper<long_double_const_*,long_double_*>",struct,1
"_Ptr_cat_helper<short_*,short_*>",struct,1
"_Ptr_cat_helper<short_const_*,short_*>",struct,1
"_Ptr_cat_helper<signed_char_*,signed_char_*>",struct,1
"_Ptr_cat_helper<signed_char_const_*,signed_char_*>",struct,1
"_Ptr_cat_helper<std::_Undefined_inner_type_tag,std::_Undefined_inner_type_tag>",struct,1
"_Ptr_cat_helper<unsigned___int64_*,unsigned___int64_*>",struct,1
"_Ptr_cat_helper<unsigned___int64_const_*,unsigned___int64_*>",struct,1
"_Ptr_cat_helper<unsigned_char_*,unsigned_char_*>",struct,1
"_Ptr_cat_helper<unsigned_char_const_*,unsigned_char_*>",struct,1
"_Ptr_cat_helper<unsigned_int_*,unsigned_int_*>",struct,1
"_Ptr_cat_helper<unsigned_int_const_*,unsigned_int_*>",struct,1
"_Ptr_cat_helper<unsigned_long_*,unsigned_long_*>",struct,1
"_Ptr_cat_helper<unsigned_long_const_*,unsigned_long_*>",struct,1
"_Ptr_cat_helper<unsigned_short_*,unsigned_short_*>",struct,1
"_Ptr_cat_helper<unsigned_short_const_*,unsigned_short_*>",struct,1
"_Ptr_cat_helper<wchar_t_*,wchar_t_*>",struct,1
"_Ptr_cat_helper<wchar_t_const_*,wchar_t_*>",struct,1
_QUERY_SERVICE_CONFIGA,struct,36
_QUERY_SERVICE_CONFIGW,struct,36
_QUERY_SERVICE_CONFIGW.conflict,struct,36
_QUERY_SERVICE_LOCK_STATUSA,struct,12
_QUERY_SERVICE_LOCK_STATUSW,struct,12
_QUERY_SERVICE_LOCK_STATUSW.conflict,struct,12
_QUOTA_LIMITS,struct,32
_QUOTA_LIMITS_EX,struct,56
_RASTERIZER_STATUS,struct,6
_RATE_QUOTA_LIMIT,union,4
_RATE_QUOTA_LIMIT_s_1,struct,4
_RDR_CALLOUT_STATE,struct,96
_READ_ELEMENT_ADDRESS_INFO,struct,104
_REASSIGN_BLOCKS,struct,8
_REASSIGN_BLOCKS_EX,struct,12
_RECTL,struct,16
_REMOTE_NAME_INFOA,struct,12
_REMOTE_NAME_INFOW,struct,12
_REMOTE_NAME_INFOW.conflict,struct,12
_REMSECURITY_ATTRIBUTES,struct,12
_REPARSE_GUID_DATA_BUFFER,struct,28
_REPS,struct,16
_REP_INFO,struct,16
_REQUEST_RAW_ENCRYPTED_DATA,struct,16
_RESOURCEMANAGER_BASIC_INFORMATION,struct,24
_RESOURCEMANAGER_COMPLETION_INFORMATION,struct,8
_RGNDATA,struct,36
_RGNDATAHEADER,struct,32
_RIP_INFO,struct,8
_ROOT_INFO_LUID,struct,8
_RPC_ASYNC_NOTIFICATION_INFO,union,16
_RPC_ASYNC_STATE,struct,68
_RPC_BINDING_HANDLE_OPTIONS_V1,struct,16
_RPC_BINDING_HANDLE_SECURITY_V1_A,struct,24
_RPC_BINDING_HANDLE_SECURITY_V1_W,struct,24
_RPC_BINDING_HANDLE_TEMPLATE_V1_A,struct,40
_RPC_BINDING_HANDLE_TEMPLATE_V1_W,struct,40
_RPC_BINDING_VECTOR,struct,8
_RPC_CALL_LOCAL_ADDRESS_V1,struct,16
_RPC_CLIENT_INTERFACE,struct,68
_RPC_C_OPT_METADATA_DESCRIPTOR,struct,8
_RPC_HTTP_TRANSPORT_CREDENTIALS_A,struct,24
_RPC_HTTP_TRANSPORT_CREDENTIALS_V2_A,struct,36
_RPC_HTTP_TRANSPORT_CREDENTIALS_V2_W,struct,36
_RPC_HTTP_TRANSPORT_CREDENTIALS_W,struct,24
_RPC_IF_ID,struct,20
_RPC_MESSAGE,struct,44
_RPC_POLICY,struct,12
_RPC_PROTSEQ_ENDPOINT,struct,8
_RPC_PROTSEQ_VECTORA,struct,8
_RPC_PROTSEQ_VECTORW,struct,8
_RPC_SECURITY_QOS,struct,16
_RPC_SECURITY_QOS_V2_A,struct,24
_RPC_SECURITY_QOS_V2_W,struct,24
_RPC_SECURITY_QOS_V3_A,struct,28
_RPC_SECURITY_QOS_V3_W,struct,28
_RPC_SECURITY_QOS_V4_A,struct,32
_RPC_SECURITY_QOS_V4_W,struct,32
_RPC_SERVER_INTERFACE,struct,68
_RPC_SYNTAX_IDENTIFIER,struct,20
_RPC_TRANSFER_SYNTAX,struct,20
_RPC_VERSION,struct,4
_RSAPUBKEY,struct,12
_RTL_ACTIVATION_CONTEXT_STACK_FRAME,struct,1
_RTL_CONDITION_VARIABLE,struct,4
_RTL_CRITICAL_SECTION,struct,24
_RTL_CRITICAL_SECTION_DEBUG,struct,32
_RTL_RUN_ONCE,union,4
_RTL_SRWLOCK,struct,4
_RTL_USER_PROCESS_PARAMETERS,struct,1
_Range_checked_iterator_tag,struct,1
"_Ranit<AnimSprite_*,int,AnimSprite_*_const_*,AnimSprite_*_const_&>",struct,4
"_Ranit<Attachment_*,int,Attachment_*_const_*,Attachment_*_const_&>",struct,4
"_Ranit<BASE_STRUCT,int,BASE_STRUCT_const_*,BASE_STRUCT_const_&>",struct,4
"_Ranit<Craft_*,int,Craft_*_const_*,Craft_*_const_&>",struct,4
"_Ranit<DistributedObject_*,int,DistributedObject_*_const_*,DistributedObject_*_const_&>",struct,4
"_Ranit<ExplosionClass_*,int,ExplosionClass_*_const_*,ExplosionClass_*_const_&>",struct,4
"_Ranit<GameFeature_*,int,GameFeature_*_const_*,GameFeature_*_const_&>",struct,4
"_Ranit<GameObjectClass_*,int,GameObjectClass_*_const_*,GameObjectClass_*_const_&>",struct,4
"_Ranit<GameObject_*,int,GameObject_*_const_*,GameObject_*_const_&>",struct,4
"_Ranit<Geizer_*,int,Geizer_*_const_*,Geizer_*_const_&>",struct,4
"_Ranit<GridPoint,int,GridPoint_const_*,GridPoint_const_&>",struct,4
"_Ranit<ObjectClassInfo_*,int,ObjectClassInfo_*_const_*,ObjectClassInfo_*_const_&>",struct,4
"_Ranit<OrdnanceClass_*,int,OrdnanceClass_*_const_*,OrdnanceClass_*_const_&>",struct,4
"_Ranit<PathPoint,int,PathPoint_const_*,PathPoint_const_&>",struct,4
"_Ranit<Player_*,int,Player_*_const_*,Player_*_const_&>",struct,4
"_Ranit<PortData_*,int,PortData_*_const_*,PortData_*_const_&>",struct,4
"_Ranit<PowerPlant_*,int,PowerPlant_*_const_*,PowerPlant_*_const_&>",struct,4
"_Ranit<RadarItem,int,RadarItem_const_*,RadarItem_const_&>",struct,4
"_Ranit<Scanner_*,int,Scanner_*_const_*,Scanner_*_const_&>",struct,4
"_Ranit<ScorePlayer_*,int,ScorePlayer_*_const_*,ScorePlayer_*_const_&>",struct,4
"_Ranit<Scrap_*,int,Scrap_*_const_*,Scrap_*_const_&>",struct,4
"_Ranit<Server_*,int,Server_*_const_*,Server_*_const_&>",struct,4
"_Ranit<Session_*,int,Session_*_const_*,Session_*_const_&>",struct,4
"_Ranit<SpawnPoint_*,int,SpawnPoint_*_const_*,SpawnPoint_*_const_&>",struct,4
"_Ranit<Strip_*,int,Strip_*_const_*,Strip_*_const_&>",struct,4
"_Ranit<WeaponClass_*,int,WeaponClass_*_const_*,WeaponClass_*_const_&>",struct,4
"_Ranit<stdext::_Hash<stdext::_Hmap_traits<unsigned_int,ParameterDB::FileData_*,stdext::hash_compare<unsigned_int,std::less<unsigned_int>_>,std::allocator<std::pair<unsigned_int_const_,ParameterDB::FileData_*>_>,0>_>::_List_position,int,stdext::_Hash<stdext::_Hmap_traits<unsigned_int,ParameterDB::FileData_*,stdext::hash_compare<unsigned_int,std::less<unsigned_int>_>,std::allocator<std::pair<unsigned_int_const_,ParameterDB::FileData_*>_>,0>_>::_List_position_const_*,stdext::_Hash<stdext::_Hmap_traits<unsigned_int,ParameterDB::FileData_*,stdext::hash_compare<unsigned_int,std::less<unsigned_int>_>,std::allocator<std::pair<unsigned_int_const_,ParameterDB::FileData_*>_>,0>_>::_List_position_const_&>",struct,4
"_Ranit<stdext::_Hash<stdext::_Hmap_traits<unsigned_int,char_const_*,stdext::hash_compare<unsigned_int,std::less<unsigned_int>_>,std::allocator<std::pair<unsigned_int_const_,char_const_*>_>,0>_>::_List_position,int,stdext::_Hash<stdext::_Hmap_traits<unsigned_int,char_const_*,stdext::hash_compare<unsigned_int,std::less<unsigned_int>_>,std::allocator<std::pair<unsigned_int_const_,char_const_*>_>,0>_>::_List_position_const_*,stdext::_Hash<stdext::_Hmap_traits<unsigned_int,char_const_*,stdext::hash_compare<unsigned_int,std::less<unsigned_int>_>,std::allocator<std::pair<unsigned_int_const_,char_const_*>_>,0>_>::_List_position_const_&>",struct,4
"_Ranit<stdext::_Hash<stdext::_Hmap_traits<unsigned_int,stdext::hash_map<unsigned_int,char_const_*,stdext::hash_compare<unsigned_int,std::less<unsigned_int>_>,std::allocator<std::pair<unsigned_int_const_,char_const_*>_>_>,stdext::hash_compare<unsigned_int,std::less<unsigned_int>_>,std::allocator<std::pair<unsigned_int_const_,stdext::hash_map<unsigned_int,char_const_*,stdext::hash_compare<unsigned_int,std::less<unsigned_int>_>,std::allocator<std::pair<unsigned_int_const_,char_const_*>_>_>_>_>,0>_>::_List_position,int,stdext::_Hash<stdext::_Hmap_traits<unsigned_int,stdext::hash_map<unsigned_int,char_const_*,stdext::hash_compare<unsigned_int,std::less<unsigned_int>_>,std::allocator<std::pair<unsigned_int_const_,char_const_*>_>_>,stdext::hash_compare<unsigned_int,std::less<unsigned_int>_>,std::allocator<std::pair<unsigned_int_const_,stdext::hash_map<unsigned_int,char_const_*,stdext::hash_compare<unsigned_int,std::less<unsigned_int>_>,std::allocator<std::pair<unsigned_int_const_,char_const_*>_>_>_>_>,0>_>::_List_position_const_*,stdext::_Hash<stdext::_Hmap_traits<unsigned_int,stdext::hash_map<unsigned_int,char_const_*,stdext::hash_compare<unsigned_int,std::less<unsigned_int>_>,std::allocator<std::pair<unsigned_int_const_,char_const_*>_>_>,stdext::hash_compare<unsigned_int,std::less<unsigned_int>_>,std::allocator<std::pair<unsigned_int_const_,stdext::hash_map<unsigned_int,char_const_*,stdext::hash_compare<unsigned_int,std::less<unsigned_int>_>,std::allocator<std::pair<unsigned_int_const_,char_const_*>_>_>_>_>,0>_>::_List_position_const_&>",struct,4
"_Ranit<stdext::_Hash<stdext::_Hmap_traits<unsigned_long,float,stdext::hash_compare<unsigned_long,std::less<unsigned_long>_>,std::allocator<std::pair<unsigned_long_const_,float>_>,0>_>::_List_position,int,stdext::_Hash<stdext::_Hmap_traits<unsigned_long,float,stdext::hash_compare<unsigned_long,std::less<unsigned_long>_>,std::allocator<std::pair<unsigned_long_const_,float>_>,0>_>::_List_position_const_*,stdext::_Hash<stdext::_Hmap_traits<unsigned_long,float,stdext::hash_compare<unsigned_long,std::less<unsigned_long>_>,std::allocator<std::pair<unsigned_long_const_,float>_>,0>_>::_List_position_const_&>",struct,4
"_Ranit<stdext::_Hash<stdext::_Hmap_traits<unsigned_long,unsigned_long,stdext::hash_compare<unsigned_long,std::less<unsigned_long>_>,std::allocator<std::pair<unsigned_long_const_,unsigned_long>_>,0>_>::_List_position,int,stdext::_Hash<stdext::_Hmap_traits<unsigned_long,unsigned_long,stdext::hash_compare<unsigned_long,std::less<unsigned_long>_>,std::allocator<std::pair<unsigned_long_const_,unsigned_long>_>,0>_>::_List_position_const_*,stdext::_Hash<stdext::_Hmap_traits<unsigned_long,unsigned_long,stdext::hash_compare<unsigned_long,std::less<unsigned_long>_>,std::allocator<std::pair<unsigned_long_const_,unsigned_long>_>,0>_>::_List_position_const_&>",struct,4
"_Ranit_base<char,int,char_const_*,char_const_&,std::_Iterator_base_secure>",struct,4
_Ref<void>,struct,1
_Ref<void_const_>,struct,1
_Ref<void_const_volatile_>,struct,1
_Ref<void_volatile_>,struct,1
_Ref_count_base,struct,16
_RemotableHandle,struct,8
_SCARD_ATRMASK,struct,76
_SCARD_IO_REQUEST,struct,8
_SCHANNEL_ALG,struct,20
_SCONTEXT_QUEUE,struct,8
_SCONTEXT_QUEUE.conflict,struct,8
_SC_ACTION,struct,8
_SECURITY_ATTRIBUTES,struct,12
_SECURITY_DESCRIPTOR,struct,20
_SECURITY_DESCRIPTOR_RELATIVE,struct,20
_SECURITY_QUALITY_OF_SERVICE,struct,12
_SEC_WINNT_AUTH_IDENTITY_A,struct,28
_SEC_WINNT_AUTH_IDENTITY_W,struct,28
_SENDCMDINPARAMS,struct,33
_SENDCMDOUTPARAMS,struct,17
_SERVICE_CONTROL_STATUS_REASON_PARAMSA,struct,44
_SERVICE_CONTROL_STATUS_REASON_PARAMSW,struct,44
_SERVICE_CONTROL_STATUS_REASON_PARAMSW.conflict,struct,44
