legacy_va,legacy_name,legacy_namespace,redux_rva,redux_va,similarity,significance,rank2_rva,rank2_similarity
0x004aba11,PostLoad,Producer,0x1afec0,0x5afec0,0.5208,23.21,,
0x0045f8b7,GiveWeapon,Global,0x1cb0d0,0x5cb0d0,0.6822,23.16,0x1cb050,0.6332
0x00461b02,Make,ShortPath::Neighbors,0x1d2c00,0x5d2c00,0.5755,23.15,,
0x005263d5,Process_XDFC_Chunk,Global,0x425da0,0x825da0,0.8870,23.13,0x3efe70,0.7024
0x00403d0c,Load,AiProcess,0x616d0,0x4616d0,0.6584,23.08,,
0x00415837,Load,Inst01Event,0x616d0,0x4616d0,0.6584,23.08,,
0x004e08c2,Net_BroadCastMessage,Global,0x172da0,0x572da0,0.7697,23.04,0x41e710,0.5879
0x004c4907,AltCommand,ControlPanel,0xa72a0,0x4a72a0,0.8525,23.03,,
0x0050887f,AI_Match_Team_Unit_Strength_Recalculate,Global,0x294950,0x694950,0.6558,23.03,,
0x005bf00e,db_sethook,Global,0x436cfc,0x836cfc,0.5482,23.01,,
0x00481f38,DeleteGASObject,Global,0x3bbf0,0x43bbf0,0.7313,23.00,,
0x004d52cd,EditPathName,PathDisplay,0x199580,0x599580,0.5543,23.00,,
0x004161c3,Save,Inst4XMission,0x5c2a0,0x45c2a0,0.5493,22.99,0xcdb40,0.5037
0x004231f0,Save,Misn04Mission,0x5c2a0,0x45c2a0,0.5493,22.99,0xcdb40,0.5037
0x0042d6be,Save,Misn08Mission,0x5c2a0,0x45c2a0,0.5493,22.99,0xcdb40,0.5037
0x00431b59,Save,Misn11Mission,0x5c2a0,0x45c2a0,0.5493,22.99,0xcdb40,0.5037
0x00432670,Save,Misn12Mission,0x5c2a0,0x45c2a0,0.5493,22.99,0xcdb40,0.5037
0x0043862c,Save,Misn14Mission,0x5c2a0,0x45c2a0,0.5493,22.99,0xcdb40,0.5037
0x0043acc4,Save,Misn16Mission,0x5c2a0,0x45c2a0,0.5493,22.99,0xcdb40,0.5037
0x0043eb5f,Save,Misn18Mission,0x5c2a0,0x45c2a0,0.5493,22.99,0xcdb40,0.5037
0x00440356,Save,Misns1Mission,0x5c2a0,0x45c2a0,0.5493,22.99,0xcdb40,0.5037
0x004440f3,Save,Misns3Mission,0x5c2a0,0x45c2a0,0.5493,22.99,0xcdb40,0.5037
0x00444920,Save,Misns4Mission,0x5c2a0,0x45c2a0,0.5493,22.99,0xcdb40,0.5037
0x00445205,Save,Misns5Mission,0x5c2a0,0x45c2a0,0.5493,22.99,0xcdb40,0.5037
0x00445c98,Save,Misns6Mission,0x5c2a0,0x45c2a0,0.5493,22.99,0xcdb40,0.5037
0x004488de,Save,Misns7Mission,0x5c2a0,0x45c2a0,0.5493,22.99,0xcdb40,0.5037
0x00473542,DeleteCollisionHandler,Global,0x42e10,0x442e10,0.8981,22.96,,
0x0041b960,SetLabel,Global,0x1001a0,0x5001a0,0.9182,22.95,0x100150,0.6566
0x005c2add,luaB_next,Global,0x433a6d,0x833a6d,1.0000,22.94,0x437254,0.6186
0x004ca1f3,PushUndoTile,EditTerrain,0xc7250,0x4c7250,0.5794,22.93,,
0x00546a04,crc32seed,Global,0xafde0,0x4afde0,0.6506,22.86,,
0x005bd0ac,luaF_newproto,Global,0x42fbf2,0x82fbf2,0.7259,22.86,,
0x004d47d4,CenterRect,Global,0x1953c0,0x5953c0,1.0000,22.84,,
0x004e99a1,ClassIDtoIndex,Global,0x22be60,0x62be60,0.6185,22.83,,
0x0046add8,CleanSpecial,UnitTask,0x205780,0x605780,0.7280,22.78,0x1b6ae0,0.6034
0x005bd314,DumpBlock,Global,0x431758,0x831758,1.0000,22.77,0x1f7c70,0.5310
0x0043a2c2,Setup,Misn16Mission,0x1491b0,0x5491b0,0.8524,22.76,0x15cf50,0.8105
0x00529f7b,Beam,Beam,0x7a2d0,0x47a2d0,0.6713,22.76,0x7cb50,0.5903
0x004bd30d,giddi_describe_device,Global,0x34920,0x434920,0.7567,22.75,0x1b0820,0.5250
0x005c28b0,luaB_getfenv,Global,0x4337f6,0x8337f6,1.0000,22.75,0x433742,0.8144
0x004752a7,Spinner,Global,0x2f69d0,0x6f69d0,0.5386,22.73,,
0x0053b0b7,Control,TargetingGun,0x1dfbc0,0x5dfbc0,0.5331,22.73,,
0x00530260,UpdateTimer,ImageLauncher,0xf2500,0x4f2500,0.9885,22.70,0x1b2410,0.9885
0x00537456,UpdateTimer,RadarLauncher,0xf2500,0x4f2500,0.9885,22.70,0x1b2410,0.9885
0x0053bfce,UpdateTimer,ThermalLauncher,0xf2500,0x4f2500,0.9885,22.70,0x1b2410,0.9885
0x005b631a,lua_pushfstring,Global,0x42cc9e,0x82cc9e,1.0000,22.69,0x42cdfe,0.7886
0x005b9b12,luaC_link,Global,0x43010b,0x83010b,1.0000,22.68,,
0x0050abfe,AIBuild_ConstructionBegin,Global,0x290570,0x690570,0.6819,22.64,0x2905d0,0.6819
0x004e9cb3,ClassCallSimulate,Global,0x22bd40,0x62bd40,0.6554,22.58,0x22bdf0,0.6554
0x004e9cf2,ClassPostSimulate,Global,0x22bd40,0x62bd40,0.6554,22.58,0x22bdf0,0.6554
0x00404a05,SetPositionV,Global,0x62160,0x462160,1.0000,22.55,0x39de0,0.5124
0x005c611a,luaK_codeABC,Global,0x43c5d2,0x83c5d2,1.0000,22.54,0x43c5ff,0.9011
0x00405191,PerimeterBlock,Global,0x69340,0x469340,0.9581,22.52,0x69380,0.7869
0x004051b4,PerimeterUnblock,Global,0x69380,0x469380,0.9581,22.52,0x69340,0.7869
0x004a345a,Get,ParameterDB,0x189c20,0x589c20,0.6203,22.46,0x189fe0,0.5789
0x004ecfe8,get_obj_radius,Global,0x22e590,0x62e590,0.5374,22.46,0x4b8d0,0.5001
0x005b61f3,lua_tothread,Global,0x42d447,0x82d447,1.0000,22.46,0x42d465,0.6790
0x00507c58,AI_AIPLoad,Global,0x2902b0,0x6902b0,0.5582,22.42,,
0x0052925f,zixMatchWild,Global,0x4287d0,0x8287d0,0.5463,22.40,,
0x0047dc3f,UnPackTempState,APC,0x70e90,0x470e90,0.5790,22.36,0x1afa70,0.5131
0x0051b228,Check_Fully_Done,Scheduler,0x2a78c0,0x6a78c0,0.7509,22.30,,
0x0048ebaf,GlobalSetLocal,DistributedObject,0xb9bd0,0x4b9bd0,0.7844,22.26,,
0x005b8486,luaD_growstack,Global,0x42f194,0x82f194,1.0000,22.25,,
0x005b5f6a,lua_isstring,Global,0x42c9f5,0x82c9f5,1.0000,22.23,0x42ca18,0.5000
0x0045e477,SetOrigin,GameObject,0x1873a0,0x5873a0,0.8664,22.22,,
0x005b5c1e,luaA_pushobject,Global,0x42c54d,0x82c54d,1.0000,22.19,0x4e950,0.5392
0x0047db66,Load,APC,0xa73a0,0x4a73a0,0.7767,22.18,0x78040,0.5371
0x0047123b,PauseMusic,Global,0x379d0,0x4379d0,0.6813,22.17,0x37a20,0.5233
0x0040bf32,DoReload,APCProcess,0x71b50,0x471b50,0.5650,22.15,,
0x00471284,UnPauseMusic,Global,0x37a20,0x437a20,0.6834,22.14,,
0x0050ed4b,negation,Global,0x2984f0,0x6984f0,0.5676,22.12,,
0x005bc7dc,luaH_setnum,Global,0x431114,0x831114,1.0000,22.12,0x431159,0.8589
0x005c3a00,enterblock,Global,0x43a00d,0x83a00d,1.0000,22.12,,
0x0046907a,DoGoto,UnitProcess,0x1122c0,0x5122c0,0.5707,22.11,0x1fbb10,0.5376
0x004d0a66,BoltInit,LightningFeature,0xfabb0,0x4fabb0,0.5296,22.11,,
0x004af1fc,Scrap_InitRange,Global,0x1c5870,0x5c5870,0.7897,22.09,0xdfa20,0.7462
0x004397e3,Setup,Misn15Mission,0x15cf50,0x55cf50,0.8087,22.08,0x147c60,0.7533
0x00445309,Setup,Misns6Mission,0x15e150,0x55e150,1.0000,22.06,0x138fc0,0.8390
0x00486c0d,IsDeployedCraft,Global,0xa8850,0x4a8850,0.7039,22.05,,
0x005c3255,luaB_auxwrap,Global,0x434399,0x834399,0.6321,22.04,,
0x005c3f4f,listfield,Global,0x43a994,0x83a994,0.9053,22.04,,
0x005b62f0,lua_pushvfstring,Global,0x42cdfe,0x82cdfe,1.0000,22.00,0x42cc9e,0.7886
0x00401928,AddObject,AiMission,0x5cc40,0x45cc40,0.6054,21.98,,
0x00404c7a,PlanPossible,Global,0x682f0,0x4682f0,0.7482,21.98,,
0x0042934c,AddObject,Misn06Mission,0x5cc40,0x45cc40,0.6054,21.98,,
0x0042bb09,AddObject,Misn07Mission,0x5cc40,0x45cc40,0.6054,21.98,,
0x0043624d,AddObject,Misn12Mission,0x5cc40,0x45cc40,0.6054,21.98,,
0x00440443,AddObject,Misns1Mission,0x5cc40,0x45cc40,0.6054,21.98,,
0x00442e91,AddObject,Misns2Mission,0x5cc40,0x45cc40,0.6054,21.98,,
0x004441d7,AddObject,Misns3Mission,0x5cc40,0x45cc40,0.6054,21.98,,
0x004643c5,AddObject,Tran02Mission,0x5cc40,0x45cc40,0.6054,21.98,,
0x00470249,InitUState1,WingmanProcess,0x213d10,0x613d10,0.9798,21.96,0x1fb7e0,0.6310
0x004ecaac,obj_set_flag,Global,0x22de40,0x62de40,0.9698,21.96,0x22e780,0.7630
0x00473398,CarEntityCheck,Global,0x405e0,0x4405e0,0.6760,21.95,0x214520,0.5327
0x005b5f3c,lua_isnumber,Global,0x42c9c5,0x82c9c5,0.7599,21.95,0x42d338,0.6704
0x004194ea,UnpackTable,Global,0x105b50,0x505b50,0.5519,21.94,0x1059b0,0.5497
0x00419aea,GetODFString,Global,0x106780,0x506780,0.5080,21.94,,
0x0045fd25,Goto,Global,0x1cb960,0x5cb960,0.8420,21.93,0x1cbbb0,0.8420
0x0045fe51,Mine,Global,0x1cb960,0x5cb960,0.8420,21.93,0x1cbbb0,0.8420
0x00460272,Build,Global,0x1cb960,0x5cb960,0.8420,21.93,0x1cbbb0,0.8420
0x00481c81,CloseGASObject,Global,0x3cf50,0x43cf50,0.5758,21.87,0x3b6b0,0.5388
0x0046091a,CameraPath,Global,0x1cd440,0x5cd440,0.5652,21.81,0x1cd300,0.5435
0x00534d9d,~OrdnanceClass,OrdnanceClass,0x186c00,0x586c00,0.9831,21.78,0x38efe0,0.6160
0x0049063f,Reset,CSound,0x39770,0x439770,0.5567,21.77,,
0x00459df8,DoGotoScrap,RecycleTask,0x1b6ae0,0x5b6ae0,0.5521,21.75,0x205780,0.6299
0x005ae860,mdct_clear,Global,0x222ca0,0x622ca0,0.6868,21.73,0x29c3c0,0.6836
0x004690bb,InitPatrol,UnitProcess,0x1fb7e0,0x5fb7e0,0.9795,21.70,0x213d10,0.6312
0x005b7ba4,preinit_state,Global,0x42d824,0x82d824,0.8432,21.70,0x1491b0,0.6237
0x004a8fff,Init,PowerUp,0x1a7d00,0x5a7d00,0.5498,21.68,,
0x005bca0c,luaH_resizearray,Global,0x43108b,0x83108b,1.0000,21.66,0x3ce730,0.5077
0x005beaae,treatstackoption,Global,0x43780f,0x83780f,1.0000,21.66,,
0x00513fc4,Is_Goal_Undercommitted,Mapgrid_Goal,0x29d8a0,0x69d8a0,0.5249,21.65,,
0x004a8e9a,PermStateChanged,PowerUp,0x1ab260,0x5ab260,1.0000,21.62,0xbacd0,0.7014
0x005b60d5,lua_toboolean,Global,0x42d2e8,0x82d2e8,0.7173,21.62,0x42d465,0.5837
0x00468835,UnitProcess,UnitProcess,0x1f9350,0x5f9350,0.7528,21.61,0x1491b0,0.6423
0x004139aa,CleanState,GotoTask,0xe62f0,0x4e62f0,0.6678,21.54,0xe2490,0.5110
0x005b6400,lua_pushthread,Global,0x42cdaf,0x82cdaf,1.0000,21.51,0x42cced,0.7581
0x00582052,Resume,Global,0x422ab0,0x822ab0,1.0000,21.46,0x18c220,0.5872
0x004c3620,Control,ConstructionBlob,0x9c050,0x49c050,0.9840,21.45,0xc95e0,0.9840
0x004cd6df,Control,EngineFlame,0x9c050,0x49c050,0.9840,21.45,0xc95e0,0.9840
0x005b8dbc,luaD_protectedparser,Global,0x42f478,0x82f478,1.0000,21.45,,
0x005c79d0,_ValidateImageBase,Global,0x43f3a0,0x83f3a0,0.7262,21.45,,
0x0055237c,DupString,Global,0x2995a0,0x6995a0,0.5209,21.43,0x299400,0.5082
0x0050b106,AIBuild_ResourceListNew,Global,0x290b10,0x690b10,1.0000,21.41,0x331030,0.5322
0x0041d0c6,LayMinesTask,LayMinesTask,0x1124f0,0x5124f0,0.5148,21.38,0x1b7080,0.6098
0x0044dc4f,ChangesState,OffensiveProcess,0x1833a0,0x5833a0,0.6247,21.38,0x213a40,0.5109
0x00515417,PREREQ_Prune,Global,0x2a0430,0x6a0430,0.9625,21.35,0x500d0,0.5610
0x004ed30b,Find_Object_Info,Global,0x22d690,0x62d690,0.5683,21.33,,
0x005b77cf,luaL_optinteger,Global,0x42c1fd,0x82c1fd,1.0000,21.29,,
0x0040adb7,AddRect,Global,0x6eb10,0x46eb10,1.0000,21.28,,
0x0050a9e9,AI_Team_Compute_Mapgrid,Global,0x295ff0,0x695ff0,1.0000,21.27,,
0x00514021,Clear_Goal,Mapgrid_Goal,0x29d940,0x69d940,1.0000,21.27,0x42d824,0.7348
0x00413478,GotoGeyser,GotoGeyser,0xe48e0,0x4e48e0,0.5960,21.23,,
0x0040557b,Find,Global,0x69fd0,0x469fd0,0.8149,21.21,,
0x0051736e,ScheduleGlue_Translate_Pos_To_Tiles,Global,0x2a09e0,0x6a09e0,1.0000,21.21,,
0x0054f668,Scroll_AdvanceLine,Global,0x4213c0,0x8213c0,0.5817,21.21,,
0x0040eba3,AttackTask,AttackTask,0x77e60,0x477e60,0.5686,21.18,,
0x00508d48,AI_Team_Trash_Regions_Of_Control,Global,0x295130,0x695130,1.0000,21.15,,
0x0051236b,do_parse,Global,0x29c150,0x69c150,0.6573,21.14,,
0x005bd7c0,luaX_token2str,Global,0x4390ce,0x8390ce,0.6618,21.13,,
0x0044ead0,operator=,Strip,0x39e1d0,0x79e1d0,0.6300,21.12,0x2c3020,0.5995
0x00480c1f,SetDS3DDefaults,Global,0x3c2a0,0x43c2a0,0.7262,21.10,,
0x0059bfd0,ov_halfrate_p,Global,0x3d4450,0x7d4450,1.0000,21.04,0x3d3d60,0.6512
0x005b6aaa,lua_next,Global,0x42cb08,0x82cb08,0.6813,21.04,,
0x005280ee,zfsFindRecordNum,Global,0x42d490,0x82d490,1.0000,21.03,0x1cbdd0,0.6319
0x005b5ee7,lua_type,Global,0x42d490,0x82d490,1.0000,21.03,0x1cbdd0,0.6319
0x004af97c,ScrapDropoff_Get,Global,0x1c6230,0x5c6230,0.7046,21.02,,
0x005c3089,costatus,Global,0x434188,0x834188,0.6234,21.02,,
0x004751e6,PositionVelocity,Global,0x44b00,0x444b00,0.7407,21.01,0x2eac90,0.6238
0x005c7e10,ogg_stream_clear,Global,0x29c470,0x69c470,0.6516,21.01,0x222ca0,0.6218
0x004b2319,remove_from_purge,Global,0x2b1570,0x6b1570,0.5509,20.96,,
0x0052ad2a,Bolt,Bolt,0x7cb50,0x47cb50,0.6531,20.94,0x7a2d0,0.5885
0x0051b702,Scheduler,Scheduler,0x2a7d90,0x6a7d90,0.6550,20.91,,
0x004677fb,ShouldAttack,TurretTankProcess,0x1f75c0,0x5f75c0,0.5727,20.90,,
0x00547806,Trace,Global,0x3d6b70,0x7d6b70,0.6355,20.88,0x3d6c70,0.6355
0x0054788b,TraceWarning,Global,0x3d6b70,0x7d6b70,0.6355,20.88,0x3d6c70,0.6355
0x00547910,TraceError,Global,0x3d6b70,0x7d6b70,0.6355,20.88,0x3d6c70,0.6355
0x00477e1d,Init_Sky,Global,0x2151c0,0x6151c0,0.6269,20.87,,
0x005bcc41,luaH_setstr,Global,0x431159,0x831159,1.0000,20.84,0x431114,0.8589
0x004dc4b6,allie_cb,Global,0x6ced0,0x46ced0,0.5385,20.82,,
0x00419e38,VECTOR_3D_Add,Global,0x107cd0,0x507cd0,0.5377,20.81,0x107d80,0.5377
0x00419e9d,VECTOR_3D_Sub,Global,0x107cd0,0x507cd0,0.5377,20.81,0x107d80,0.5377
0x00481054,FillDSBuffer,Global,0x3cb70,0x43cb70,0.5355,20.81,,
0x005ad840,drft_clear,Global,0x29c3c0,0x69c3c0,0.7033,20.77,0x222ca0,0.6491
0x0041833f,SetAIControl,Global,0x103650,0x503650,0.7412,20.75,0x103450,0.7412
0x00464ae6,Setup,Tran04Mission,0x1e93e0,0x5e93e0,0.8495,20.74,0x138fc0,0.8026
0x0048a083,encode_odf,Global,0xb7650,0x4b7650,0.5591,20.73,0x183e70,0.5591
0x00532c52,encode_cfg,Global,0xb7650,0x4b7650,0.5591,20.73,0x183e70,0.5591
0x0045e159,IsInfo,Global,0x1c8410,0x5c8410,0.5248,20.71,0x1cd610,0.5244
0x004e9ee3,Set_User_Entity,Global,0x22c190,0x62c190,0.8146,20.71,,
0x004127c3,ResetOffset,FollowTask,0xd39f0,0x4d39f0,0.5110,20.67,,
0x004905d3,Get3DBufferInterface,CSound,0x39610,0x439610,0.7018,20.65,,
0x004e99cd,ClassGetEuler,Global,0x22bf70,0x62bf70,0.5015,20.65,,
0x004aac75,GetZonePtr,Global,0x92d60,0x492d60,0.7069,20.62,,
0x0053c6e2,UpdateSound,Torpedo,0x1e47c0,0x5e47c0,0.5433,20.62,,
0x005c2bdc,luaB_loadstring,Global,0x433aaa,0x833aaa,1.0000,20.61,,
0x0041bce2,Distance3D,Global,0x100cd0,0x500cd0,0.6185,20.60,0x100d50,0.6185
0x0041bd2c,Distance3DSquared,Global,0x100cd0,0x500cd0,0.6185,20.60,0x100d50,0.6185
0x0041d7dd,Setup,Misn01Mission,0x138fc0,0x538fc0,0.8137,20.57,0x15cf50,0.8123
0x004106b3,DoUState2,RigProcess,0x1b6e60,0x5b6e60,0.6660,20.55,0x9ee70,0.6660
0x00412cb8,DoSubAttack,GechProcess,0x1b6e60,0x5b6e60,0.6660,20.55,0x9ee70,0.6660
0x0044dccd,DoSubAttack,OffensiveProcess,0x1b6e60,0x5b6e60,0.6660,20.55,0x9ee70,0.6660
0x0045727d,DoSubAttack,PersonProcess,0x1b6e60,0x5b6e60,0.6660,20.55,0x9ee70,0.6660
0x00459e5d,DoGotoRepair,RecycleTask,0x1b6e60,0x5b6e60,0.6660,20.55,0x9ee70,0.6660
0x00462fa6,DoSubAttack,SoldierProcess,0x1b6e60,0x5b6e60,0.6660,20.55,0x9ee70,0.6660
0x00462fdd,DoUState1,SoldierProcess,0x1b6e60,0x5b6e60,0.6660,20.55,0x9ee70,0.6660
0x00463014,DoUState2,SoldierProcess,0x1b6e60,0x5b6e60,0.6660,20.55,0x9ee70,0.6660
0x00470228,DoSubAttack,WingmanProcess,0x1b6e60,0x5b6e60,0.6660,20.55,0x9ee70,0.6660
0x004accc8,giddi_read_channels,Global,0x1b08b0,0x5b08b0,0.8205,20.54,,
0x005c6f00,_alloca_probe_16,Global,0x4443a0,0x8443a0,1.0000,20.53,0x4443b6,1.0000
0x0054bcea,Build_Yaw_Matrix,Global,0x41ebb0,0x81ebb0,0.5498,20.51,0x41ec40,0.5498
0x0054bd7f,Build_Roll_Matrix,Global,0x41ebb0,0x81ebb0,0.5498,20.51,0x41ec40,0.5498
0x005b9af9,luaC_barrierback,Global,0x430000,0x830000,1.0000,20.47,,
0x004674b9,DoSubAttack,TurretTankProcess,0x1f7910,0x5f7910,0.7178,20.46,0x1b6e60,0.6748
0x00459c2f,PostLoad,RecycleTask,0x1b5ce0,0x5b5ce0,0.6874,20.44,0x1f9a30,0.5289
0x004b2291,TexCache_Init,Global,0x4b8d0,0x44b8d0,0.5476,20.44,0x211840,0.5132
0x0046914c,InitStage,UnitProcess,0x1fb8d0,0x5fb8d0,0.6145,20.42,,
0x0054bd34,Build_Pitch_Matrix,Global,0x41ebb0,0x81ebb0,0.5475,20.39,0x41ec40,0.5475
0x0054f57c,Scroll_SetFlags,Global,0x421310,0x821310,1.0000,20.39,,
0x005bc3ce,countint,Global,0x430c97,0x830c97,0.6629,20.39,,
0x004957df,SetCommand,GameObject,0xdbf90,0x4dbf90,0.8691,20.37,0xdbce0,0.7999
0x0047574c,DeleteFloorHandler,Global,0x44eb0,0x444eb0,1.0000,20.36,0x421a80,0.6297
0x005a7230,vorbis_staticbook_destroy,Global,0x222ca0,0x622ca0,0.6129,20.36,0x29c3c0,0.6325
0x0040bc73,CleanAttack,APCProcess,0x71860,0x471860,1.0000,20.34,0x75050,1.0000
0x0040bc89,CleanReload,APCProcess,0x71860,0x471860,1.0000,20.34,0x75050,1.0000
0x0040ccdd,CleanWait,ArmoryProcess,0x71860,0x471860,1.0000,20.34,0x75050,1.0000
0x00412c8c,CleanAttack,GechProcess,0x71860,0x471860,1.0000,20.34,0x75050,1.0000
0x00412ca2,CleanSubAttack,GechProcess,0x71860,0x471860,1.0000,20.34,0x75050,1.0000
0x00414ca4,CleanAttack,GunTowerProcess,0x71860,0x471860,1.0000,20.34,0x75050,1.0000
0x0041d036,CleanUState1,MineLayerProcess,0x71860,0x471860,1.0000,20.34,0x75050,1.0000
0x0044dcb7,CleanSubAttack,OffensiveProcess,0x71860,0x471860,1.0000,20.34,0x75050,1.0000
0x00457251,CleanAttack,PersonProcess,0x71860,0x471860,1.0000,20.34,0x75050,1.0000
0x00457267,CleanSubAttack,PersonProcess,0x71860,0x471860,1.0000,20.34,0x75050,1.0000
0x00458f59,CleanWait,RecyclerProcess,0x71860,0x471860,1.0000,20.34,0x75050,1.0000
0x0045ba07,CleanAttack,SAVProcess,0x71860,0x471860,1.0000,20.34,0x75050,1.0000
0x00462f7a,CleanAttack,SoldierProcess,0x71860,0x471860,1.0000,20.34,0x75050,1.0000
0x00462f90,CleanSubAttack,SoldierProcess,0x71860,0x471860,1.0000,20.34,0x75050,1.0000
0x00462fc7,CleanUState1,SoldierProcess,0x71860,0x471860,1.0000,20.34,0x75050,1.0000
0x00462ffe,CleanUState2,SoldierProcess,0x71860,0x471860,1.0000,20.34,0x75050,1.0000
0x0046744b,CleanAttack,TurretTankProcess,0x71860,0x471860,1.0000,20.34,0x75050,1.0000
0x004674a3,CleanSubAttack,TurretTankProcess,0x71860,0x471860,1.0000,20.34,0x75050,1.0000
0x0046901c,CleanWait,UnitProcess,0x71860,0x471860,1.0000,20.34,0x75050,1.0000
0x00469064,CleanGoto,UnitProcess,0x71860,0x471860,1.0000,20.34,0x75050,1.0000
0x004690e6,CleanPatrol,UnitProcess,0x71860,0x471860,1.0000,20.34,0x75050,1.0000
0x0046918b,CleanStage,UnitProcess,0x71860,0x471860,1.0000,20.34,0x75050,1.0000
0x004691a1,CleanAttack,UnitProcess,0x71860,0x471860,1.0000,20.34,0x75050,1.0000
0x004691f9,CleanFollow,UnitProcess,0x71860,0x471860,1.0000,20.34,0x75050,1.0000
0x00469248,CleanDefend,UnitProcess,0x71860,0x471860,1.0000,20.34,0x75050,1.0000
0x004692bc,CleanRescue,UnitProcess,0x71860,0x471860,1.0000,20.34,0x75050,1.0000
0x00470212,CleanSubAttack,WingmanProcess,0x71860,0x471860,1.0000,20.34,0x75050,1.0000
0x00470271,CleanUState1,WingmanProcess,0x71860,0x471860,1.0000,20.34,0x75050,1.0000
0x0047049a,CleanAttack,RocketTankProcess,0x71860,0x471860,1.0000,20.34,0x75050,1.0000
0x0041b869,GetOdf,Global,0x100280,0x500280,0.6500,20.24,0x1002e0,0.6500
0x0041b8f8,GetBase,Global,0x100280,0x500280,0.6500,20.24,0x1002e0,0.6500
0x0041ba59,GetNation,Global,0x100280,0x500280,0.6500,20.24,0x1002e0,0.6500
0x00463336,InitUState2,SoldierProcess,0x1d7a70,0x5d7a70,0.5347,20.24,,
0x004f246f,OverlayDefaultPalette,Global,0x1c8380,0x5c8380,0.6993,20.23,0x1ce280,0.6352
0x0045e456,GetOrigin,GameObject,0xc0af0,0x4c0af0,0.8387,20.20,,
0x0048a0d4,SendCommand,DistributedObject,0xb7b00,0x4b7b00,0.5414,20.15,,
0x004e7be7,Cache_Create_Bsp_Heap,Global,0xc8250,0x4c8250,0.6471,20.15,0x188bd0,0.6471
0x0040ccf3,DoWait,ArmoryProcess,0x750a0,0x4750a0,0.5776,20.13,0x1b49d0,0.5776
0x00458f6f,DoWait,RecyclerProcess,0x750a0,0x4750a0,0.5776,20.13,0x1b49d0,0.5776
0x00469032,DoWait,UnitProcess,0x750a0,0x4750a0,0.5776,20.13,0x1b49d0,0.5776
0x005be97c,db_getmetatable,Global,0x4371bf,0x8371bf,1.0000,20.13,0x433742,0.7277
0x00470ed2,DoAudioPriority,Global,0x376c0,0x4376c0,0.5973,20.06,0x37720,0.5054
0x00470f22,DoAudioLooping,Global,0x376c0,0x4376c0,0.5973,20.06,0x37720,0.5054
0x004d5359,InVerbArea,Global,0x1996f0,0x5996f0,0.6204,20.06,,
0x005306fa,Activate,ImageRefract,0xf2d20,0x4f2d20,0.9483,20.04,0xf2d70,0.7772
0x005c35c7,codestring,Global,0x439dc7,0x839dc7,1.0000,20.03,0x2a8520,0.6811
0x00459f5e,CombineVectors,Global,0x59570,0x459570,0.8378,20.02,,
0x0048b98c,"_Uninit_copy<stdext::_Hash<stdext::_Hmap_traits<unsigned_long,unsigned_long,stdext::hash_compare<unsigned_long,std::less<unsigned_long>_>,std::allocator<std::pair<unsigned_long_const_,unsigned_long>_>,0>_>::_List_position_*,stdext::_Hash<stdext::_Hmap_traits<unsigned_long,unsigned_long,stdext::hash_compare<unsigned_long,std::less<unsigned_long>_>,std::allocator<std::pair<unsigned_long_const_,unsigned_long>_>,0>_>::_List_position_*,std::allocator<stdext::_Hash<stdext::_Hmap_traits<unsigned_long,unsigned_long,stdext::hash_compare<unsigned_long,std::less<unsigned_long>_>,std::allocator<std::pair<unsigned_long_const_,unsigned_long>_>,0>_>::_List_position>_>",std,0x8bd40,0x48bd40,0.9033,20.02,0x3cf320,0.9033
0x0048b9b2,"_Uninit_copy<stdext::_Hash<stdext::_Hmap_traits<unsigned_long,float,stdext::hash_compare<unsigned_long,std::less<unsigned_long>_>,std::allocator<std::pair<unsigned_long_const_,float>_>,0>_>::_List_position_*,stdext::_Hash<stdext::_Hmap_traits<unsigned_long,float,stdext::hash_compare<unsigned_long,std::less<unsigned_long>_>,std::allocator<std::pair<unsigned_long_const_,float>_>,0>_>::_List_position_*,std::allocator<stdext::_Hash<stdext::_Hmap_traits<unsigned_long,float,stdext::hash_compare<unsigned_long,std::less<unsigned_long>_>,std::allocator<std::pair<unsigned_long_const_,float>_>,0>_>::_List_position>_>",std,0x8bd40,0x48bd40,0.9033,20.02,0x3cf320,0.9033
0x004a1749,"_Uninit_copy<stdext::_Hash<stdext::_Hmap_traits<unsigned_int,ParameterDB::FileData_*,stdext::hash_compare<unsigned_int,std::less<unsigned_int>_>,std::allocator<std::pair<unsigned_int_const_,ParameterDB::FileData_*>_>,0>_>::_List_position_*,stdext::_Hash<stdext::_Hmap_traits<unsigned_int,ParameterDB::FileData_*,stdext::hash_compare<unsigned_int,std::less<unsigned_int>_>,std::allocator<std::pair<unsigned_int_const_,ParameterDB::FileData_*>_>,0>_>::_List_position_*,std::allocator<stdext::_Hash<stdext::_Hmap_traits<unsigned_int,ParameterDB::FileData_*,stdext::hash_compare<unsigned_int,std::less<unsigned_int>_>,std::allocator<std::pair<unsigned_int_const_,ParameterDB::FileData_*>_>,0>_>::_List_position>_>",std,0x8bd40,0x48bd40,0.9033,20.02,0x3cf320,0.9033
