path,name,bytes,zones,dim_source,samples,min,max,levels,flagged,ambiguous,status,sha256_16,note
C:\Program Files (x86)\Battlezone\addon\custom_maps\multdm40_battlearena\multdm40.HGT,multdm40.HGT,32768,1x1,trn,16384,0,2302,85,16209,0,parsed,e404129733d245df,
C:\Program Files (x86)\Battlezone\stockfiles\multdm48.hgt,multdm48.hgt,131072,2x2,trn,65536,0,1530,703,56643,0,parsed,00f62767cf47655c,
C:\Users\iestu\Documents\GIT\BZ1_Source\1.5\Battlezone_Install\stock\multdm48.hgt,multdm48.hgt,131072,2x2,trn,65536,0,1530,703,56643,0,parsed,00f62767cf47655c,
C:\Program Files (x86)\Battlezone\stockfiles\multdm61.hgt,multdm61.hgt,32768,1x1,trn,16384,0,2725,33,16282,0,parsed,3b12b6ff26ff79b1,
C:\Users\iestu\Documents\GIT\BZ1_Source\1.5\Battlezone_Install\stock\multdm61.hgt,multdm61.hgt,32768,1x1,trn,16384,0,2725,33,16282,0,parsed,3b12b6ff26ff79b1,
C:\Program Files (x86)\Battlezone\stockfiles\multdm75.hgt,multdm75.hgt,32768,1x1,trn,16384,0,1624,1077,9931,0,parsed,82729c8bddad1807,
C:\Users\iestu\Documents\GIT\BZ1_Source\1.5\Battlezone_Install\stock\multdm75.hgt,multdm75.hgt,32768,1x1,trn,16384,0,1624,1077,9931,0,parsed,82729c8bddad1807,
C:\Program Files (x86)\Battlezone\stockfiles\multdm77.hgt,multdm77.hgt,32768,1x1,trn,16384,2,2232,961,14799,0,parsed,93da37140afd621d,
C:\Users\iestu\Documents\GIT\BZ1_Source\1.5\Battlezone_Install\stock\multdm77.hgt,multdm77.hgt,32768,1x1,trn,16384,2,2232,961,14799,0,parsed,93da37140afd621d,
C:\Program Files (x86)\Battlezone\stockfiles\multdm99.hgt,multdm99.hgt,32768,1x1,trn,16384,550,2000,27,15963,0,parsed,2db047ef3919f9fb,
C:\Users\iestu\Documents\GIT\BZ1_Source\1.5\Battlezone_Install\stock\multdm99.hgt,multdm99.hgt,32768,1x1,trn,16384,550,2000,27,15963,0,parsed,2db047ef3919f9fb,
C:\Program Files (x86)\Battlezone\addon\custom_maps\multdmF9_FuryArena\multdmF9.hgt,multdmF9.hgt,32768,1x1,trn,16384,550,2000,27,15963,0,parsed,2db047ef3919f9fb,
C:\Program Files (x86)\Battlezone\addon\custom_maps\multdmi1_Cliffhanger\multdmi1.HGT,multdmi1.HGT,524288,4x4,trn,262144,0,2365,2089,206469,0,parsed,dfc87741152f8514,
C:\Program Files (x86)\Battlezone\addon\custom_maps\multDMUU_Rend\multDMUU.hgt,multDMUU.hgt,32768,1x1,trn,16384,0,1116,185,13246,0,parsed,8b807f9e9038c6ec,
C:\Program Files (x86)\Battlezone\stockfiles\multg1.hgt,multg1.hgt,524288,4x4,inferred,262144,0,1383,806,256417,1,parsed,47522a3578c365c5,
C:\Users\iestu\Documents\GIT\BZ1_Source\1.5\Battlezone_Install\stock\multg1.hgt,multg1.hgt,524288,4x4,trn,262144,0,1383,806,256417,0,parsed,47522a3578c365c5,
C:\Program Files (x86)\Battlezone\stockfiles\multst01.hgt,multst01.hgt,524288,4x4,inferred,262144,1673,2539,717,255523,1,parsed,4d0fb071b84c8b4b,
C:\Users\iestu\Documents\GIT\BZ1_Source\1.5\Battlezone_Install\stock\multst01.hgt,multst01.hgt,524288,4x4,trn,262144,1673,2539,717,255523,0,parsed,4d0fb071b84c8b4b,
C:\Program Files (x86)\Battlezone\stockfiles\multst02.hgt,multst02.hgt,524288,4x4,inferred,262144,0,1892,1253,250540,1,parsed,96980741fc923fb9,
C:\Users\iestu\Documents\GIT\BZ1_Source\1.5\Battlezone_Install\stock\multst02.hgt,multst02.hgt,524288,4x4,trn,262144,0,1892,1253,250540,0,parsed,96980741fc923fb9,
C:\Program Files (x86)\Battlezone\stockfiles\multst03.hgt,multst03.hgt,524288,4x4,trn,262144,65,1402,579,255299,0,parsed,b8dda3fde39b3a79,
C:\Users\iestu\Documents\GIT\BZ1_Source\1.5\Battlezone_Install\stock\multst03.hgt,multst03.hgt,524288,4x4,trn,262144,65,1402,579,255299,0,parsed,b8dda3fde39b3a79,
C:\Program Files (x86)\Battlezone\stockfiles\multst04.hgt,multst04.hgt,524288,4x4,inferred,262144,190,1485,386,258563,1,parsed,498c9bb216de8db4,
C:\Users\iestu\Documents\GIT\BZ1_Source\1.5\Battlezone_Install\stock\multst04.hgt,multst04.hgt,524288,4x4,trn,262144,190,1485,386,258563,0,parsed,498c9bb216de8db4,
C:\Program Files (x86)\Battlezone\addon\custom_maps\MULTST06_Charon\MULTST06.HGT,MULTST06.HGT,32768,1x1,trn,16384,44,1542,370,15586,0,parsed,b0b1f6a7903a97a9,
C:\Program Files (x86)\Battlezone\stockfiles\multst11.hgt,multst11.hgt,32768,1x1,inferred,16384,0,1679,966,12572,0,parsed,eab2dd8598f06057,
C:\Users\iestu\Documents\GIT\BZ1_Source\1.5\Battlezone_Install\stock\multst11.hgt,multst11.hgt,32768,1x1,trn,16384,0,1679,966,12572,0,parsed,eab2dd8598f06057,
C:\Program Files (x86)\Battlezone\stockfiles\multst12.hgt,multst12.hgt,131072,2x2,inferred,65536,0,1600,1033,52404,1,parsed,7726e6e70dffeb13,
C:\Users\iestu\Documents\GIT\BZ1_Source\1.5\Battlezone_Install\stock\multst12.hgt,multst12.hgt,131072,2x2,trn,65536,0,1600,1033,52404,0,parsed,7726e6e70dffeb13,
C:\Program Files (x86)\Battlezone\addon\custom_maps\multst13_rockbaby\multst13.HGT,multst13.HGT,294912,3x3,trn,147456,35,3466,3264,97610,0,parsed,e07e02d9bf81c9b2,
C:\Program Files (x86)\Battlezone\stockfiles\multst24.hgt,multst24.hgt,131072,2x2,inferred,65536,0,939,860,48270,1,parsed,976da7a9e7365a04,
C:\Users\iestu\Documents\GIT\BZ1_Source\1.5\Battlezone_Install\stock\multst24.hgt,multst24.hgt,131072,2x2,trn,65536,0,939,860,48270,0,parsed,976da7a9e7365a04,
C:\Program Files (x86)\Battlezone\stockfiles\multst25.hgt,multst25.hgt,393216,3x4,inferred,196608,0,1971,1819,178931,1,parsed,aad9c92e2663922d,
C:\Users\iestu\Documents\GIT\BZ1_Source\1.5\Battlezone_Install\stock\multst25.hgt,multst25.hgt,393216,4x3,trn,196608,0,1971,1819,178931,0,parsed,aad9c92e2663922d,
C:\Program Files (x86)\Battlezone\stockfiles\multst26.hgt,multst26.hgt,524288,4x4,inferred,262144,0,1938,1672,232071,1,parsed,2356404a3366e279,
C:\Users\iestu\Documents\GIT\BZ1_Source\1.5\Battlezone_Install\stock\multst26.hgt,multst26.hgt,524288,4x4,trn,262144,0,1938,1672,232071,0,parsed,2356404a3366e279,
C:\Program Files (x86)\Battlezone\stockfiles\multst28.hgt,multst28.hgt,524288,4x4,inferred,262144,0,4095,2479,249023,1,parsed,11c20c18c7ae9b40,
C:\Users\iestu\Documents\GIT\BZ1_Source\1.5\Battlezone_Install\stock\multst28.hgt,multst28.hgt,524288,4x4,trn,262144,0,4095,2479,249023,0,parsed,11c20c18c7ae9b40,
C:\Program Files (x86)\Battlezone\stockfiles\multst29.hgt,multst29.hgt,524288,4x4,inferred,262144,50,2045,1437,246010,1,parsed,abe5fb9c13eb864a,
C:\Users\iestu\Documents\GIT\BZ1_Source\1.5\Battlezone_Install\stock\multst29.hgt,multst29.hgt,524288,4x4,trn,262144,50,2045,1437,246010,0,parsed,abe5fb9c13eb864a,
C:\Program Files (x86)\Battlezone\addon\custom_maps\multst2x_HillsofPatera\multst2x.HGT,multst2x.HGT,131072,2x2,trn,65536,15,766,639,51240,0,parsed,24d5b031d2e205ad,
C:\Program Files (x86)\Battlezone\stockfiles\multst31.hgt,multst31.hgt,524288,4x4,inferred,262144,50,1940,724,252010,1,parsed,23de9fefb572a6d6,
C:\Users\iestu\Documents\GIT\BZ1_Source\1.5\Battlezone_Install\stock\multst31.hgt,multst31.hgt,524288,4x4,trn,262144,50,1940,724,252010,0,parsed,23de9fefb572a6d6,
C:\Program Files (x86)\Battlezone\stockfiles\multst32.hgt,multst32.hgt,393216,3x4,inferred,196608,85,4095,3933,152684,1,parsed,1430fc88f2702d84,
C:\Users\iestu\Documents\GIT\BZ1_Source\1.5\Battlezone_Install\stock\multst32.hgt,multst32.hgt,393216,4x3,trn,196608,85,4095,3933,152684,0,parsed,1430fc88f2702d84,
C:\Program Files (x86)\Battlezone\stockfiles\multst33.hgt,multst33.hgt,524288,4x4,inferred,262144,543,1784,1068,248245,1,parsed,6736648ac2516aba,
C:\Users\iestu\Documents\GIT\BZ1_Source\1.5\Battlezone_Install\stock\multst33.hgt,multst33.hgt,524288,4x4,trn,262144,543,1784,1068,248245,0,parsed,6736648ac2516aba,
C:\Program Files (x86)\Battlezone\stockfiles\multst34.hgt,multst34.hgt,524288,4x4,inferred,262144,0,4095,2550,208032,1,parsed,3893bd933cc38047,
C:\Users\iestu\Documents\GIT\BZ1_Source\1.5\Battlezone_Install\stock\multst34.hgt,multst34.hgt,524288,4x4,trn,262144,0,4095,2550,208032,0,parsed,3893bd933cc38047,
C:\Program Files (x86)\Battlezone\stockfiles\multst35.hgt,multst35.hgt,141312,,,,,,,,,unparsed,a6facb63b515cbfc,multst35.hgt: 141312 bytes is not a whole number of 32768-byte zones
C:\Users\iestu\Documents\GIT\BZ1_Source\1.5\Battlezone_Install\stock\multst35.hgt,multst35.hgt,141312,,,,,,,,,unparsed,a6facb63b515cbfc,multst35.hgt: 141312 bytes is not a whole number of 32768-byte zones
C:\Program Files (x86)\Battlezone\addon\custom_maps\multstap_AphroditesIntersect\multstap.HGT,multstap.HGT,131072,2x2,trn,65536,0,1532,655,61474,0,parsed,30a5da4019cbecf8,
C:\Program Files (x86)\Battlezone\addon\custom_maps\multstBH_BringItHome\multstBH.hgt,multstBH.hgt,524288,4x4,trn,262144,0,1783,1294,249210,0,parsed,56c4908458a47b6b,
C:\Program Files (x86)\Battlezone\addon\custom_maps\multstCC_CircleCanyons\multstCC.hgt,multstCC.hgt,131072,2x2,trn,65536,0,3362,100,0,0,parsed,46f6c7c9dcfc704e,
C:\Program Files (x86)\Battlezone\addon\custom_maps\multstd0_MadeInChina\multstd0.hgt,multstd0.hgt,294912,3x3,trn,147456,0,3750,1013,0,0,parsed,d96dc644efcc7396,
C:\Program Files (x86)\Battlezone\addon\custom_maps\multstgt_GrandTheft\multstGT.hgt,multstGT.hgt,131072,2x2,trn,65536,195,3040,617,27929,0,parsed,c0c58c7312782527,
C:\Program Files (x86)\Battlezone\addon\custom_maps\multstS6_SaturnVI\multstS6.HGT,multstS6.HGT,131072,2x2,trn,65536,0,2651,2565,42608,0,parsed,f11f00de6f51d339,
C:\Program Files (x86)\Battlezone\addon\custom_maps\multSTUU_HiLo\multSTUU.hgt,multSTUU.hgt,32768,1x1,trn,16384,0,2286,247,10044,0,parsed,f4de1ec079b440aa,
C:\Program Files (x86)\Battlezone\addon\custom_maps\multSTVV_Ravine\multSTVV.hgt,multSTVV.hgt,131072,2x2,trn,65536,90,2286,245,49612,0,parsed,beceb9c7975aa48f,
C:\Program Files (x86)\Battlezone\addon\custom_maps\multSTWW_ScrapPit\multSTWW.hgt,multSTWW.hgt,131072,2x2,trn,65536,0,3810,349,56484,0,parsed,cccb41a35cf3ca05,
C:\Program Files (x86)\Battlezone\addon\custom_maps\nemesis\nemesis.HGT,nemesis.HGT,294912,3x3,trn,147456,0,4095,3945,61403,0,parsed,5150b54d1cc72d8a,
C:\Program Files (x86)\Battlezone\addon\custom_maps\pac-man!\pac-man!.HGT,pac-man!.HGT,131072,2x2,trn,65536,0,2850,524,48593,0,parsed,87ee055fca19e27a,
C:\Program Files (x86)\Battlezone\stockfiles\play01.hgt,play01.hgt,393216,3x4,inferred,196608,0,1254,493,188651,1,parsed,52a56c76d8b6551c,
C:\Users\iestu\Documents\GIT\BZ1_Source\1.5\Battlezone_Install\stock\play01.hgt,play01.hgt,393216,3x4,trn,196608,0,1254,493,188651,0,parsed,52a56c76d8b6551c,
C:\Program Files (x86)\Battlezone\addon\custom_maps\retrnosp_TheReturnofSoPro\retrnosp.hgt,retrnosp.hgt,524288,4x4,trn,262144,543,1784,1068,248245,0,parsed,6736648ac2516aba,
C:\Program Files (x86)\Battlezone\addon\custom_maps\rocksl_Rockslide\rocksl.HGT,rocksl.HGT,294912,3x3,trn,147456,0,4095,4045,124620,0,parsed,b13622b3c8d634ee,
C:\Program Files (x86)\Battlezone\addon\custom_maps\ScoutRkt\ScoutRkt.HGT,ScoutRkt.HGT,32768,1x1,trn,16384,0,2295,27,15382,0,parsed,f966efef323e5603,
C:\Program Files (x86)\Battlezone\stockfiles\test.hgt,test.hgt,524288,4x4,inferred,262144,50,50,1,0,1,parsed,d3e9452608622a81,
C:\Users\iestu\Documents\GIT\BZ1_Source\1.5\Battlezone_Install\stock\test.hgt,test.hgt,524288,4x4,inferred,262144,50,50,1,0,1,parsed,d3e9452608622a81,
C:\Program Files (x86)\Battlezone\addon\custom_maps\TitnBttl_TitanBattle\TitnBttl.hgt,TitnBttl.hgt,32768,1x1,trn,16384,0,4095,1885,13181,0,parsed,89d0914ec3c05efb,
C:\Program Files (x86)\Battlezone\stockfiles\tran02.hgt,tran02.hgt,131072,2x2,inferred,65536,0,939,860,45981,1,parsed,95ec36d6ffc5636e,
C:\Users\iestu\Documents\GIT\BZ1_Source\1.5\Battlezone_Install\stock\tran02.hgt,tran02.hgt,131072,2x2,trn,65536,0,939,860,45981,0,parsed,95ec36d6ffc5636e,
C:\Program Files (x86)\Battlezone\stockfiles\tran03.hgt,tran03.hgt,131072,2x2,inferred,65536,0,939,860,45940,1,parsed,4b9264653e85d3f3,
C:\Users\iestu\Documents\GIT\BZ1_Source\1.5\Battlezone_Install\stock\tran03.hgt,tran03.hgt,131072,2x2,trn,65536,0,939,860,45940,0,parsed,4b9264653e85d3f3,
C:\Program Files (x86)\Battlezone\stockfiles\tran04.hgt,tran04.hgt,131072,2x2,inferred,65536,0,939,860,45971,1,parsed,d35005b4ff7598fe,
C:\Users\iestu\Documents\GIT\BZ1_Source\1.5\Battlezone_Install\stock\tran04.hgt,tran04.hgt,131072,2x2,trn,65536,0,939,860,45971,0,parsed,d35005b4ff7598fe,
C:\Program Files (x86)\Battlezone\addon\custom_maps\TheRedMenace\tredmnce.hgt,tredmnce.hgt,524288,4x4,trn,262144,174,2730,2472,197563,0,parsed,ebe79dd6732165cc,
C:\Program Files (x86)\Battlezone\addon\custom_maps\unleampi_UnleashedMPI\unleampi.HGT,unleampi.HGT,131072,2x2,trn,65536,0,1880,1568,53052,0,parsed,80d420fafe5b0624,
C:\Users\iestu\Documents\GIT\BZ1_Source\1.5\Battlezone_Install\addon\bz deluxe (old 2011 bz files)\usrmsn01.HGT,usrmsn01.HGT,32768,1x1,trn,16384,0,1031,351,14958,0,parsed,445d58a067a02873,
C:\Users\iestu\Documents\GIT\BZ1_Source\1.5\Battlezone_Install\addon\bz deluxe (old 2011 bz files)\usrmsn02.HGT,usrmsn02.HGT,294912,3x3,trn,147456,0,3486,909,143564,0,parsed,82612f198e006196,
C:\Users\iestu\Documents\GIT\BZ1_Source\1.5\Battlezone_Install\addon\bz deluxe (old 2011 bz files)\usrmsn04.HGT,usrmsn04.HGT,294912,3x3,trn,147456,0,2115,1190,141427,0,parsed,73b4af18da8afd59,
C:\Users\iestu\Documents\GIT\BZ1_Source\1.5\Battlezone_Install\addon\bz deluxe (old 2011 bz files)\usrmsn05.HGT,usrmsn05.HGT,131072,2x2,trn,65536,0,939,860,46027,0,parsed,f813480ae71b9cd0,
C:\Users\iestu\Documents\GIT\BZ1_Source\1.5\Battlezone_Install\addon\bz deluxe (old 2011 bz files)\usrmsn06.HGT,usrmsn06.HGT,131072,2x2,trn,65536,0,939,860,46038,0,parsed,3dfc783d732c7a74,
C:\Users\iestu\Documents\GIT\BZ1_Source\1.5\Battlezone_Install\addon\bz deluxe (old 2011 bz files)\usrmsn07.hgt,usrmsn07.hgt,524288,4x4,trn,262144,1,940,769,253973,0,parsed,57f5fe6b75480893,
C:\Users\iestu\Documents\GIT\BZ1_Source\1.5\Battlezone_Install\addon\bz deluxe (old 2011 bz files)\usrmsn08.HGT,usrmsn08.HGT,524288,4x4,trn,262144,0,2093,1372,245449,0,parsed,7e536d17b760cafa,
C:\Users\iestu\Documents\GIT\BZ1_Source\1.5\Battlezone_Install\addon\bz deluxe (old 2011 bz files)\usrmsn09.hgt,usrmsn09.hgt,524288,4x4,trn,262144,0,1824,1628,180077,0,parsed,958174af041413c0,
C:\Users\iestu\Documents\GIT\BZ1_Source\1.5\Battlezone_Install\addon\bz deluxe (old 2011 bz files)\usrmsn10.hgt,usrmsn10.hgt,524288,4x4,inferred,262144,0,1041,849,254181,1,parsed,d32c6d2d5ea3b57a,
C:\Users\iestu\Documents\GIT\BZ1_Source\1.5\Battlezone_Install\addon\bz deluxe (old 2011 bz files)\usrmsn11.HGT,usrmsn11.HGT,32768,1x1,trn,16384,0,705,563,14521,0,parsed,b05551793ce566d4,
C:\Users\iestu\Documents\GIT\BZ1_Source\1.5\Battlezone_Install\addon\bz deluxe (old 2011 bz files)\usrmsn12.hgt,usrmsn12.hgt,524288,4x4,trn,262144,0,1626,1275,239916,0,parsed,73adbc341cfea194,
C:\Users\iestu\Documents\GIT\BZ1_Source\1.5\Battlezone_Install\addon\bz deluxe (old 2011 bz files)\usrmsn13.HGT,usrmsn13.HGT,294912,3x3,trn,147456,0,4031,2817,146403,0,parsed,818bf34b3b82dfcd,
C:\Users\iestu\Documents\GIT\BZ1_Source\1.5\Battlezone_Install\addon\bz deluxe (old 2011 bz files)\usrmsn14.HGT,usrmsn14.HGT,32768,1x1,trn,16384,0,1859,1367,12690,0,parsed,01198891ffbf1d2c,
C:\Users\iestu\Documents\GIT\BZ1_Source\1.5\Battlezone_Install\addon\bz deluxe (old 2011 bz files)\usrmsn15.HGT,usrmsn15.HGT,294912,3x3,trn,147456,0,1186,1018,139754,0,parsed,cb96daa7c9b613be,
C:\Users\iestu\Documents\GIT\BZ1_Source\1.5\Battlezone_Install\addon\bz deluxe (old 2011 bz files)\usrmsn16.HGT,usrmsn16.HGT,294912,3x3,trn,147456,0,2354,1674,137398,0,parsed,0934bba0eac649fd,
C:\Users\iestu\Documents\GIT\BZ1_Source\1.5\Battlezone_Install\addon\bz deluxe (old 2011 bz files)\usrmsn17.HGT,usrmsn17.HGT,294912,3x3,trn,147456,0,3145,1736,138174,0,parsed,76295b8e3b3c324e,
C:\Users\iestu\Documents\GIT\BZ1_Source\1.5\Battlezone_Install\addon\bz deluxe (old 2011 bz files)\usrmsn18.HGT,usrmsn18.HGT,32768,1x1,trn,16384,0,1323,1085,14281,0,parsed,41873ced1816c15d,
C:\Users\iestu\Documents\GIT\BZ1_Source\1.5\Battlezone_Install\addon\bz deluxe (old 2011 bz files)\usrmsn19.HGT,usrmsn19.HGT,294912,3x3,trn,147456,0,4095,1863,136506,0,parsed,f5fed6eb426251f1,
C:\Users\iestu\Documents\GIT\BZ1_Source\1.5\Battlezone_Install\addon\bz deluxe (old 2011 bz files)\usrmsn20.HGT,usrmsn20.HGT,294912,3x3,trn,147456,0,3641,2524,134667,0,parsed,c4d1760e8af9ff01,
C:\Users\iestu\Documents\GIT\BZ1_Source\1.5\Battlezone_Install\addon\bz deluxe (old 2011 bz files)\usrmsn21.HGT,usrmsn21.HGT,294912,3x3,trn,147456,0,1976,1224,135796,0,parsed,235ba1dcd25a1c60,
C:\Users\iestu\Documents\GIT\BZ1_Source\1.5\Battlezone_Install\addon\bz deluxe (old 2011 bz files)\usrmsn22.hgt,usrmsn22.hgt,131072,2x2,inferred,65536,0,1467,1319,54006,1,parsed,53413a0c1f06c8ce,
C:\Users\iestu\Documents\GIT\BZ1_Source\1.5\Battlezone_Install\addon\bz deluxe (old 2011 bz files)\usrmsn23.hgt,usrmsn23.hgt,294912,3x3,trn,147456,0,1422,742,140735,0,parsed,01781b461fa85711,
C:\Users\iestu\Documents\GIT\BZ1_Source\1.5\Battlezone_Install\addon\bz deluxe (old 2011 bz files)\usrmsn24.HGT,usrmsn24.HGT,294912,3x3,trn,147456,0,2194,1686,136418,0,parsed,38561a1226c64844,
C:\Users\iestu\Documents\GIT\BZ1_Source\1.5\Battlezone_Install\addon\bz deluxe (old 2011 bz files)\usrmsn25.hgt,usrmsn25.hgt,524288,4x4,trn,262144,33,2713,2502,155134,0,parsed,097f4f6484bc9741,
C:\Users\iestu\Documents\GIT\BZ1_Source\1.5\Battlezone_Install\addon\bz deluxe (old 2011 bz files)\usrmsn26.hgt,usrmsn26.hgt,524288,4x4,trn,262144,50,1642,1011,224899,0,parsed,9bcd14361dff1518,
C:\Users\iestu\Documents\GIT\BZ1_Source\1.5\Battlezone_Install\addon\bz deluxe (old 2011 bz files)\usrmsn27.HGT,usrmsn27.HGT,294912,3x3,trn,147456,0,3977,2344,127208,0,parsed,b0c7b69ce4377ee7,
C:\Users\iestu\Documents\GIT\BZ1_Source\1.5\Battlezone_Install\addon\bz deluxe (old 2011 bz files)\usrmsn28.HGT,usrmsn28.HGT,524288,4x4,trn,262144,0,2551,1752,250175,0,parsed,18210357b882121b,
C:\Users\iestu\Documents\GIT\BZ1_Source\1.5\Battlezone_Install\addon\bz deluxe (old 2011 bz files)\usrmsn29.HGT,usrmsn29.HGT,294912,3x3,trn,147456,0,2115,1190,141427,0,parsed,73b4af18da8afd59,
C:\Users\iestu\Documents\GIT\BZ1_Source\1.5\Battlezone_Install\addon\bz deluxe (old 2011 bz files)\usrmsn30.HGT,usrmsn30.HGT,524288,4x4,trn,262144,0,1971,1538,259929,0,parsed,91c7db1a8364c406,
C:\Users\iestu\Documents\GIT\BZ1_Source\1.5\Battlezone_Install\addon\bz deluxe (old 2011 bz files)\usrmsn31.HGT,usrmsn31.HGT,524288,4x4,trn,262144,0,2100,1872,242485,0,parsed,9927e62a53f5ca6d,
C:\Users\iestu\Documents\GIT\BZ1_Source\1.5\Battlezone_Install\addon\bz deluxe (old 2011 bz files)\usrmsn32.HGT,usrmsn32.HGT,524288,4x4,trn,262144,0,3353,2946,259793,0,parsed,ece617f1697bd87a,
C:\Users\iestu\Documents\GIT\BZ1_Source\1.5\Battlezone_Install\addon\bz deluxe (old 2011 bz files)\usrmsn33.HGT,usrmsn33.HGT,524288,4x4,trn,262144,0,2890,2534,247921,0,parsed,804331cd4de89a52,
C:\Users\iestu\Documents\GIT\BZ1_Source\1.5\Battlezone_Install\addon\bz deluxe (old 2011 bz files)\usrmsn34.hgt,usrmsn34.hgt,524288,4x4,trn,262144,0,2750,2325,253449,0,parsed,19cf53bedc7927a8,
C:\Program Files (x86)\Battlezone\addon\custom_maps\vendetta\vendetta.HGT,vendetta.HGT,294912,3x3,trn,147456,0,1885,1108,147191,0,parsed,6ae251b9de7c1d13,
C:\Program Files (x86)\Battlezone\addon\custom_maps\venfelix_FelixVenus\venfelix.HGT,venfelix.HGT,2097152,8x8,trn,1048576,0,2975,1925,960705,0,parsed,a9445da9a9043191,
C:\Program Files (x86)\Battlezone\addon\custom_maps\venus1st_LowVisibility\venus1st.hgt,venus1st.hgt,131072,2x2,trn,65536,0,2932,2672,62545,0,parsed,50fe5ebd5debf30f,
C:\Program Files (x86)\Battlezone\addon\custom_maps\victory!_VictoryHill\victory!.HGT,victory!.HGT,294912,3x3,trn,147456,0,4095,2938,119836,0,parsed,3fb2719351e2b264,
